chrom,ancestry,start,end,n_windows,dist,ages
NC_091033.1,1,12848954,15247512,2,2398558,5.83917597193662
NC_091036.1,0,2410312,8054316,761,5644004,2.48150111886816
NC_138418.1,0,1195287,3238475,29,2043188,6.85477902224189
NW_027183981.1,1,1036487,2565759,108,1529272,9.1583460894441
NC_091013.1,1,12754644,13837542,1,1082898,12.9334454776871
NC_091014.1,1,9902378,12345885,9,2443507,5.73176268408331
NC_091015.1,1,18652402,18772757,2,120355,116.369093439378
NC_091016.1,0,8526931,8552379,28,25448,550.361609591966
NC_091017.1,0,22211341,23079828,1,868487,16.1264385545165
NC_091018.1,1,16265349,19391637,1,3126288,4.47994626243531
NC_091019.1,0,6664696,12752271,2848,6087575,2.30068660195502
NC_091020.1,0,14560556,15367204,1,806648,17.3627186094757
NC_091021.1,1,4899018,7581758,13,2682740,5.22063347208315
NC_091022.1,1,8182863,10703103,18,2520240,5.55724940517425
NC_091023.1,0,16019472,21402605,23,5383133,2.60175667978041
NC_091024.1,1,13974703,14969463,5,994760,14.079378182573
NC_091025.1,1,5957854,9821542,4,3863688,3.62493095739003
NC_091026.1,0,7756366,17260682,12,9504316,1.47360443833058
NC_091027.1,0,9709687,9994108,4,284421,49.2425040376637
NC_091030.1,0,10936500,11123722,63,187222,74.8074598118616
NC_091033.1,0,15247512,15795946,2,548434,25.5374434132391
NC_138418.1,2,3238475,3495498,1,257023,54.4916300910672
NC_091013.1,0,13837542,14939339,1,1101797,12.7115995422899
NC_091014.1,2,12345885,15264720,8,2918835,4.79835353519345
NC_091015.1,0,18772757,40776800,98,22004043,0.636501312095071
NC_091016.1,1,8552379,8593849,3,41470,337.728532454699
NC_091017.1,1,23079828,23190393,12,110565,126.673018051792
NC_091019.1,2,12752271,13672148,1,919877,15.2255162819555
NC_091020.1,1,15367204,15441113,1,73909,189.497926381041
NC_091021.1,0,7581758,8405485,1,823727,17.002723281981
NC_091022.1,0,10703103,10849373,1,146270,95.7517073965705
NC_091023.1,1,21402605,21513973,1,111368,125.759663825303
NC_091024.1,0,14969463,15375280,1,405817,34.5121131960868
NC_091025.1,2,9821542,10834218,2,1012676,13.8302894913046
NC_091026.1,2,17260682,17984869,3,724187,19.3397592623126
NC_091027.1,1,9994108,10528687,7,534579,26.1993124325803
NC_138418.1,0,3495498,4261164,5,765666,18.2920519402669
NC_091013.1,1,14939339,15627708,1,688369,20.3460676481602
NC_091014.1,1,15264720,21181056,15,5916336,2.36727634145464
NC_091015.1,1,40776800,41139079,2,362279,38.6597132069382
NC_091016.1,2,8593849,8612356,6,18507,756.773233959927
NC_091017.1,2,23190393,23571185,2,380792,36.7801903424871
NC_091019.1,1,13672148,14132809,3,460661,30.4032732115294
NC_091020.1,0,15441113,16710227,10,1269114,11.0357322044327
NC_091021.1,1,8405485,8961000,1,555515,25.2119245041022
NC_091022.1,1,10849373,14565861,6,3716488,3.76850463149521
NC_091023.1,0,21513973,26453730,3,4939757,2.83528162233413
NC_091024.1,1,15375280,16276785,43,901505,15.5358009560639
NC_091025.1,1,10834218,21250846,17,10416628,1.34454280606895
NC_091026.1,1,17984869,18145521,1,160652,87.1797564978734
NC_091027.1,0,10528687,10560846,1,32159,435.51112412999
NC_138418.1,2,4261164,9737168,72,5476004,2.55763184995781
NC_091013.1,0,15627708,16163876,4,536168,26.1216675387124
NC_091014.1,2,21181056,21598670,1,417614,33.5371952111193
NC_091015.1,0,41139079,44820401,18,3681322,3.80450344764635
NC_091016.1,1,8612356,31392992,1725,22780636,0.614802951107088
NC_091017.1,1,23571185,25341865,7,1770680,7.90973086096661
NC_091019.1,0,14132809,14858714,1,725905,19.2939878371087
NC_091020.1,1,16710227,18518744,7,1808517,7.74424693873287
NC_091021.1,2,8961000,11215034,15,2254034,6.21357186311136
NC_091022.1,2,14565861,14746463,1,180602,77.5495412060573
NC_091023.1,1,26453730,26688607,1,234877,59.6295177514033
NC_091024.1,0,16276785,16413434,6,136649,102.493265526249
NC_091025.1,2,21250846,21255468,10,4622,3030.20385999488
NC_091027.1,1,10560846,19097250,448,8536404,1.64069112015977
NC_138418.1,0,9737168,15785231,430,6048063,2.31571698920735
NC_091013.1,1,16163876,16346408,1,182532,76.7295720251592
NC_091014.1,1,21598670,25300130,19,3701460,3.78380483401046
NC_091015.1,1,44820401,46141742,4,1321341,10.5995365623986
NC_091016.1,2,31392992,32070292,2,677300,20.6785800101821
NC_091017.1,0,25341865,25617196,2,275331,50.8682358357626
NC_091019.1,1,14858714,15184678,3,325964,42.9667148546967
NC_091020.1,0,18518744,20813638,2,2294894,6.10294080724267
NC_091021.1,1,11215034,12779454,28,1564420,8.95258449834211
NC_091022.1,1,14746463,14919111,1,172648,81.1222964696745
NC_091023.1,2,26688607,26814700,2,126093,111.073590452256
NC_091024.1,1,16413434,19735316,1611,3321882,4.21616488511523
NC_138418.1,2,15785231,15909854,3,124623,112.383767369557
NC_091013.1,0,16346408,20641901,5,4295493,3.260534295108
NC_091014.1,2,25300130,25583991,3,283861,49.3396494794859
NC_091015.1,0,46141742,46276937,8,135195,103.595563747893
NC_091016.1,1,32070292,34466831,7,2396539,5.84409527276475
NC_091017.1,1,25617196,27517006,41,1899810,7.37210681115288
NC_091019.1,0,15184678,23904111,53,8719433,1.60625148916178
NC_091020.1,1,20813638,20956951,1,143313,97.727367656084
NC_091021.1,0,12779454,13340557,3,561103,24.9608400612657
NC_091022.1,2,14919111,15838646,4,919535,15.2311790643057
NC_091024.1,0,19735316,20131039,1,395723,35.392439259018
NC_138418.1,0,15909854,58278945,4438,42369091,0.330561782429941
NC_091013.1,1,20641901,20986497,3,344596,40.643542701878
NC_091014.1,1,25583991,32618498,38,7034507,1.99098561432896
NC_091015.1,1,46276937,46790754,1,513817,27.257958068527
NC_091016.1,0,34466831,34645756,1,178925,78.2763853061135
NC_091017.1,2,27517006,29805546,1,2288540,6.11988527222437
NC_091019.1,1,23904111,24582681,2,678570,20.6398783336964
NC_091020.1,0,20956951,21118177,2,161226,86.869377401265
NC_091021.1,1,13340557,13889307,2,548750,25.5227375688316
NC_091022.1,1,15838646,16464388,5,625742,22.382391210589
NC_091024.1,1,20131039,20462584,1,331545,42.243442793275
NC_138418.1,2,58278945,58307282,9,28337,494.251411260767
NC_091013.1,0,20986497,22659078,20,1672581,8.37364662213451
NC_091014.1,2,32618498,33488881,1,870383,16.0913095050068
NC_091015.1,0,46790754,59836743,82,13045989,1.07355618963778
NC_091016.1,1,34645756,37676780,26,3031024,4.6207493708055
NC_091017.1,0,29805546,31608473,6,1802927,7.76825808304849
NC_091019.1,0,24582681,24951014,2,368333,38.0242938886724
NC_091020.1,2,21118177,21391466,1,273289,51.2483204259826
NC_091021.1,2,13889307,14939806,4,1050499,13.3323327684237
NC_091022.1,2,16464388,16786030,4,321642,43.5440714859886
NC_091024.1,0,20462584,21126551,1,663967,21.09382279676
NC_138418.1,0,58307282,72291376,2705,13984094,1.00153805036611
NC_091013.1,1,22659078,23263561,1,604483,23.1695552081636
NC_091014.1,1,33488881,33926322,2,437441,32.0171228597602
NC_091015.1,1,59836743,60019481,4,182738,76.6430750084622
NC_091016.1,0,37676780,38352052,1,675272,20.740682629957
NC_091017.1,1,31608473,31910309,10,301836,46.4013644525383
NC_091019.1,1,24951014,25764403,7,813389,17.2188242537044
NC_091020.1,0,21391466,24976783,23,3585317,3.90637766225312
NC_091021.1,1,14939806,15163232,2,223426,62.685641961528
NC_091022.1,1,16786030,17863285,1,1077255,13.0011949268245
NC_091024.1,1,21126551,21308502,5,181951,76.9745823924923
NC_091013.1,0,23263561,28785215,25,5521654,2.53648675576129
NC_091014.1,0,33926322,33929399,6,3077,4551.70693561793
NC_091015.1,0,60019481,60343041,9,323560,43.2859508001495
NC_091016.1,1,38352052,40676548,9,2324496,6.02522105475611
NC_091017.1,2,31910309,32349291,1,438982,31.9047301276507
NC_091019.1,0,25764403,25887065,7,122662,114.18044904613
NC_091020.1,1,24976783,27629222,2,2652439,5.28027307730597
NC_091021.1,2,15163232,16797378,13,1634146,8.57059420694134
NC_091022.1,2,17863285,21941418,7,4078133,3.434317184088
NC_091013.1,1,28785215,28790464,6,5249,2668.24199674154
NC_091014.1,1,33929399,34111561,3,182162,76.8854219919432
NC_091015.1,1,60343041,60655766,1,312725,44.7856814802026
NC_091016.1,0,40676548,40909039,1,232491,60.2414813515205
NC_091017.1,0,32349291,32623459,4,274168,51.0840150597311
NC_091019.1,1,25887065,26297644,3,410579,34.1118329015764
NC_091020.1,0,27629222,34085278,10,6456056,2.16937434261666
NC_091021.1,1,16797378,19852976,17,3055598,4.58358797227134
NC_091022.1,1,21941418,22079579,1,138161,101.371604438998
NC_091013.1,0,28790464,31739394,19,2948930,4.74938443465812
NC_091014.1,0,34111561,34235950,2,124389,112.595183182567
NC_091015.1,0,60655766,61350396,15,694630,20.1626797588592
NC_091016.1,1,40909039,44223178,14,3314139,4.22601533638039
NC_091017.1,1,32623459,33968635,2,1345176,10.4117247415181
NC_091019.1,0,26297644,33962769,52,7665125,1.82718510668728
NC_091020.1,1,34085278,34583278,4,498000,28.1236992789084
NC_091021.1,0,19852976,20320755,1,467779,29.9406391498899
NC_091022.1,2,22079579,23606096,18,1526517,9.17487472520539
NC_091013.1,1,31739394,34129518,35,2390124,5.85978059753233
NC_091014.1,1,34235950,39021767,37,4785817,2.92648094168589
NC_091015.1,1,61350396,61824388,3,473992,29.5481827560304
NC_091016.1,0,44223178,44335016,2,111838,125.23115793287
NC_091017.1,2,33968635,34248202,9,279567,50.097480177905
NC_091019.1,1,33962769,34047503,7,84734,165.289048562518
NC_091021.1,1,20320755,22366515,27,2045760,6.8461609577352
NC_091022.1,1,23606096,27806942,4,4200846,3.33399563823486
NC_091013.1,2,34129518,35698832,21,1569314,8.92466532567501
NC_091014.1,0,39021767,39775434,2,753667,18.5832764880197
NC_091015.1,0,61824388,62789777,95,965389,14.5077292582538
NC_091016.1,1,44335016,45284741,4,949725,14.7470080717011
NC_091017.1,1,34248202,34863072,5,614870,22.7781518709587
NC_091019.1,0,34047503,35075116,10,1027613,13.6292575521099
NC_091021.1,0,22366515,24000412,4,1633897,8.57190033453538
NC_091013.1,0,35698832,36055048,1,356216,39.3177236308767
NC_091014.1,1,39775434,40763449,12,988015,14.1754955551245
NC_091015.1,1,62789777,63650752,70,860975,16.2671416021329
NC_091016.1,2,45284741,48718976,48,3434235,4.07823059310046
NC_091017.1,0,34863072,34915440,5,52368,267.445811199518
NC_091019.1,1,35075116,35179967,1,104851,133.576239052526
NC_091021.1,1,24000412,25302911,1,1302499,10.752869860857
NC_091013.1,2,36055048,38415114,18,2360066,5.93441125837005
NC_091014.1,2,40763449,41156923,2,393474,35.5947336822671
NC_091015.1,0,63650752,72344167,707,8693415,1.61105874284115
NC_091016.1,0,48718976,49124176,3,405200,34.5646649577896
NC_091017.1,1,34915440,36057091,10,1141651,12.2678491420726
NC_091019.1,0,35179967,36814958,28,1634991,8.56616473173024
NC_091021.1,2,25302911,26342800,2,1039889,13.4683627203445
NC_091013.1,1,38415114,42025636,7,3610522,3.87910729830655
NC_091014.1,1,41156923,45124979,37,3968056,3.52958784878448
NC_091015.1,1,72344167,73175514,13,831347,16.8468789096447
NC_091016.1,2,49124176,54028409,24,4904233,2.85581909360676
NC_091017.1,0,36057091,36450926,1,393835,35.5621065697471
NC_091019.1,1,36814958,38718847,51,1903889,7.35631239053136
NC_091021.1,1,26342800,27817513,1,1474713,9.49717147736296
NC_091013.1,0,42025636,42586367,1,560731,24.9773995746559
NC_091014.1,0,45124979,45372678,7,247699,56.5428291632036
NC_091015.1,0,73175514,81108749,78,7933235,1.76543392965119
NC_091016.1,1,54028409,55850895,2,1822486,7.68488879524801
NC_091017.1,1,36450926,38826004,6,2375078,5.89690201370075
NC_091019.1,2,38718847,38972793,2,253946,55.1518915080228
NC_091021.1,2,27817513,29026019,2,1208506,11.5891871789601
NC_091013.1,1,42586367,43235457,14,649090,21.5772885746142
NC_091014.1,1,45372678,45682408,1,309730,45.2187461366234
NC_091015.1,1,81108749,81835609,4,726860,19.2686380333164
NC_091016.1,0,55850895,55927980,1,77085,181.690370900906
NC_091017.1,2,38826004,39693910,2,867906,16.1372340332897
NC_091019.1,1,38972793,39424650,36,451857,30.9956518121803
NC_091021.1,0,29026019,34510076,3,5484057,2.55387612508338
NC_091013.1,0,43235457,43308712,2,73255,191.189710475686
NC_091014.1,2,45682408,45777049,1,94641,147.986625679107
NC_091015.1,0,81835609,91022370,99,9186761,1.52454191862577
NC_091016.1,1,55927980,60773670,137,4845690,2.89032155191446
NC_091017.1,1,39693910,40833518,6,1139608,12.2898419815378
NC_091019.1,0,39424650,39944375,38,519725,26.9481018632861
NC_091021.1,1,34510076,39043664,5,4533588,3.08929753671846
NC_091013.1,2,43308712,43835638,3,526926,26.5798276055772
NC_091014.1,1,45777049,49264233,120,3487184,4.01630720974183
NC_091015.1,1,91022370,91199948,8,177578,78.8701429281575
NC_091016.1,0,60773670,61875561,12,1101891,12.7105151425108
NC_091017.1,2,40833518,40989802,3,156284,89.6163538231448
NC_091019.1,1,39944375,43678065,25,3733690,3.75114223218756
NC_091021.1,0,39043664,39730155,1,686491,20.4017273946729
NC_091013.1,1,43835638,44333489,13,497851,28.1321163177263
NC_091014.1,2,49264233,49484091,2,219858,63.7029457235869
NC_091015.1,0,91199948,96215332,71,5015384,2.79252839680797
NC_091016.1,1,61875561,67024487,14,5148926,2.72010167574682
NC_091017.1,0,40989802,41384221,3,394419,35.5094512203934
NC_091019.1,0,43678065,49420469,49,5742404,2.43897890864111
NC_091021.1,1,39730155,40041892,255,311737,44.9276224538517
NC_091013.1,2,44333489,45962346,4,1628857,8.5984234594543
NC_091014.1,1,49484091,49768740,3,284649,49.2030614577826
NC_091015.1,1,96215332,97355549,1,1140217,12.2832778680693
NC_091016.1,2,67024487,67764295,2,739808,18.9314014459108
NC_091017.1,2,41384221,43149062,11,1764841,7.93590031107412
NC_091019.1,1,49420469,49424112,27,3643,3844.52435929079
NC_091013.1,1,45962346,49271516,10,3309170,4.23236105757527
NC_091014.1,0,49768740,50512146,3,743406,18.8397756285211
NC_091015.1,0,97355549,99543556,39,2188007,6.40107743754767
NC_091016.1,1,67764295,68047098,4,282803,49.524235036037
NC_091017.1,1,43149062,43607570,2,458508,30.5460367995681
NC_091019.1,0,49424112,53034263,157,3610151,3.87950593781156
NC_091013.1,0,49271516,50486000,1,1214484,11.5321422438635
NC_091014.1,1,50512146,55498127,48,4985981,2.80899631203897
NC_091015.1,1,99543556,100279221,1,735665,19.0380162722113
NC_091016.1,0,68047098,68150345,2,103247,135.651420776355
NC_091017.1,2,43607570,43693829,2,86259,162.36685146937
NC_091019.1,1,53034263,54193648,1,1159385,12.0801996238492
NC_091013.1,1,50486000,52840779,13,2354779,5.94773532501197
NC_091014.1,0,55498127,55522357,2,24230,578.02733144434
NC_091015.1,0,100279221,101258702,3,979481,14.2990034935812
NC_091016.1,1,68150345,69535107,7,1384762,10.1140862046304
NC_091017.1,1,43693829,44513099,5,819270,17.0952216496349
NC_091019.1,0,54193648,56671352,2,2477704,5.65265352152491
NC_091013.1,0,52840779,52908858,1,68079,205.725733939928
NC_091014.1,1,55522357,55914887,5,392530,35.6803358747009
NC_091015.1,2,101258702,101626200,2,367498,38.1106896932673
NC_091016.1,0,69535107,69585589,2,50482,277.437546866138
NC_091017.1,2,44513099,45463617,4,950518,14.7347049092141
NC_091019.1,1,56671352,58157206,3,1485854,9.42596125924644
NC_091013.1,1,52908858,55293886,13,2385028,5.8723009712659
NC_091014.1,0,55914887,56971528,4,1056641,13.2548351246037
NC_091015.1,0,101626200,102454918,1,828718,16.900323440418
NC_091016.1,1,69585589,69682641,1,97052,144.310289750818
NC_091017.1,1,45463617,52721652,67,7258035,1.92966860050914
NC_091019.1,2,58157206,58251286,4,94080,148.869071438099
NC_091013.1,2,55293886,56942529,2,1648643,8.49523046584152
NC_091014.1,1,56971528,79775029,244,22803501,0.614186490087481
NC_091015.1,1,102454918,102710071,6,255153,54.8909957590009
NC_091016.1,2,69682641,70542142,2,859501,16.2950389131558
NC_091017.1,0,52721652,53030728,1,309076,45.3144282988532
NC_091019.1,0,58251286,59081066,2,829780,16.8786934378948
NC_091013.1,1,56942529,63937300,98,6994771,2.0022960352664
NC_091014.1,2,79775029,79932188,10,157159,89.1174049268343
NC_091015.1,0,102710071,108043127,21,5333056,2.62618698189113
NC_091016.1,1,70542142,76992933,23,6450791,2.17114494034861
NC_091017.1,1,53030728,53824000,5,793272,17.6554854336172
NC_091019.1,1,59081066,59606134,2,525068,26.6738826988054
NC_091013.1,0,63937300,64072289,2,134989,103.753655786
NC_091015.1,1,108043127,108936724,1,893597,15.6732869972665
NC_091016.1,2,76992933,77951265,4,958332,14.6145618020648
NC_091017.1,0,53824000,54370672,4,546672,25.6197541503797
NC_091019.1,0,59606134,66427858,3,6821724,2.05308837485896
NC_091013.1,1,64072289,65976980,5,1904691,7.35321489989524
NC_091015.1,0,108936724,114685674,18,5748950,2.43620178309019
NC_091016.1,1,77951265,83121446,57,5170181,2.70891913472591
NC_091017.1,1,54370672,60023810,101,5653138,2.47749165877365
NC_091019.1,2,66427858,67921091,10,1493233,9.37938167780672
NC_091013.1,0,65976980,66327169,1,350189,39.9944094214734
NC_091015.1,1,114685674,115340824,2,655150,21.3777031838455
NC_091016.1,0,83121446,83464545,2,343099,40.8208774752954
NC_091017.1,0,60023810,60477630,8,453820,30.8615800116706
NC_091013.1,1,66327169,68263383,10,1936214,7.23349910748314
NC_091015.1,0,115340824,115762179,3,421355,33.239435252688
NC_091016.1,1,83464545,84125526,6,660981,21.1891147262877
NC_091017.1,1,60477630,60677025,9,199395,70.2404886827471
NC_091013.1,0,68263383,68440388,2,177005,79.1254610937338
NC_091015.1,1,115762179,117722559,5,1960380,7.14433030376578
NC_091016.1,0,84125526,87410717,1,3285191,4.26325356452528
NC_091017.1,2,60677025,60680791,4,3766,3718.95970284024
NC_091013.1,1,68440388,69323114,6,882726,15.8663075981634
NC_091015.1,0,117722559,119957046,17,2234487,6.26792737702048
NC_091016.1,1,87410717,88273486,25,862769,16.2333164971115
NC_091017.1,1,60680791,61342316,25,661525,21.1716900206286
NC_091013.1,0,69323114,69638668,1,315554,44.384169558606
NC_091015.1,1,119957046,121308726,2,1351680,10.3616257108904
NC_091016.1,0,88273486,88576073,2,302587,46.2861994761717
NC_091017.1,2,61342316,61407941,5,65625,213.418700813659
NC_091013.1,1,69638668,71220231,13,1581563,8.85554495198507
NC_091015.1,2,121308726,121420168,1,111442,125.67615657379
NC_091016.1,1,88576073,89036547,3,460474,30.4156200803875
NC_091017.1,1,61407941,61583568,1,175627,79.7462932288108
NC_091013.1,0,71220231,72455755,3,1235524,11.3357589499648
NC_091015.1,1,121420168,122016922,2,596754,23.4696411601705
NC_091016.1,2,89036547,90112988,1,1076441,13.0110263738527
NC_091017.1,0,61583568,62772779,5,1189211,11.777222243064
NC_091013.1,1,72455755,74597118,16,2141363,6.54050819076278
NC_091015.1,2,122016922,123342407,1,1325485,10.5663981417341
NC_091016.1,1,90112988,94196489,15,4083501,3.42980257404035
NC_091017.1,1,62772779,65035122,32,2262343,6.19075102267709
NC_091013.1,0,74597118,76551083,5,1953965,7.16778562609686
NC_091015.1,1,123342407,125719807,1,2377400,5.891142525825
NC_091016.1,2,94196489,95079800,5,883311,15.8557996457605
NC_091017.1,2,65035122,65278962,1,243840,57.4376732320225
NC_091013.1,2,76551083,76682682,2,131599,106.426357653906
NC_091015.1,0,125719807,131558166,7,5838359,2.39889363447783
NC_091016.1,0,95079800,95948331,3,868531,16.125621585063
NC_091017.1,1,65278962,66499363,6,1220401,11.4762297317819
NC_091013.1,0,76682682,80208421,14,3525739,3.9723877011022
NC_091015.1,1,131558166,132417540,2,859374,16.2974470264359
NC_091016.1,1,95948331,97086884,7,1138553,12.3012299303558
NC_091017.1,0,66499363,67128346,3,628983,22.2670600650516
NC_091013.1,2,80208421,87674697,31,7466276,1.87584844719059
NC_091015.1,0,132417540,140952073,25,8534533,1.64105080393929
NC_091016.1,2,97086884,97255744,9,168860,82.942095469006
NC_091017.1,1,67128346,69529978,14,2401632,5.83170204298425
NC_091013.1,1,87674697,95082440,35,7407743,1.89067064568741
NC_091015.1,1,140952073,141256992,16,304919,45.9322057362656
NC_091016.1,1,97255744,97286246,7,30502,459.169963966178
NC_091017.1,0,69529978,69865671,1,335693,41.7214605037828
NC_091013.1,0,95082440,100012930,4,4930490,2.84061061697648
NC_091015.1,0,141256992,141519893,1,262901,53.2732939049161
NC_091016.1,2,97286246,104762034,139,7475788,1.87346166596703
NC_091017.1,1,69865671,70020439,1,154768,90.4941734783441
NC_091013.1,1,100012930,101276115,3,1263185,11.0875305207839
NC_091015.1,1,141519893,142265613,6,745720,18.781315025608
NC_091016.1,0,104762034,104799946,3,37912,369.423988206804
NC_091017.1,2,70020439,70138785,1,118346,118.344534170114
NC_091013.1,2,101276115,102482088,1,1205973,11.6135288608421
