chrom,ancestry,start,end,n_windows,dist,ages
NW_027184086.1,1,2204760,2313574,38,108814,128.711399644314
NC_091013.1,1,34514129,35698832,2,1184703,11.8220366124644
NC_091014.1,0,31245900,33488881,1,2242981,6.24419120843929
NC_091015.1,1,49281955,49586834,1,304879,45.9382320228561
NC_091016.1,1,15117174,17259652,2,2142478,6.53710434408025
NC_091017.1,1,9676409,16603102,505,6926693,2.02197531215782
NC_091019.1,1,20192184,20901899,7,709715,19.7341217825414
NC_091020.1,1,20956951,27629222,30,6672271,2.09907574810681
NC_091021.1,0,15163232,18749184,17,3585952,3.90568592131082
NC_091022.1,0,19998943,28614726,27,8615783,1.62557509177011
NC_091024.1,0,15800678,16146198,3,345520,40.5348525147498
NC_091025.1,0,10834218,11061308,1,227090,61.6742359456443
NC_138418.1,1,12829212,13014712,50,185500,75.5018988727566
NW_027184086.1,0,2313574,2337174,10,23600,593.45772207188
NC_091013.1,0,35698832,42736335,30,7037503,1.99013801356765
NC_091014.1,1,33488881,34458476,19,969595,14.4447962715323
NC_091015.1,0,49586834,54321240,24,4734406,2.95825965092482
NC_091016.1,0,17259652,22179122,6,4919470,2.84697380833634
NC_091017.1,0,16603102,23079828,3,6476726,2.162450942173
NC_091019.1,0,20901899,22050685,2,1148786,12.1916547040932
NC_091020.1,0,27629222,30627926,3,2998704,4.67055175865853
NC_091021.1,1,18749184,19852976,12,1103792,12.688624524273
NC_091024.1,1,16146198,16276785,3,130587,107.251121787746
NC_091025.1,1,11061308,15827303,2,4765995,2.93865231518211
NC_138418.1,0,13014712,18711037,354,5696325,2.45870842005966
NW_027184086.1,1,2337174,2371544,13,34370,407.494973549501
NC_091013.1,1,42736335,42825862,1,89527,156.439981691516
NC_091014.1,0,34458476,34907218,1,448742,31.2108120944693
NC_091015.1,1,54321240,54512791,2,191551,73.1168317622793
NC_091016.1,1,22179122,22873907,2,694785,20.1581816546073
NC_091017.1,1,23079828,24776991,15,1697163,8.25236128815933
NC_091019.1,1,22050685,23410170,1,1359485,10.302138119138
NC_091020.1,1,30627926,33871662,7,3243736,4.31773801594715
NC_091021.1,0,19852976,20320755,1,467779,29.9406391498899
NC_091024.1,0,16276785,16387115,4,110330,126.942828250669
NC_091025.1,2,15827303,16659874,9,832571,16.8221115567277
NC_138418.1,1,18711037,18718481,5,7444,1881.46188082971
NW_027184086.1,0,2371544,2761324,44,389780,35.9320699904981
NC_091013.1,0,42825862,43097196,1,271334,51.6175718520213
NC_091014.1,2,34907218,34973071,2,65853,212.67979045596
NC_091015.1,0,54512791,76287613,999,21774822,0.643201686833369
NC_091016.1,0,22873907,31228948,10,8355041,1.67630562685406
NC_091017.1,0,24776991,25100213,2,323222,43.3312158234785
NC_091019.1,0,23410170,30650942,36,7240772,1.93426919683376
NC_091020.1,0,33871662,34583277,4,711615,19.6814320115461
NC_091021.1,1,20320755,20972105,23,651350,21.5024214951967
NC_091024.1,1,16387115,16667726,48,280611,49.9110948640515
NC_091025.1,1,16659874,21255468,18,4595594,3.04761522469051
NC_138418.1,0,18718481,25223495,564,6505014,2.15304720956732
NW_027184086.1,1,2761324,2843771,3,82447,169.874006827372
NC_091013.1,1,43097196,43429249,13,332053,42.178815553229
NC_091014.1,1,34973071,36431527,13,1458456,9.60303378428719
NC_091015.1,1,76287613,76734662,6,447049,31.3290092157602
NC_091016.1,1,31228948,33062123,8,1833175,7.64007922914962
NC_091017.1,1,25100213,30583769,47,5483556,2.55410945760312
NC_091019.1,1,30650942,31183246,3,532304,26.3112849816953
NC_091020.1,1,34583277,34583278,1,1,14005602.2408964
NC_091021.1,0,20972105,24000412,3,3028307,4.6248951116569
NC_091024.1,0,16667726,21308502,1576,4640776,3.01794403369099
NC_138418.1,1,25223495,25391824,8,168329,83.2037393491101
NW_027184086.1,0,2843771,3699073,154,855302,16.3750374030417
NC_091013.1,0,43429249,43835638,3,406389,34.4635367613207
NC_091014.1,0,36431527,36694110,1,262583,53.3378102957783
NC_091015.1,0,76734662,80344162,37,3609500,3.88020563537785
NC_091016.1,0,33062123,34466831,1,1404708,9.97047232655923
NC_091017.1,2,30583769,32349291,15,1765522,7.93283926277688
NC_091019.1,2,31183246,31187487,3,4241,3302.42920087158
NC_091021.1,2,24000412,26236970,1,2236558,6.2621234239829
NC_138418.1,0,25391824,25435664,37,43840,319.470854035045
NC_091013.1,1,43835638,43943051,6,107413,130.390197098083
NC_091014.1,1,36694110,37912712,15,1218602,11.4931718813003
NC_091015.1,1,80344162,83390384,31,3046222,4.59769584780635
NC_091016.1,1,34466831,35071342,4,604511,23.1684820307593
NC_091017.1,1,32349291,32623459,2,274168,51.0840150597311
NC_091019.1,1,31187487,31278941,8,91454,153.143681423408
NC_091021.1,0,26236970,27817513,1,1580543,8.86125985872979
NC_138418.1,1,25435664,25471343,13,35679,392.544696905641
NC_091013.1,0,43943051,72481603,214,28538552,0.49076078705382
NC_091014.1,0,37912712,39021767,1,1109055,12.6284108911608
NC_091015.1,0,83390384,83749643,2,359259,38.9846941646454
NC_091016.1,2,35071342,35084763,3,13421,1043.55876916
NC_091017.1,2,32623459,35653039,18,3029580,4.6229517757895
NC_091019.1,0,31278941,31625529,2,346588,40.4099456440972
NC_091021.1,1,27817513,29026019,2,1208506,11.5891871789601
NC_138418.1,0,25471343,26838158,227,1366815,10.2468894772858
NC_091013.1,1,72481603,72666225,12,184622,75.8609604537724
NC_091014.1,1,39021767,41745796,24,2724029,5.14150262016167
NC_091015.1,1,83749643,87396405,31,3646762,3.84055834762355
NC_091016.1,1,35084763,35146297,9,61534,227.607537961068
NC_091017.1,1,35653039,36709144,10,1056105,13.2615622886894
NC_091019.1,1,31625529,35072078,38,3446549,4.0636596899961
NC_091021.1,0,29026019,34181246,2,5155227,2.71677701891621
NC_138418.1,1,26838158,26896243,7,58085,241.122531477944
NC_091013.1,0,72666225,77866419,19,5200194,2.69328456609433
NC_091014.1,0,41745796,42529322,1,783526,17.8750957095187
NC_091015.1,0,87396405,94413526,87,7017121,1.99591858839207
NC_091016.1,0,35146297,37562092,4,2415795,5.79751271978639
NC_091017.1,2,36709144,39693910,2,2984766,4.6923618939965
NC_091019.1,0,35072078,35179967,2,107889,129.814923123732
NC_091021.1,1,34181246,35048160,2,866914,16.1556996898151
NC_138418.1,0,26896243,27093688,55,197445,70.9341955526671
NC_091013.1,1,77866419,78349582,4,483163,28.987323617281
NC_091014.1,1,42529322,46280175,68,3750853,3.73397790873072
NC_091015.1,1,94413526,95069144,25,655618,21.3624431313606
NC_091016.1,1,37562092,39625471,6,2063379,6.78770223061123
NC_091017.1,0,39693910,40833518,4,1139608,12.2898419815378
NC_091019.1,1,35179967,38529302,68,3349335,4.18160686849669
NC_091021.1,0,35048160,39611843,5,4563683,3.06892530460515
NC_138418.1,1,27093688,27113971,6,20283,690.509403978522
NC_091013.1,0,78349582,81656191,9,3306609,4.23563906131519
NC_091014.1,0,46280175,46455215,1,175040,80.0137239539326
NC_091015.1,0,95069144,95293426,4,224282,62.446394453841
NC_091016.1,0,39625471,40124660,4,499189,28.0567124694181
NC_091017.1,1,40833518,42071227,7,1237709,11.3157472724981
NC_091019.1,2,38529302,38881730,7,352428,39.7403221108889
NC_091021.1,1,39611843,40041892,256,430049,32.5674568267717
NC_138418.1,0,27113971,27145508,48,31537,444.100651326897
NC_091013.1,1,81656191,82737256,7,1081065,12.955374784029
NC_091014.1,1,46455215,50763122,111,4307907,3.25113848578819
NC_091015.1,1,95293426,98603904,42,3310478,4.2306888131854
NC_091016.1,1,40124660,40676548,1,551888,25.3776169094026
NC_091017.1,0,42071227,42510166,4,438939,31.9078556266278
NC_091019.1,1,38881730,39372871,19,491141,28.516459104201
NC_138418.1,1,27145508,27169489,2,23981,584.029116421182
NC_091013.1,0,82737256,88143999,18,5406743,2.59039540827007
NC_091014.1,2,50763122,51481965,2,718843,19.4835342917666
NC_091015.1,0,98603904,114685674,61,16081770,0.870899300319328
NC_091016.1,0,40676548,44176900,2,3500352,4.00119823403371
NC_091017.1,1,42510166,43149062,5,638896,21.9215682065569
NC_091019.1,0,39372871,39374127,8,1256,11150.9571981659
NC_138418.1,0,27169489,27214636,11,45147,310.222212791467
NC_091013.1,1,88143999,88429476,3,285477,49.0603524658602
NC_091014.1,1,51481965,51707102,1,225137,62.2092425540731
NC_091015.1,1,114685674,116566304,9,1880630,7.44729279065864
NC_091016.1,1,44176900,50158498,69,5981598,2.34144826196885
NC_091017.1,2,43149062,43607570,2,458508,30.5460367995681
NC_091019.1,1,39374127,40280945,50,906818,15.4447774976857
NC_138418.1,1,27214636,27264635,7,49999,280.117647170871
NC_091013.1,0,88429476,100012930,26,11583454,1.20910414466155
NC_091014.1,0,51707102,52456954,4,749852,18.6778220780852
NC_091015.1,0,116566304,128709549,27,12143245,1.1533656976283
NC_091016.1,0,50158498,52073779,20,1915281,7.31255739544033
NC_091017.1,0,43607570,44014343,6,406773,34.4310026498719
NC_091019.1,0,40280945,40483633,2,202688,69.099316392171
NC_138418.1,0,27264635,32591834,820,5327199,2.62907434862042
NC_091013.1,1,100012930,101103484,1,1090554,12.8426490030722
NC_091014.1,1,52456954,54550560,22,2093606,6.68970295313271
NC_091015.1,1,128709549,131025060,2,2315511,6.04860103920748
NC_091016.1,1,52073779,52458131,1,384352,36.439519609359
NC_091017.1,1,44014343,45170981,2,1156638,12.1088899386812
NC_091019.1,1,40483633,41116249,1,632616,22.1391843407318
NC_138418.1,1,32591834,32624122,4,32288,433.771129859278
NC_091013.1,2,101103484,102482088,2,1378604,10.1592641838384
NC_091014.1,0,54550560,54765883,1,215323,65.0446178108997
NC_091015.1,0,131025060,131558166,1,533106,26.2717025148776
NC_091016.1,0,52458131,57403769,72,4945638,2.83191010763351
NC_091017.1,0,45170981,45555264,2,384283,36.4460625135548
NC_091019.1,0,41116249,41382647,3,266398,52.5739766848714
NC_138418.1,0,32624122,33281125,62,657003,21.3174098762051
NC_091013.1,0,102482088,102635897,1,153809,91.0584051706751
NC_091014.1,1,54765883,55914887,9,1149004,12.1893415870583
NC_091015.1,1,131558166,132417540,2,859374,16.2974470264359
NC_091016.1,1,57403769,57423153,8,19384,722.534164305425
NC_091017.1,1,45555264,46414369,5,859105,16.3025500269424
NC_091019.1,1,41382647,43916245,11,2533598,5.52794967508514
NC_138418.1,1,33281125,33427085,1,145960,95.9550715325867
NC_091013.1,1,102635897,114660584,163,12024687,1.16473736413234
NC_091014.1,0,55914887,58248134,5,2333247,6.00262305743728
NC_091015.1,0,132417540,148782531,104,16364991,0.855827066504122
NC_091016.1,0,57423153,59598873,67,2175720,6.43722640822181
NC_091017.1,0,46414369,47529873,1,1115504,12.5554029756024
NC_091019.1,0,43916245,44358177,2,441932,31.6917585531176
NC_138418.1,0,33427085,39857650,812,6430565,2.17797382359036
NC_091013.1,0,114660584,118583148,6,3922564,3.57052230145802
NC_091014.1,1,58248134,60592130,8,2343996,5.97509647665626
NC_091015.1,1,148782531,150485689,4,1703158,8.22331353925846
NC_091016.1,1,59598873,60161450,2,562577,24.8954405190691
NC_091017.1,2,47529873,49132628,4,1602755,8.73845487357479
NC_091019.1,1,44358177,44470930,21,112753,124.214896640412
NC_138418.1,1,39857650,39888980,2,31330,447.034862460784
NC_091014.1,0,60592130,61057301,1,465171,30.1085025526019
NC_091015.1,0,150485689,151855046,48,1369357,10.227867707907
NC_091016.1,0,60161450,66107861,33,5946411,2.35530343275908
NC_091017.1,1,49132628,52098363,57,2965735,4.72247258804187
NC_091019.1,0,44470930,44577746,3,106816,131.118954472142
NC_138418.1,0,39888980,41438984,35,1550004,9.03584909516128
NC_091014.1,1,61057301,63788455,1,2731154,5.12808953317768
NC_091015.1,1,151855046,152048760,27,193714,72.3004131910774
NC_091016.1,1,66107861,68047098,8,1939237,7.2222230912964
NC_091017.1,0,52098363,52721652,1,623289,22.4704787681098
NC_091019.1,1,44577746,47335957,14,2758211,5.07778492685888
NC_138418.1,1,41438984,41490688,3,51704,270.880439441752
NC_091014.1,0,63788455,67946373,2,4157918,3.36841713590705
NC_091015.1,0,152048760,154972697,165,2923937,4.78998085146717
NC_091016.1,0,68047098,70739022,24,2691924,5.20282230883798
NC_091017.1,1,52721652,56484640,17,3762988,3.72193646136962
NC_091019.1,0,47335957,49420469,4,2084512,6.71888779766984
NC_138418.1,0,41490688,42007624,11,516936,27.0934936643924
NC_091014.1,1,67946373,74760950,229,6814577,2.05524161527507
NC_091015.1,1,154972697,155952269,3,979572,14.2976751488368
NC_091016.1,1,70739022,70876982,4,137960,101.519297194088
NC_091017.1,2,56484640,56637364,2,152724,91.7053131197216
NC_091019.1,1,49420469,49424112,27,3643,3844.52435929079
NC_138418.1,1,42007624,42163396,4,155772,89.9109097969877
NC_091014.1,0,74760950,79775029,1,5014079,2.79325520018659
NC_091015.1,0,155952269,168479231,64,12526962,1.11803661900598
NC_091016.1,0,70876982,71683411,1,806429,17.3674337615542
NC_091017.1,1,56637364,57183356,16,545992,25.6516620040154
NC_091019.1,0,49424112,67921091,190,18496979,0.757183226563449
NC_138418.1,0,42163396,56316850,1151,14153454,0.98955366237078
NC_091014.1,1,79775029,79932188,10,157159,89.1174049268343
NC_091015.1,1,168479231,168888577,5,409346,34.2145818962354
NC_091016.1,1,71683411,73445730,6,1762319,7.94725713159556
NC_091017.1,0,57183356,57869429,3,686073,20.4141574451937
NC_138418.1,1,56316850,56357652,15,40802,343.257738368128
NC_091016.1,0,73445730,76372202,3,2926472,4.78583162281968
NC_091017.1,1,57869429,58012988,1,143559,97.5599038785193
NC_138418.1,0,56357652,56385099,9,27447,510.278071953086
NC_091016.1,1,76372202,77951265,6,1579063,8.86956520474253
NC_091017.1,0,58012988,58305955,5,292967,47.8060745438782
NC_138418.1,1,56385099,57023579,107,638480,21.9358511478768
NC_091016.1,2,77951265,78402997,1,451732,31.004228703958
NC_091017.1,1,58305955,58419135,3,113180,123.746264718999
NC_138418.1,0,57023579,57263051,12,239472,58.4853437600068
NC_091016.1,1,78402997,79468021,5,1065024,13.1505038768106
NC_091017.1,0,58419135,58513010,3,93875,149.194165016206
NC_138418.1,2,57263051,57582157,13,319106,43.8901250396306
NC_091016.1,0,79468021,80850995,8,1382974,10.1271623623411
NC_091017.1,1,58513010,60716495,79,2203485,6.35611417409075
NC_138418.1,0,57582157,58278945,14,696788,20.1002345633053
NC_091016.1,1,80850995,82263989,36,1412994,9.91200404311438
NC_091017.1,0,60716495,60759881,5,43386,322.813862556962
NC_138418.1,1,58278945,58393498,18,114553,122.263076836891
NC_091016.1,2,82263989,82439181,2,175192,79.9443024846817
NC_091017.1,1,60759881,65713758,48,4953877,2.82720023950864
NC_138418.1,0,58393498,58409956,6,16458,850.990535964051
NC_091016.1,1,82439181,87410717,9,4971536,2.81715796504267
NC_091017.1,0,65713758,66069668,3,355910,39.3515277482969
NC_138418.1,1,58409956,58555727,21,145771,96.0794824820874
NC_091016.1,0,87410717,96217120,62,8806403,1.5903885208179
NC_091017.1,1,66069668,72085056,56,6015388,2.32829573768082
NC_138418.1,0,58555727,58752519,26,196792,71.1695711253321
NC_091016.1,1,96217120,97255744,20,1038624,13.4847666151527
NC_091017.1,2,72085056,72392916,3,307860,45.4934133726251
NC_138418.1,1,58752519,58799949,17,47430,295.289948152991
NC_091016.1,0,97255744,97424371,7,168627,83.0567005337008
NC_091017.1,1,72392916,72804246,2,411330,34.0495520406884
NC_138418.1,0,58799949,58822043,7,22094,633.909760156439
NC_091016.1,1,97424371,98442742,19,1018371,13.7529468542372
NC_091017.1,2,72804246,79340924,4,6536678,2.14261773960663
NC_138418.1,1,58822043,59458223,127,636180,22.0151564665603
NC_091016.1,2,98442742,99162181,6,719439,19.4673936788197
NC_091017.1,0,79340924,79562621,40,221697,63.1745230693079
NC_138418.1,0,59458223,59793540,61,335317,41.768243903221
NC_091016.1,1,99162181,103723891,80,4561710,3.07025265545078
NC_138418.1,1,59793540,59814503,11,20963,668.11058726787
NC_091016.1,0,103723891,104039268,8,315377,44.4090794220769
NC_138418.1,0,59814503,59837164,10,22661,618.048728692307
NC_091016.1,2,104039268,104075083,2,35815,391.054090210704
NC_138418.1,1,59837164,59980945,17,143781,97.4092699375881
NC_091016.1,1,104075083,104762034,17,686951,20.3880658749989
NC_138418.1,0,59980945,60087123,11,106178,131.906819123513
NC_091016.1,0,104762034,104807045,3,45011,311.159544131354
NC_138418.1,1,60087123,60172370,7,85247,164.29437095612
NC_091016.1,1,104807045,105829460,88,1022415,13.6985492592503
NC_138418.1,0,60172370,60360138,130,187768,74.589931409486
NC_091016.1,0,105829460,109669845,382,3840385,3.64692660785217
NC_138418.1,1,60360138,60592910,31,232772,60.1687584455878
NC_091016.1,1,109669845,110512041,5,842196,16.6298607935639
NC_138418.1,0,60592910,60770466,6,177556,78.879915299378
NC_091016.1,0,110512041,110814893,1,302852,46.2456983638753
NC_138418.1,1,60770466,60856242,15,85776,163.281130396572
NC_091016.1,1,110814893,110863809,1,48916,286.319450504873
NC_138418.1,0,60856242,60931181,40,74939,186.893369819405
NC_091016.1,2,110863809,113382142,5,2518333,5.56145761537349
NC_138418.1,1,60931181,60961509,7,30328,461.804347167514
NC_091016.1,1,113382142,117686552,18,4304410,3.25377978419722
NC_138418.1,0,60961509,60984030,4,22521,621.89077931248
NC_091016.1,2,117686552,119849449,2,2162897,6.47539029408074
NC_138418.1,1,60984030,61038180,13,54150,258.644547384974
NC_091016.1,1,119849449,120764236,23,914787,15.3102331372181
NC_138418.1,0,61038180,61116225,10,78045,179.455471085865
NC_091016.1,0,120764236,124575312,1,3811076,3.67497322039664
NC_138418.1,1,61116225,61186379,18,70154,199.640822203956
NC_138418.1,0,61186379,61331587,31,145208,96.4520015487877
NC_138418.1,1,61331587,61359145,12,27558,508.222738983103
NC_138418.1,0,61359145,61384224,13,25079,558.459358064371
NC_138418.1,1,61384224,61409085,7,24861,563.35635094712
NC_138418.1,0,61409085,61713451,102,304366,46.0156595707022
NC_138418.1,1,61713451,61912864,32,199413,70.2341484301242
NC_138418.1,0,61912864,61953753,22,40889,342.527384893159
NC_138418.1,1,61953753,62202179,33,248426,56.3773608273545
NC_138418.1,0,62202179,62370161,15,167982,83.3756131067398
NC_138418.1,1,62370161,62472582,18,102421,136.74541589026
NC_138418.1,0,62472582,62516185,4,43603,321.207307774611
NC_138418.1,1,62516185,62560972,6,44787,312.715793442212
NC_138418.1,0,62560972,62627448,20,66476,210.686597281671
NC_138418.1,1,62627448,62666003,9,38555,363.262929344997
NC_138418.1,0,62666003,62675221,6,9218,1519.37537870431
NC_138418.1,1,62675221,62730627,9,55406,252.781327670223
NC_138418.1,0,62730627,62794844,40,64217,218.098046325683
NC_138418.1,1,62794844,62869099,14,74255,188.614938265388
NC_138418.1,0,62869099,62910639,15,41540,337.15941841349
NC_138418.1,1,62910639,62974157,23,63518,220.498161795024
NC_138418.1,0,62974157,63000988,12,26831,521.993300320389
