chrom,ancestry,start,end,n_windows,dist,ages
NC_091015.1,1,12303645,13501811,2,1198166,11.6892001950451
NC_091016.1,0,3895425,5544475,2,1649050,8.49313376847055
NC_091017.1,0,5354660,7547346,2,2192686,6.38741809857698
NC_091018.1,0,2480223,6882095,2,4401872,3.18173773360433
NC_091019.1,1,2621861,4047397,1,1425536,9.82479729792609
NC_091020.1,0,6274569,6664085,2,389516,35.9564234611578
NC_091021.1,1,8961000,9965048,1,1004048,13.9491361378105
NC_091022.1,0,852309,7498579,23,6646270,2.10728758249309
NC_091023.1,1,190131,3986892,26,3796761,3.68882904162162
NC_091024.1,1,15751896,16276785,10,524889,26.6829791458696
NC_091025.1,2,4830726,5648126,2,817400,17.1343310997019
NC_091026.1,1,6301553,7756366,6,1454813,9.62708075944905
NC_091027.1,1,1996785,3773914,1,1777129,7.88102734292016
NC_091028.1,0,6667697,15068983,13,8401286,1.66707837834545
NC_091029.1,0,719126,4303022,3,3583896,3.90792652490373
NC_091030.1,2,8381676,9457264,1,1075588,13.0213448280349
NC_091031.1,0,785800,2489198,4,1703398,8.22215491675836
NC_091034.1,1,8910370,9084248,4,173878,80.5484433964985
NC_091036.1,1,409864,1974823,1,1564959,8.94950106737388
NC_091041.1,1,6614915,6667553,14,52638,266.073981551282
NC_138418.1,1,1195287,1390291,1,195004,71.8221279609462
NW_027183463.1,2,431771,455631,6,23860,586.990873465899
NW_027183569.1,0,199492,201135,2,1643,8524.40793724672
NW_027183949.1,1,883218,914978,28,31760,440.982438315377
NW_027183981.1,1,1821236,2413603,2,592367,23.6434545491163
NW_027184086.1,2,1759990,2371544,221,611554,22.9016607542365
NC_091013.1,2,10457579,11329876,1,872297,16.0560018444364
NC_091014.1,0,6987666,17785449,23,10797783,1.29708128426885
NC_091015.1,0,13501811,16272998,13,2771187,5.05400835125755
NC_091016.1,1,5544475,5686323,1,141848,98.7366916762757
NC_091017.1,1,7547346,8729020,3,1181674,11.8523401893385
NC_091018.1,1,6882095,12271889,690,5389794,2.59854128764408
NC_091019.1,0,4047397,13672148,2884,9624751,1.45516515085911
NC_091020.1,1,6664085,9414159,32,2750074,5.0928092265504
NC_091021.1,0,9965048,14338706,56,4373658,3.2022627834404
NC_091022.1,2,7498579,8180805,8,682226,20.5292707121927
NC_091023.1,0,3986892,5404310,4,1417418,9.88106701121078
NC_091024.1,0,16276785,16387115,4,110330,126.942828250669
NC_091025.1,1,5648126,5957854,2,309728,45.2190381266671
NC_091026.1,0,7756366,8157076,2,400710,34.9519658628344
NC_091027.1,0,3773914,19016653,460,15242739,0.918837634161181
NC_091028.1,1,15068983,16550493,1,1481510,9.45359953081407
NC_091029.1,1,4303022,8475474,2,4172452,3.35668384942388
NC_091030.1,0,9457264,11123722,76,1666458,8.40441357711767
NC_091031.1,1,2489198,2912129,1,422931,33.1155726132545
NC_091036.1,0,1974823,7889141,646,5914318,2.36808407003079
NC_091041.1,2,6667553,6715971,25,48418,289.264369467891
NC_138418.1,0,1390291,15574710,540,14184419,0.987393437890996
NW_027183463.1,0,455631,561250,9,105619,132.604950254181
NW_027183981.1,0,2413603,2565759,50,152156,92.0476500492676
NW_027184086.1,0,2371544,2711873,40,340329,41.1531260659431
NC_091013.1,1,11329876,12005921,2,676045,20.7169674221337
NC_091014.1,1,17785449,18417699,2,632250,22.1520003810144
NC_091015.1,1,16272998,17358929,8,1085931,12.8973224273884
NC_091016.1,2,5686323,6149221,12,462898,30.2563464108645
NC_091017.1,0,8729020,9238314,2,509294,27.5000338525417
NC_091018.1,0,12271889,12546167,2,274278,51.0635276649836
NC_091019.1,1,13672148,14132809,3,460661,30.4032732115294
NC_091020.1,0,9414159,12440584,2,3026425,4.6277711295989
NC_091021.1,1,14338706,15163232,3,824526,16.9862469356895
NC_091022.1,0,8180805,9939968,14,1759163,7.9615147890766
NC_091023.1,1,5404310,6686464,11,1282154,10.9234945575152
NC_091024.1,1,16387115,16667726,47,280611,49.9110948640515
NC_091025.1,0,5957854,9651184,2,3693330,3.79213399314341
NC_091026.1,1,8157076,8799417,3,642341,21.8039985629072
NC_091027.1,1,19016653,19097250,8,80597,173.77324516913
NC_091029.1,0,8475474,12262322,1380,3786848,3.69848545304601
NC_091031.1,0,2912129,9700791,4,6788662,2.06308728301635
NC_091036.1,1,7889141,8054316,115,165175,84.7925063774564
NC_091041.1,1,6715971,6820399,66,104428,134.117308010269
NC_138418.1,2,15574710,15629358,2,54648,256.287553815261
NW_027184086.1,2,2711873,2843771,6,131898,106.185099401783
NC_091013.1,0,12005921,16693720,11,4687799,2.98767123780187
NC_091014.1,0,18417699,20173797,6,1756098,7.9754103933245
NC_091015.1,0,17358929,41737562,112,24378633,0.574503182393219
NC_091016.1,1,6149221,8086918,1,1937697,7.22796301015915
NC_091017.1,1,9238314,9371592,2,133278,105.08562734207
NC_091018.1,1,12546167,16265349,4,3719182,3.76577490450759
NC_091019.1,0,14132809,14858714,1,725905,19.2939878371087
NC_091020.1,1,12440584,20102904,26,7662320,1.82785399733976
NC_091021.1,0,15163232,24000412,67,8837180,1.58484971912945
NC_091022.1,1,9939968,14565861,11,4625893,3.02765373969877
NC_091023.1,2,6686464,7023545,2,337081,41.549663852001
NC_091024.1,0,16667726,21308502,1577,4640776,3.01794403369099
NC_091025.1,1,9651184,9821542,1,170358,82.2127651234246
NC_091026.1,0,8799417,17984869,9,9185452,1.52475917798018
NC_091029.1,1,12262322,12362133,15,99811,140.321229532781
NC_091031.1,1,9700791,12453345,1,2752554,5.08822070008304
NC_138418.1,0,15629358,18711868,195,3082510,4.54357073972067
NW_027184086.1,0,2843771,3654381,145,810610,17.2778552459214
NC_091013.1,1,16693720,18776601,4,2082881,6.7241490228661
NC_091014.1,1,20173797,31245900,61,11072103,1.26494508232956
NC_091015.1,1,41737562,41937195,2,199633,70.1567488386006
NC_091016.1,0,8086918,8227128,1,140210,99.8901807352996
NC_091017.1,0,9371592,9676409,2,304817,45.9475758927368
NC_091018.1,0,16265349,19391637,1,3126288,4.47994626243531
NC_091019.1,1,14858714,15160557,2,301843,46.4002883648001
NC_091020.1,0,20102904,20813638,1,710734,19.705828398383
NC_091021.1,1,24000412,26236970,1,2236558,6.2621234239829
NC_091022.1,0,14565861,14919111,2,353250,39.647847815701
NC_091023.1,0,7023545,7366041,1,342496,40.8927468960115
NC_091025.1,0,9821542,10834218,3,1012676,13.8302894913046
NC_091029.1,0,12362133,13876513,2,1514380,9.24840676771772
NC_091031.1,0,12453345,12476136,3,22791,614.523375055783
NC_138418.1,2,18711868,18718481,4,6613,2117.88934536464
NC_091013.1,0,18776601,23953266,28,5176665,2.70552609467608
NC_091014.1,0,31245900,31927863,1,681963,20.5371878546143
NC_091015.1,0,41937195,49281955,29,7344760,1.90688357970803
NC_091016.1,1,8227128,8427104,2,199976,70.0364155743507
NC_091017.1,1,9676409,16603102,510,6926693,2.02197531215782
NC_091019.1,0,15160557,22669059,52,7508502,1.86529912902685
NC_091020.1,2,20813638,20956951,1,143313,97.727367656084
NC_091021.1,0,26236970,34181246,7,7944276,1.76298031952771
NC_091022.1,1,14919111,15838646,4,919535,15.2311790643057
NC_091023.1,1,7366041,8373907,12,1007866,13.8962939923525
NC_091025.1,1,10834218,11061308,1,227090,61.6742359456443
NC_091029.1,1,13876513,14165764,1,289251,48.4202379279462
NC_138418.1,0,18718481,25218646,568,6500165,2.1546533420146
NC_091013.1,1,23953266,24682480,2,729214,19.2064363011357
NC_091014.1,1,31927863,34458476,21,2530613,5.53447020184294
NC_091015.1,1,49281955,49586834,1,304879,45.9382320228561
NC_091016.1,2,8427104,12181519,1754,3754415,3.73043529841436
NC_091017.1,0,16603102,22211341,3,5608239,2.49732620897511
NC_091019.1,1,22669059,23410195,2,741136,18.8974793302395
NC_091020.1,1,20956951,27629222,32,6672271,2.09907574810681
NC_091021.1,1,34181246,35048160,2,866914,16.1556996898151
NC_091022.1,0,15838646,27806942,42,11968296,1.17022525519893
NC_091023.1,0,8373907,8528050,3,154143,90.8610980770866
NC_091025.1,0,11061308,15827303,3,4765995,2.93865231518211
NC_091029.1,0,14165764,14969792,1,804028,17.4192966425253
NC_138418.1,2,25218646,25391824,8,173178,80.8740269601009
NC_091013.1,0,24682480,34514129,107,9831649,1.4245425402083
NC_091014.1,0,34458476,34907218,1,448742,31.2108120944693
NC_091015.1,0,49586834,54321240,24,4734406,2.95825965092482
NC_091016.1,0,12181519,12330721,6,149202,93.8700703803994
NC_091017.1,1,22211341,23571185,15,1359844,10.2994183457046
NC_091019.1,2,23410195,23904111,1,493916,28.3562432496545
NC_091020.1,0,27629222,30627926,3,2998704,4.67055175865853
NC_091021.1,0,35048160,39043664,5,3995504,3.50534056301692
NC_091023.1,1,8528050,15861834,89,7333784,1.909737488982
NC_091025.1,2,15827303,16659874,9,832571,16.8221115567277
NC_091029.1,1,14969792,14983417,1,13625,1027.93410942359
NC_138418.1,0,25391824,25435664,35,43840,319.470854035045
NC_091013.1,1,34514129,35698832,2,1184703,11.8220366124644
NC_091014.1,2,34907218,34977641,2,70423,198.878239224349
NC_091015.1,1,54321240,54512791,2,191551,73.1168317622793
NC_091016.1,2,12330721,12895957,10,565236,24.778326647447
NC_091017.1,0,23571185,24317457,1,746272,18.7674229247464
NC_091019.1,1,23904111,24686087,2,781976,17.9105269738411
NC_091020.1,1,30627926,33871662,7,3243736,4.31773801594715
NC_091021.1,1,39043664,39611843,1,568179,24.6499822078893
NC_091023.1,0,15861834,26814700,30,10952866,1.27871574808788
NC_091025.1,1,16659874,21255468,18,4595594,3.04761522469051
NC_138418.1,2,25435664,25474416,31,38752,361.416242797697
NC_091013.1,0,35698832,45962346,67,10263514,1.36460107531362
NC_091014.1,1,34977641,36431527,12,1453886,9.63321900128095
NC_091015.1,0,54512791,76287613,999,21774822,0.643201686833369
NC_091016.1,1,12895957,22179122,12,9283165,1.5087098248169
NC_091017.1,1,24317457,24776991,1,459534,30.4778367670213
NC_091019.1,0,24686087,24951014,1,264927,52.865892268045
NC_091020.1,0,33871662,34583278,5,711616,19.681404354169
NC_091021.1,2,39611843,40041892,256,430049,32.5674568267717
NC_138418.1,0,25474416,25626802,73,152386,91.9087202295247
NC_091013.1,1,45962346,46437605,2,475259,29.4694098184282
NC_091014.1,0,36431527,36694110,1,262583,53.3378102957783
NC_091015.1,1,76287613,76734662,6,447049,31.3290092157602
NC_091016.1,0,22179122,29443015,13,7263893,1.92811241036953
NC_091017.1,0,24776991,25100213,2,323222,43.3312158234785
NC_091019.1,1,24951014,25764403,9,813389,17.2188242537044
NC_138418.1,2,25626802,25658980,6,32178,435.253969820883
NC_091013.1,0,46437605,75263334,216,28825729,0.485871571223623
NC_091014.1,1,36694110,37912712,15,1218602,11.4931718813003
NC_091015.1,0,76734662,80344162,36,3609500,3.88020563537785
NC_091016.1,1,29443015,33062123,10,3619108,3.86990447394672
NC_091017.1,1,25100213,30583769,49,5483556,2.55410945760312
NC_091019.1,0,25764403,25831310,2,66907,209.329401122399
NC_138418.1,0,25658980,26765955,141,1106975,12.6521396064919
NC_091013.1,1,75263334,76551083,4,1287749,10.876034258925
NC_091014.1,0,37912712,39021767,1,1109055,12.6284108911608
NC_091015.1,1,80344162,83390384,31,3046222,4.59769584780635
NC_091016.1,0,33062123,34466831,1,1404708,9.97047232655923
NC_091017.1,2,30583769,32349291,15,1765522,7.93283926277688
NC_091019.1,1,25831310,29006817,12,3175507,4.41050901191412
NC_138418.1,2,26765955,26788107,7,22152,632.2500108747
NC_091013.1,0,76551083,82742734,36,6191651,2.26201416082663
NC_091014.1,1,39021767,41745796,25,2724029,5.14150262016167
NC_091015.1,0,83390384,83749643,2,359259,38.9846941646454
NC_091016.1,1,34466831,35071342,4,604511,23.1684820307593
NC_091017.1,1,32349291,32623459,3,274168,51.0840150597311
NC_091019.1,0,29006817,31174377,12,2167560,6.46146000152077
NC_138418.1,0,26788107,26838158,5,50051,279.82662166383
NC_091013.1,1,82742734,86435154,3,3692420,3.7930685677405
NC_091014.1,0,41745796,43285291,2,1539495,9.09753019067705
NC_091015.1,1,83749643,85124436,19,1374793,10.1874262095431
NC_091016.1,2,35071342,35084763,3,13421,1043.55876916
NC_091017.1,2,32623459,34955290,16,2331831,6.00626813902738
NC_091019.1,1,31174377,31278941,12,104564,133.942869829926
NC_138418.1,2,26838158,27001541,19,163383,85.7225185049629
NC_091013.1,0,86435154,88143999,9,1708845,8.19594652580916
NC_091014.1,1,43285291,46280175,66,2994884,4.6765090871287
NC_091015.1,0,85124436,85259484,1,135048,103.708327712342
NC_091016.1,1,35084763,35146297,9,61534,227.607537961068
NC_091017.1,1,34955290,35323155,1,367865,38.0726686172818
NC_091019.1,0,31278941,32951415,9,1672474,8.37418234357985
NC_138418.1,0,27001541,27093688,45,92147,151.991950263127
NC_091013.1,1,88143999,88429476,3,285477,49.0603524658602
NC_091014.1,0,46280175,46455215,1,175040,80.0137239539326
NC_091015.1,1,85259484,87396405,13,2136921,6.5541038910172
NC_091016.1,0,35146297,37562092,4,2415795,5.79751271978639
NC_091017.1,2,35323155,35653039,2,329884,42.4561428893076
NC_091019.1,1,32951415,33124584,4,173169,80.8782301733934
NC_138418.1,2,27093688,27113971,6,20283,690.509403978522
NC_091013.1,0,88429476,90532430,14,2102954,6.65996604818572
NC_091014.1,1,46455215,51707102,115,5251887,2.66677524495412
NC_091015.1,0,87396405,94413526,87,7017121,1.99591858839207
NC_091016.1,1,37562092,39625471,6,2063379,6.78770223061123
NC_091017.1,1,35653039,36709144,10,1056105,13.2615622886894
NC_091019.1,0,33124584,33962769,11,838185,16.709440327489
NC_138418.1,0,27113971,27142901,39,28930,484.120367815291
NC_091013.1,1,90532430,95207728,11,4675298,2.99565979342843
NC_091014.1,0,51707102,52456954,4,749852,18.6778220780852
NC_091015.1,1,94413526,95069144,26,655618,21.3624431313606
NC_091016.1,0,39625471,40124660,4,499189,28.0567124694181
NC_091017.1,2,36709144,39693910,2,2984766,4.6923618939965
NC_091019.1,1,33962769,34948464,16,985695,14.2088599829525
NC_138418.1,2,27142901,27186512,19,43611,321.148385519625
NC_091013.1,2,95207728,95768737,1,561009,24.9650223809179
NC_091014.1,1,52456954,54550560,22,2093606,6.68970295313271
NC_091015.1,0,95069144,95293426,4,224282,62.446394453841
NC_091016.1,1,40124660,42698165,5,2573505,5.44222849417287
NC_091017.1,0,39693910,40833518,4,1139608,12.2898419815378
NC_091019.1,2,34948464,35278419,5,329955,42.4470071400535
NC_138418.1,0,27186512,27209813,5,23301,601.073011497204
NC_091013.1,0,95768737,101103484,4,5334747,2.62535453713107
NC_091014.1,0,54550560,54765883,1,215323,65.0446178108997
NC_091015.1,1,95293426,98603904,41,3310478,4.2306888131854
NC_091016.1,0,42698165,44176900,1,1478735,9.47134019340609
NC_091017.1,1,40833518,42071227,7,1237709,11.3157472724981
NC_091019.1,1,35278419,35540483,11,262064,53.4434422160097
NC_138418.1,2,27209813,27264635,10,54822,255.474120624865
NC_091013.1,1,101103484,102482088,2,1378604,10.1592641838384
NC_091014.1,1,54765883,55914887,9,1149004,12.1893415870583
NC_091015.1,0,98603904,99543556,7,939652,14.9050949084303
NC_091016.1,1,44176900,50158498,73,5981598,2.34144826196885
NC_091017.1,0,42071227,42405124,4,333897,41.9458762459572
NC_091019.1,0,35540483,35752265,1,211782,66.132165344063
NC_138418.1,0,27264635,32591834,805,5327199,2.62907434862042
NC_091013.1,0,102482088,102635897,1,153809,91.0584051706751
NC_091014.1,0,55914887,58248120,5,2333233,6.00265907472437
NC_091015.1,1,99543556,100279221,1,735665,19.0380162722113
NC_091016.1,0,50158498,52073779,19,1915281,7.31255739544033
NC_091017.1,1,42405124,43149062,7,743938,18.826303053341
NC_091019.1,1,35752265,38972793,64,3220528,4.34885280950712
NC_138418.1,2,32591834,32624122,4,32288,433.771129859278
NC_091013.1,1,102635897,108098329,133,5462432,2.56398656146133
NC_091014.1,1,58248120,60592130,8,2344010,5.97506078937221
NC_091015.1,0,100279221,114685674,56,14406453,0.972175610533443
NC_091016.1,1,52073779,52458131,1,384352,36.439519609359
NC_091017.1,2,43149062,43607570,2,458508,30.5460367995681
NC_091019.1,0,38972793,38974445,7,1652,8477.96745816971
NC_138418.1,0,32624122,39857650,865,7233528,1.93620626627786
NC_091013.1,2,108098329,111558772,24,3460443,4.04734371896788
NC_091014.1,0,60592130,61057301,1,465171,30.1085025526019
NC_091015.1,1,114685674,116566304,9,1880630,7.44729279065864
NC_091016.1,0,52458131,57403769,72,4945638,2.83191010763351
NC_091017.1,0,43607570,44014343,6,406773,34.4310026498719
NC_091019.1,1,38974445,40483633,71,1509188,9.28022369704527
NC_138418.1,2,39857650,39888980,2,31330,447.034862460784
NC_091013.1,0,111558772,114742721,1,3183949,4.39881488079626
NC_091014.1,1,61057301,63788455,1,2731154,5.12808953317768
NC_091015.1,0,116566304,128709549,27,12143245,1.1533656976283
NC_091016.1,1,57403769,57423153,6,19384,722.534164305425
NC_091017.1,1,44014343,45170981,2,1156638,12.1088899386812
NC_091019.1,0,40483633,41116249,1,632616,22.1391843407318
NC_138418.1,0,39888980,42007624,50,2118644,6.6106444692437
NC_091013.1,1,114742721,115869849,4,1127128,12.4259198963173
NC_091014.1,0,63788455,67944176,1,4155721,3.37019791292446
NC_091015.1,1,128709549,131025060,3,2315511,6.04860103920748
NC_091016.1,0,57423153,66107861,102,8684708,1.61267393686654
NC_091017.1,0,45170981,45325663,1,154682,90.5444863713707
NC_091019.1,1,41116249,48974430,56,7858181,1.78229570442528
NC_138418.1,2,42007624,42163396,3,155772,89.9109097969877
NC_091013.1,0,115869849,118583148,4,2713299,5.16183518325712
NC_091014.1,1,67944176,74760950,223,6816774,2.05457922484981
NC_091015.1,0,131025060,131558166,1,533106,26.2717025148776
NC_091016.1,1,66107861,68047098,8,1939237,7.2222230912964
NC_091017.1,1,45325663,46414369,8,1088706,12.8644484745159
NC_091019.1,0,48974430,49424112,21,449682,31.1455700715091
NC_138418.1,0,42163396,47266445,521,5103049,2.74455570403035
NC_091014.1,0,74760950,79932188,11,5171238,2.70836543220334
NC_091015.1,1,131558166,132417540,2,859374,16.2974470264359
NC_091016.1,0,68047098,71683411,26,3636313,3.85159424969643
NC_091017.1,0,46414369,47529873,1,1115504,12.5554029756024
NC_091019.1,1,49424112,49438084,32,13972,1002.40497000403
NC_138418.1,2,47266445,47409252,5,142807,98.0736395337509
NC_091015.1,0,132417540,147114495,103,14696955,0.95295945594828
NC_091016.1,1,71683411,78677223,18,6993812,2.00257059253185
NC_091017.1,2,47529873,49137247,4,1607374,8.71334377742601
NC_091019.1,0,49438084,66427858,150,16989774,0.824354829022232
NC_138418.1,0,47409252,56320595,597,8911343,1.57166010116504
NC_091015.1,2,147114495,148408740,2,1294245,10.8214458938581
NC_091016.1,2,78677223,79307696,3,630473,22.2144362104267
NC_091017.1,1,49137247,52098363,55,2961116,4.72983910150645
NC_091019.1,2,66427858,67779558,2,1351700,10.3614723983845
NC_138418.1,2,56320595,57023579,125,702984,19.9230739830442
NC_091015.1,1,148408740,150485689,6,2076949,6.7433539489397
NC_091016.1,1,79307696,80768334,2,1460638,9.58868812183194
NC_091017.1,0,52098363,52721652,1,623289,22.4704787681098
NC_091019.1,1,67779558,67921091,9,141533,98.956442956034
NC_138418.1,0,57023579,57040340,4,16761,835.606601091603
NC_091015.1,0,150485689,151854936,48,1369247,10.2286893751795
NC_091016.1,0,80768334,80852380,7,84046,166.642103620593
NC_091017.1,1,52721652,56484640,20,3762988,3.72193646136962
NC_138418.1,2,57040340,57573693,15,533353,26.259535881295
NC_091015.1,1,151854936,152048760,28,193824,72.2593808862492
NC_091016.1,1,80852380,87410717,47,6558337,2.13554171444626
NC_091017.1,2,56484640,56680046,2,195406,71.6743715182562
NC_138418.1,0,57573693,58087019,8,513326,27.2840305008832
NC_091015.1,0,152048760,152065227,3,16467,850.525429094332
NC_091016.1,0,87410717,90890076,40,3479359,4.02533979416794
NC_091017.1,1,56680046,57183356,13,503310,27.8269898092554
NC_138418.1,2,58087019,58684696,59,597677,23.4333967023934
NC_091015.1,1,152065227,152083671,5,18444,759.358178317955
NC_091016.1,1,90890076,92527703,2,1637627,8.55237623762698
NC_091017.1,0,57183356,57869429,2,686073,20.4141574451937
NC_138418.1,0,58684696,58744854,19,60158,232.813628127537
NC_091015.1,0,152083671,154972697,164,2889026,4.84786299635114
NC_091016.1,0,92527703,96216514,20,3688811,3.79677956959474
NC_091017.1,1,57869429,58012988,1,143559,97.5599038785193
NC_138418.1,2,58744854,58801702,25,56848,246.369304828602
NC_091015.1,1,154972697,155952269,3,979572,14.2976751488368
NC_091016.1,1,96216514,97255744,21,1039230,13.4769033235149
NC_091017.1,0,58012988,58305955,5,292967,47.8060745438782
NC_138418.1,0,58801702,58811223,1,9521,1471.02218683924
NC_091015.1,0,155952269,168888577,69,12936308,1.08265837833301
NC_091016.1,0,97255744,97424371,7,168627,83.0567005337008
NC_091017.1,1,58305955,58419135,3,113180,123.746264718999
NC_138418.1,2,58811223,59458223,132,647000,21.6469895531628
NC_091016.1,1,97424371,100543701,34,3119330,4.48993926288541
NC_091017.1,0,58419135,58513010,3,93875,149.194165016206
NC_138418.1,0,59458223,59793540,49,335317,41.768243903221
NC_091016.1,0,100543701,100715053,2,171352,81.7358550871677
NC_091017.1,1,58513010,59196693,30,683683,20.4855206885301
NC_138418.1,2,59793540,59814503,10,20963,668.11058726787
NC_091016.1,1,100715053,103723891,79,3008838,4.65482097769849
NC_091017.1,2,59196693,59297805,2,101112,138.515727518953
NC_138418.1,0,59814503,59835131,10,20628,678.960744662418
NC_091016.1,0,103723891,104010107,8,286216,48.9336803005295
NC_091017.1,1,59297805,60716495,51,1418690,9.87220762879583
NC_138418.1,2,59835131,60049418,36,214287,65.3590849696732
NC_091016.1,1,104010107,104762034,20,751927,18.6262792011676
NC_091017.1,0,60716495,60759881,5,43386,322.813862556962
NC_138418.1,0,60049418,60082421,5,33003,424.373609699008
NC_091016.1,0,104762034,104799946,3,37912,369.423988206804
NC_091017.1,1,60759881,65713758,49,4953877,2.82720023950864
NC_138418.1,2,60082421,60198575,10,116154,120.577872831726
NC_091016.1,1,104799946,105829460,89,1029514,13.6040910962807
NC_091017.1,0,65713758,66069668,2,355910,39.3515277482969
NC_138418.1,0,60198575,60360138,124,161563,86.6881788583795
NC_091016.1,0,105829460,106404579,240,575119,24.3525291998636
NC_091017.1,1,66069668,72085056,59,6015388,2.32829573768082
NC_138418.1,2,60360138,60592910,37,232772,60.1687584455878
NC_091016.1,1,106404579,106839340,40,434761,32.2144862140265
NC_091017.1,2,72085056,72392916,3,307860,45.4934133726251
NC_138418.1,0,60592910,60770466,6,177556,78.879915299378
NC_091016.1,0,106839340,109669845,96,2830505,4.94809309324532
NC_091017.1,1,72392916,72804246,2,411330,34.0495520406884
NC_138418.1,2,60770466,60866271,21,95805,146.188635675553
NC_091016.1,1,109669845,110308393,3,638548,21.9335151639287
NC_091017.1,2,72804246,79340924,4,6536678,2.14261773960663
NC_138418.1,0,60866271,60931181,37,64910,215.769561560566
NC_091016.1,2,110308393,110512041,3,203648,68.7735810854826
NC_091017.1,0,79340924,79374232,4,33308,420.487637831643
NC_138418.1,2,60931181,61084047,25,152866,91.6201263910638
NC_091016.1,0,110512041,110814893,1,302852,46.2456983638753
NC_091017.1,1,79374232,79562621,35,188389,74.3440553370757
NC_138418.1,0,61084047,61105543,7,21496,651.54457763753
NC_091016.1,1,110814893,120764236,47,9949343,1.40769116522532
NC_138418.1,2,61105543,61188728,24,83185,168.366920008371
NC_091016.1,0,120764236,121528524,1,764288,18.3250322403287
NC_138418.1,0,61188728,61222239,14,33511,417.94044465687
NC_091016.1,1,121528524,124575312,3,3046788,4.59684173657516
NC_138418.1,2,61222239,61278649,10,56410,248.282259189795
NC_138418.1,0,61278649,61346996,10,68347,204.919048983809
NC_138418.1,2,61346996,61409085,16,62089,225.573003928173
NC_138418.1,0,61409085,61427963,5,18878,741.900743770334
NC_138418.1,2,61427963,61513276,12,85313,164.167269242628
NC_138418.1,0,61513276,61713451,77,200175,69.9667902630017
NC_138418.1,2,61713451,61913707,34,200256,69.938489937362
NC_138418.1,0,61913707,61953753,21,40046,349.7378574863
NC_138418.1,2,61953753,62261096,34,307343,45.5699405579316
NC_138418.1,0,62261096,62370161,12,109065,128.415185814848
NC_138418.1,2,62370161,62472582,17,102421,136.74541589026
NC_138418.1,0,62472582,62497998,4,25416,551.054542056042
NC_138418.1,2,62497998,62560972,8,62974,222.402932017918
NC_138418.1,0,62560972,62617462,16,56490,247.930646856016
NC_138418.1,2,62617462,62666257,11,48795,287.029454675609
NC_138418.1,0,62666257,62668716,5,2459,5695.64954896151
NC_138418.1,2,62668716,62730627,13,61911,226.221547720056
NC_138418.1,0,62730627,62777664,30,47037,297.75713248924
NC_138418.1,2,62777664,62884481,34,106817,131.117726961966
NC_138418.1,0,62884481,62910639,11,26158,535.423283159888
NC_138418.1,2,62910639,62977787,23,67148,208.57809973337
NC_138418.1,0,62977787,62999994,5,22207,630.684119462168
NC_138418.1,2,62999994,63041334,7,41340,338.790571864934
