# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_94204.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_94204.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_94204	NC_091013.1	15378853	15385747	6895	48	22.3
RG	Aph_californica_94204	NC_091013.1	15896761	15902296	5536	43	9.2
RG	Aph_californica_94204	NC_091013.1	15958185	15964156	5972	34	7.1
RG	Aph_californica_94204	NC_091013.1	16048187	16054515	6329	38	41.8
RG	Aph_californica_94204	NC_091013.1	16262420	16268165	5746	43	14.3
RG	Aph_californica_94204	NC_091013.1	16625825	16630241	4417	27	8.2
RG	Aph_californica_94204	NC_091013.1	16708562	16714025	5464	36	16.1
RG	Aph_californica_94204	NC_091013.1	16776138	16782507	6370	78	34.1
RG	Aph_californica_94204	NC_091013.1	17124703	17132567	7865	57	56.0
RG	Aph_californica_94204	NC_091013.1	17224469	17232908	8440	56	50.5
RG	Aph_californica_94204	NC_091013.1	17273994	17278451	4458	47	34.9
RG	Aph_californica_94204	NC_091013.1	17408977	17411941	2965	38	34.2
RG	Aph_californica_94204	NC_091013.1	18269404	18283977	14574	96	65.0
RG	Aph_californica_94204	NC_091013.1	19117423	19124579	7157	87	46.4
RG	Aph_californica_94204	NC_091013.1	19189474	19208632	19159	135	69.8
RG	Aph_californica_94204	NC_091013.1	19724028	19727802	3775	27	6.6
RG	Aph_californica_94204	NC_091013.1	19806494	19810723	4230	42	11.0
RG	Aph_californica_94204	NC_091013.1	19825144	19832568	7425	67	40.2
RG	Aph_californica_94204	NC_091013.1	19962248	19968634	6387	69	17.0
RG	Aph_californica_94204	NC_091013.1	20051467	20056819	5353	35	28.3
RG	Aph_californica_94204	NC_091013.1	20065526	20068471	2946	44	23.9
RG	Aph_californica_94204	NC_091013.1	20198423	20267080	68658	316	81.0
RG	Aph_californica_94204	NC_091013.1	20434205	20440608	6404	59	44.8
RG	Aph_californica_94204	NC_091013.1	20445426	20450573	5148	52	11.5
RG	Aph_californica_94204	NC_091013.1	20707334	20717173	9840	70	33.9
RG	Aph_californica_94204	NC_091013.1	20972594	20977525	4932	57	27.0
RG	Aph_californica_94204	NC_091013.1	21251707	21260000	8294	78	48.7
RG	Aph_californica_94204	NC_091013.1	21384916	21397612	12697	114	74.9
RG	Aph_californica_94204	NC_091013.1	21638154	21641081	2928	33	22.0
RG	Aph_californica_94204	NC_091013.1	22131865	22136532	4668	33	31.0
RG	Aph_californica_94204	NC_091013.1	22140737	22144988	4252	32	18.9
RG	Aph_californica_94204	NC_091013.1	22270060	22278131	8072	80	20.8
RG	Aph_californica_94204	NC_091013.1	22303859	22322729	18871	109	63.0
RG	Aph_californica_94204	NC_091013.1	22326621	22340740	14120	90	51.3
RG	Aph_californica_94204	NC_091013.1	22414955	22434480	19526	102	63.2
RG	Aph_californica_94204	NC_091013.1	22628455	22632007	3553	40	21.8
RG	Aph_californica_94204	NC_091013.1	22636610	22642717	6108	69	29.4
RG	Aph_californica_94204	NC_091013.1	22791134	22797017	5884	46	16.9
RG	Aph_californica_94204	NC_091013.1	22803371	22820833	17463	144	71.5
RG	Aph_californica_94204	NC_091013.1	23202761	23210367	7607	39	20.5
RG	Aph_californica_94204	NC_091013.1	23234531	23241356	6826	44	11.8
RG	Aph_californica_94204	NC_091013.1	23264958	23269621	4664	39	34.6
RG	Aph_californica_94204	NC_091013.1	23528437	23545711	17275	119	73.8
RG	Aph_californica_94204	NC_091013.1	23666879	23686088	19210	91	11.5
RG	Aph_californica_94204	NC_091013.1	24317049	24394628	77580	437	83.8
RG	Aph_californica_94204	NC_091013.1	24904467	24911307	6841	46	15.4
RG	Aph_californica_94204	NC_091013.1	24940636	24949388	8753	57	26.1
RG	Aph_californica_94204	NC_091013.1	25121780	25126187	4408	35	11.7
RG	Aph_californica_94204	NC_091013.1	25584848	25601297	16450	74	52.5
RG	Aph_californica_94204	NC_091013.1	25636607	25652218	15612	81	42.0
RG	Aph_californica_94204	NC_091013.1	25742249	25787586	45338	214	79.0
RG	Aph_californica_94204	NC_091013.1	25887954	25895228	7275	62	45.9
RG	Aph_californica_94204	NC_091013.1	25972974	25986401	13428	89	61.8
RG	Aph_californica_94204	NC_091013.1	26084989	26099492	14504	101	73.3
RG	Aph_californica_94204	NC_091013.1	26238377	26241718	3342	28	13.9
RG	Aph_californica_94204	NC_091013.1	26855450	26861858	6409	33	7.9
RG	Aph_californica_94204	NC_091013.1	27316103	27339665	23563	131	62.8
RG	Aph_californica_94204	NC_091013.1	27342798	27357537	14740	75	49.8
RG	Aph_californica_94204	NC_091013.1	28067092	28085710	18619	111	69.9
RG	Aph_californica_94204	NC_091013.1	28536340	28543422	7083	55	58.1
RG	Aph_californica_94204	NC_091013.1	28639861	28645628	5768	40	21.6
RG	Aph_californica_94204	NC_091013.1	28739432	28747418	7987	64	61.6
RG	Aph_californica_94204	NC_091013.1	28831536	28838407	6872	49	40.5
RG	Aph_californica_94204	NC_091013.1	29303824	29343950	40127	136	65.9
RG	Aph_californica_94204	NC_091013.1	29420942	29428314	7373	49	22.9
RG	Aph_californica_94204	NC_091013.1	29504981	29518950	13970	72	27.3
RG	Aph_californica_94204	NC_091013.1	29520380	29540544	20165	106	48.5
RG	Aph_californica_94204	NC_091013.1	29768957	29798104	29148	121	41.6
RG	Aph_californica_94204	NC_091013.1	30250404	30259295	8892	65	26.7
RG	Aph_californica_94204	NC_091013.1	30486679	30494124	7446	52	59.6
RG	Aph_californica_94204	NC_091013.1	30707252	30723092	15841	68	57.7
RG	Aph_californica_94204	NC_091013.1	30945168	30951352	6185	53	44.3
RG	Aph_californica_94204	NC_091013.1	31491847	31499815	7969	59	34.1
RG	Aph_californica_94204	NC_091013.1	31503570	31508436	4867	28	9.9
RG	Aph_californica_94204	NC_091013.1	31599161	31606903	7743	60	28.7
RG	Aph_californica_94204	NC_091013.1	31652915	31654789	1875	35	9.8
RG	Aph_californica_94204	NC_091013.1	32329891	32336006	6116	44	32.1
RG	Aph_californica_94204	NC_091013.1	32607970	32610155	2186	30	11.6
RG	Aph_californica_94204	NC_091013.1	32764835	32774698	9864	66	30.8
RG	Aph_californica_94204	NC_091013.1	33265459	33280345	14887	90	71.0
RG	Aph_californica_94204	NC_091013.1	33429903	33447928	18026	112	58.2
RG	Aph_californica_94204	NC_091013.1	33687989	33690867	2879	28	10.3
RG	Aph_californica_94204	NC_091013.1	33906859	33915146	8288	88	57.8
RG	Aph_californica_94204	NC_091013.1	34105907	34115955	10049	63	43.1
RG	Aph_californica_94204	NC_091013.1	34325397	34339437	14041	100	36.7
RG	Aph_californica_94204	NC_091013.1	34431183	34481091	49909	235	77.6
RG	Aph_californica_94204	NC_091013.1	34861737	34874766	13030	69	50.7
RG	Aph_californica_94204	NC_091013.1	34933959	34940829	6871	58	45.5
RG	Aph_californica_94204	NC_091013.1	35416348	35423277	6930	38	45.4
RG	Aph_californica_94204	NC_091013.1	35461942	35479031	17090	108	61.8
RG	Aph_californica_94204	NC_091013.1	35572143	35575380	3238	38	20.3
RG	Aph_californica_94204	NC_091013.1	35740003	35743885	3883	35	29.7
RG	Aph_californica_94204	NC_091013.1	35769991	35780958	10968	88	61.1
RG	Aph_californica_94204	NC_091013.1	35873268	35888928	15661	119	61.9
RG	Aph_californica_94204	NC_091013.1	36006413	36168762	162350	974	89.4
RG	Aph_californica_94204	NC_091013.1	36222837	36238411	15575	103	67.8
RG	Aph_californica_94204	NC_091013.1	36632362	36638631	6270	57	36.4
RG	Aph_californica_94204	NC_091013.1	36730258	36742563	12306	68	32.0
RG	Aph_californica_94204	NC_091013.1	36804424	36815299	10876	64	24.5
RG	Aph_californica_94204	NC_091013.1	36931169	36952172	21004	112	64.2
RG	Aph_californica_94204	NC_091013.1	37049064	37054638	5575	50	25.8
RG	Aph_californica_94204	NC_091013.1	37148241	37155475	7235	66	60.2
RG	Aph_californica_94204	NC_091013.1	37190183	37262765	72583	497	86.2
RG	Aph_californica_94204	NC_091013.1	37274835	37276690	1856	45	10.4
RG	Aph_californica_94204	NC_091013.1	37373155	37381571	8417	63	54.0
RG	Aph_californica_94204	NC_091013.1	37391950	37397585	5636	77	54.0
RG	Aph_californica_94204	NC_091013.1	37517305	37522537	5233	33	19.9
RG	Aph_californica_94204	NC_091013.1	37667404	37673544	6141	58	31.1
RG	Aph_californica_94204	NC_091013.1	37693436	37700391	6956	50	28.7
RG	Aph_californica_94204	NC_091013.1	38053648	38055771	2124	32	20.1
RG	Aph_californica_94204	NC_091013.1	38084190	38097466	13277	108	67.6
RG	Aph_californica_94204	NC_091013.1	38133518	38145452	11935	82	37.7
RG	Aph_californica_94204	NC_091013.1	38510023	38518991	8969	100	66.2
RG	Aph_californica_94204	NC_091013.1	38636189	38653501	17313	69	54.2
RG	Aph_californica_94204	NC_091013.1	38690068	38699369	9302	33	21.1
RG	Aph_californica_94204	NC_091013.1	38823624	38830869	7246	43	52.6
RG	Aph_californica_94204	NC_091013.1	39188175	39197090	8916	48	27.2
RG	Aph_californica_94204	NC_091013.1	39203498	39213145	9648	54	39.0
RG	Aph_californica_94204	NC_091013.1	40321012	40325758	4747	43	23.7
RG	Aph_californica_94204	NC_091013.1	40480308	40486353	6046	57	46.7
RG	Aph_californica_94204	NC_091013.1	40873244	40876214	2971	30	15.9
RG	Aph_californica_94204	NC_091013.1	41322408	41327987	5580	39	20.1
RG	Aph_californica_94204	NC_091013.1	41950846	41972647	21802	99	49.3
RG	Aph_californica_94204	NC_091013.1	42365906	42369959	4054	44	11.0
RG	Aph_californica_94204	NC_091013.1	43703934	43717110	13177	132	76.3
RG	Aph_californica_94204	NC_091013.1	43903882	43920109	16228	122	72.6
RG	Aph_californica_94204	NC_091013.1	43922290	43946799	24510	152	65.7
RG	Aph_californica_94204	NC_091013.1	44020140	44030364	10225	95	59.4
RG	Aph_californica_94204	NC_091013.1	44163255	44169784	6530	49	26.4
RG	Aph_californica_94204	NC_091013.1	44285874	44288576	2703	44	22.5
RG	Aph_californica_94204	NC_091013.1	44294726	44321979	27254	192	59.1
RG	Aph_californica_94204	NC_091013.1	44413495	44417468	3974	36	32.6
RG	Aph_californica_94204	NC_091013.1	44781856	44785889	4034	65	30.9
RG	Aph_californica_94204	NC_091013.1	45271427	45276614	5188	37	17.0
RG	Aph_californica_94204	NC_091013.1	45817850	45822109	4260	55	30.8
RG	Aph_californica_94204	NC_091013.1	45848161	45853407	5247	59	46.3
RG	Aph_californica_94204	NC_091013.1	46078261	46088037	9777	93	66.5
RG	Aph_californica_94204	NC_091013.1	46143912	46231216	87305	615	82.9
RG	Aph_californica_94204	NC_091013.1	46349229	46362397	13169	80	44.5
RG	Aph_californica_94204	NC_091013.1	46515044	46518652	3609	34	27.7
RG	Aph_californica_94204	NC_091013.1	46609237	46635170	25934	236	81.5
RG	Aph_californica_94204	NC_091013.1	46704677	46717409	12733	135	59.6
RG	Aph_californica_94204	NC_091013.1	46783096	46800061	16966	124	75.7
RG	Aph_californica_94204	NC_091013.1	46878874	46881655	2782	29	13.4
RG	Aph_californica_94204	NC_091013.1	47160472	47176243	15772	115	66.9
RG	Aph_californica_94204	NC_091013.1	47475229	47520567	45339	348	84.5
RG	Aph_californica_94204	NC_091013.1	47612634	47639741	27108	211	80.9
RG	Aph_californica_94204	NC_091013.1	47755754	47761925	6172	46	34.2
RG	Aph_californica_94204	NC_091013.1	48219289	48223117	3829	35	8.3
RG	Aph_californica_94204	NC_091013.1	49094136	49100520	6385	50	36.0
RG	Aph_californica_94204	NC_091013.1	49470596	49478583	7988	55	33.5
RG	Aph_californica_94204	NC_091013.1	49492939	49504593	11655	69	49.6
RG	Aph_californica_94204	NC_091013.1	49886828	49890111	3284	30	16.3
RG	Aph_californica_94204	NC_091013.1	49897501	49902578	5078	47	58.0
RG	Aph_californica_94204	NC_091013.1	50004459	50013399	8941	108	73.7
RG	Aph_californica_94204	NC_091013.1	50131511	50139211	7701	54	32.5
RG	Aph_californica_94204	NC_091013.1	50152044	50157374	5331	42	29.2
RG	Aph_californica_94204	NC_091013.1	50177280	50184942	7663	65	26.4
RG	Aph_californica_94204	NC_091013.1	50191313	50199519	8207	52	38.9
RG	Aph_californica_94204	NC_091013.1	50214820	50218471	3652	38	35.8
RG	Aph_californica_94204	NC_091013.1	51220688	51237883	17196	95	16.5
RG	Aph_californica_94204	NC_091013.1	51300579	51317704	17126	112	76.5
RG	Aph_californica_94204	NC_091013.1	51364537	51377187	12651	109	48.6
RG	Aph_californica_94204	NC_091013.1	52220318	52225831	5514	39	22.4
RG	Aph_californica_94204	NC_091013.1	52292239	52298318	6080	38	22.7
RG	Aph_californica_94204	NC_091013.1	52437350	52441928	4579	26	8.2
RG	Aph_californica_94204	NC_091013.1	52473847	52483904	10058	61	28.0
RG	Aph_californica_94204	NC_091013.1	52519993	52563130	43138	224	41.9
RG	Aph_californica_94204	NC_091013.1	52748624	52756278	7655	44	30.8
RG	Aph_californica_94204	NC_091013.1	52868803	52897363	28561	203	38.4
RG	Aph_californica_94204	NC_091013.1	52924748	52929936	5189	38	11.6
RG	Aph_californica_94204	NC_091013.1	52955477	52973170	17694	106	72.3
RG	Aph_californica_94204	NC_091013.1	52978978	52988011	9034	53	11.9
RG	Aph_californica_94204	NC_091013.1	53006544	53012470	5927	60	17.4
RG	Aph_californica_94204	NC_091013.1	53020402	53030847	10446	60	32.3
RG	Aph_californica_94204	NC_091013.1	53124605	53134578	9974	87	72.9
RG	Aph_californica_94204	NC_091013.1	53195356	53198721	3366	37	10.2
RG	Aph_californica_94204	NC_091013.1	53261268	53270436	9169	70	18.4
RG	Aph_californica_94204	NC_091013.1	53289181	53291983	2803	31	15.2
RG	Aph_californica_94204	NC_091013.1	53511239	53520083	8845	44	14.6
RG	Aph_californica_94204	NC_091013.1	53792778	53799638	6861	53	32.9
RG	Aph_californica_94204	NC_091013.1	53822696	53825213	2518	48	20.0
RG	Aph_californica_94204	NC_091013.1	53953905	53959473	5569	47	14.1
RG	Aph_californica_94204	NC_091013.1	54215218	54222817	7600	58	59.5
RG	Aph_californica_94204	NC_091013.1	54563854	54594422	30569	99	24.2
RG	Aph_californica_94204	NC_091013.1	54734298	54737524	3227	29	8.8
RG	Aph_californica_94204	NC_091013.1	54995768	55001368	5601	64	49.9
RG	Aph_californica_94204	NC_091013.1	55318640	55323998	5359	47	22.0
RG	Aph_californica_94204	NC_091013.1	55378915	55380993	2079	48	17.3
RG	Aph_californica_94204	NC_091013.1	55554642	55566457	11816	119	33.3
RG	Aph_californica_94204	NC_091013.1	55616845	55622894	6050	53	40.1
RG	Aph_californica_94204	NC_091013.1	55671070	55681459	10390	77	43.4
RG	Aph_californica_94204	NC_091013.1	55718159	55737696	19538	160	82.6
RG	Aph_californica_94204	NC_091013.1	55798331	55833577	35247	236	85.2
RG	Aph_californica_94204	NC_091013.1	55878197	55897938	19742	165	20.0
RG	Aph_californica_94204	NC_091013.1	56023553	56028210	4658	41	39.4
RG	Aph_californica_94204	NC_091013.1	56062121	56096778	34658	261	81.2
RG	Aph_californica_94204	NC_091013.1	56228724	56233308	4585	50	26.5
RG	Aph_californica_94204	NC_091013.1	56250728	56253517	2790	44	28.4
RG	Aph_californica_94204	NC_091013.1	56330696	56334589	3894	29	10.8
RG	Aph_californica_94204	NC_091013.1	56376051	56380021	3971	34	4.7
RG	Aph_californica_94204	NC_091013.1	56959644	56989554	29911	228	79.0
RG	Aph_californica_94204	NC_091013.1	57038316	57125704	87389	276	90.0
RG	Aph_californica_94204	NC_091013.1	57285188	58163725	878538	18	13.0
RG	Aph_californica_94204	NC_091013.1	58742271	58751772	9502	75	29.1
RG	Aph_californica_94204	NC_091013.1	58801661	58851959	50299	282	71.4
RG	Aph_californica_94204	NC_091013.1	59463914	59475934	12021	93	13.2
RG	Aph_californica_94204	NC_091013.1	59561877	59571353	9477	65	57.1
RG	Aph_californica_94204	NC_091013.1	59645311	59693031	47721	308	73.6
RG	Aph_californica_94204	NC_091013.1	59757115	59768486	11372	84	54.5
RG	Aph_californica_94204	NC_091013.1	59829334	59838889	9556	76	28.0
RG	Aph_californica_94204	NC_091013.1	59867688	59872444	4757	43	12.0
RG	Aph_californica_94204	NC_091013.1	59898945	59904926	5982	50	31.7
RG	Aph_californica_94204	NC_091013.1	61033369	61039219	5851	48	25.5
RG	Aph_californica_94204	NC_091013.1	61198756	61228639	29884	195	77.4
RG	Aph_californica_94204	NC_091013.1	61965685	61972543	6859	49	19.1
RG	Aph_californica_94204	NC_091013.1	62219744	62224674	4931	38	17.3
RG	Aph_californica_94204	NC_091013.1	62804000	62808366	4367	32	18.6
RG	Aph_californica_94204	NC_091013.1	62993282	63006095	12814	97	47.4
RG	Aph_californica_94204	NC_091013.1	63167067	63189500	22434	149	78.5
RG	Aph_californica_94204	NC_091013.1	63226196	63233652	7457	48	37.3
RG	Aph_californica_94204	NC_091013.1	63465717	63485641	19925	108	57.5
RG	Aph_californica_94204	NC_091013.1	63622040	63638516	16477	140	75.2
RG	Aph_californica_94204	NC_091013.1	63794300	63800724	6425	30	19.5
RG	Aph_californica_94204	NC_091013.1	64168379	64176709	8331	41	7.4
RG	Aph_californica_94204	NC_091013.1	65068664	65073803	5140	41	31.1
RG	Aph_californica_94204	NC_091013.1	65100659	65109140	8482	50	24.4
RG	Aph_californica_94204	NC_091013.1	65367550	65381304	13755	135	69.2
RG	Aph_californica_94204	NC_091013.1	65616674	65622489	5816	44	9.3
RG	Aph_californica_94204	NC_091013.1	65654031	65664031	10001	44	16.9
RG	Aph_californica_94204	NC_091013.1	65739703	65842463	102761	538	82.0
RG	Aph_californica_94204	NC_091013.1	65933154	65942805	9652	54	28.7
RG	Aph_californica_94204	NC_091013.1	66308723	66314172	5450	60	66.1
RG	Aph_californica_94204	NC_091013.1	66402776	66419920	17145	107	14.8
RG	Aph_californica_94204	NC_091013.1	66556500	66579129	22630	141	73.8
RG	Aph_californica_94204	NC_091013.1	66989824	66993036	3213	36	11.2
RG	Aph_californica_94204	NC_091013.1	67226449	67230384	3936	32	28.2
RG	Aph_californica_94204	NC_091013.1	67542437	67550036	7600	53	47.9
RG	Aph_californica_94204	NC_091013.1	67586471	67595167	8697	31	22.1
RG	Aph_californica_94204	NC_091013.1	67710331	67733246	22916	201	35.1
RG	Aph_californica_94204	NC_091013.1	67734770	67737532	2763	39	20.2
RG	Aph_californica_94204	NC_091013.1	68005835	68011855	6021	52	53.3
RG	Aph_californica_94204	NC_091013.1	68066684	68071161	4478	42	27.6
RG	Aph_californica_94204	NC_091013.1	68114719	68146596	31878	206	88.2
RG	Aph_californica_94204	NC_091013.1	68228679	68235790	7112	49	21.8
RG	Aph_californica_94204	NC_091013.1	68270525	68278825	8301	53	11.4
RG	Aph_californica_94204	NC_091013.1	68368035	68374840	6806	57	58.2
RG	Aph_californica_94204	NC_091013.1	68439050	68446150	7101	70	29.9
RG	Aph_californica_94204	NC_091013.1	68595503	68602419	6917	58	53.5
RG	Aph_californica_94204	NC_091013.1	68867440	68875367	7928	56	63.3
RG	Aph_californica_94204	NC_091013.1	69056459	69078657	22199	175	66.2
RG	Aph_californica_94204	NC_091013.1	69242711	69249004	6294	48	22.8
RG	Aph_californica_94204	NC_091013.1	69297926	69303246	5321	63	35.8
RG	Aph_californica_94204	NC_091013.1	69350685	69360828	10144	68	65.6
RG	Aph_californica_94204	NC_091013.1	69394813	69399042	4230	70	30.6
RG	Aph_californica_94204	NC_091013.1	69449004	69455257	6254	29	18.3
RG	Aph_californica_94204	NC_091013.1	69509177	69519295	10119	71	22.2
RG	Aph_californica_94204	NC_091013.1	69570406	69579911	9506	69	22.7
RG	Aph_californica_94204	NC_091013.1	69592927	69610044	17118	90	62.2
RG	Aph_californica_94204	NC_091013.1	69784943	69787994	3052	48	39.3
RG	Aph_californica_94204	NC_091013.1	69825123	69840235	15113	107	62.4
RG	Aph_californica_94204	NC_091013.1	70216268	70241308	25041	162	34.7
RG	Aph_californica_94204	NC_091013.1	70522301	70529895	7595	65	60.3
RG	Aph_californica_94204	NC_091013.1	70647851	70659032	11182	61	51.8
RG	Aph_californica_94204	NC_091013.1	70819219	70839740	20522	137	48.5
RG	Aph_californica_94204	NC_091013.1	70909169	70918282	9114	50	54.4
RG	Aph_californica_94204	NC_091013.1	70945234	70950972	5739	48	38.8
RG	Aph_californica_94204	NC_091013.1	71029890	71038931	9042	60	55.8
RG	Aph_californica_94204	NC_091013.1	71225929	71234929	9001	51	25.8
RG	Aph_californica_94204	NC_091013.1	71388874	71399606	10733	66	46.6
RG	Aph_californica_94204	NC_091013.1	72416705	72419219	2515	32	22.1
RG	Aph_californica_94204	NC_091013.1	72599677	72604590	4914	59	36.1
RG	Aph_californica_94204	NC_091013.1	72748814	72756614	7801	59	27.9
RG	Aph_californica_94204	NC_091013.1	73542211	74108400	566190	118	80.8
RG	Aph_californica_94204	NC_091013.1	75044996	75054207	9212	76	54.4
RG	Aph_californica_94204	NC_091013.1	75195440	75200711	5272	56	19.1
RG	Aph_californica_94204	NC_091013.1	75214597	75220691	6095	58	26.3
RG	Aph_californica_94204	NC_091013.1	75306065	75314463	8399	52	37.1
RG	Aph_californica_94204	NC_091013.1	75555739	75561767	6029	50	29.6
RG	Aph_californica_94204	NC_091013.1	75580030	75592617	12588	94	64.1
RG	Aph_californica_94204	NC_091013.1	76198062	76202048	3987	27	10.4
RG	Aph_californica_94204	NC_091013.1	76872516	76878069	5554	30	28.9
RG	Aph_californica_94204	NC_091013.1	76882961	76890362	7402	39	38.9
RG	Aph_californica_94204	NC_091013.1	76914358	76922955	8598	53	49.7
RG	Aph_californica_94204	NC_091013.1	77315407	77321001	5595	42	8.0
RG	Aph_californica_94204	NC_091013.1	77357358	77369810	12453	74	24.6
RG	Aph_californica_94204	NC_091013.1	77691519	77698329	6811	49	24.3
RG	Aph_californica_94204	NC_091013.1	77726026	77743637	17612	77	64.7
RG	Aph_californica_94204	NC_091013.1	78078618	78081144	2527	30	9.8
RG	Aph_californica_94204	NC_091013.1	78429881	78439011	9131	85	63.2
RG	Aph_californica_94204	NC_091013.1	78681798	78690169	8372	57	21.5
RG	Aph_californica_94204	NC_091013.1	78758926	78777615	18690	104	67.2
RG	Aph_californica_94204	NC_091013.1	79125431	79204869	79439	557	89.8
RG	Aph_californica_94204	NC_091013.1	79447208	79499643	52436	340	75.6
RG	Aph_californica_94204	NC_091013.1	79670267	79674514	4248	54	32.6
RG	Aph_californica_94204	NC_091013.1	79902031	79906569	4539	71	21.4
RG	Aph_californica_94204	NC_091013.1	80074210	80081510	7301	64	59.0
RG	Aph_californica_94204	NC_091013.1	80158469	80174389	15921	82	59.0
RG	Aph_californica_94204	NC_091013.1	80285691	80340273	54583	448	87.9
RG	Aph_californica_94204	NC_091013.1	80434264	80450499	16236	119	59.0
RG	Aph_californica_94204	NC_091013.1	80481220	80507571	26352	298	78.0
RG	Aph_californica_94204	NC_091013.1	80938092	80948430	10339	97	68.3
RG	Aph_californica_94204	NC_091013.1	80964038	80969306	5269	52	57.7
RG	Aph_californica_94204	NC_091013.1	80970340	80974785	4446	37	10.0
RG	Aph_californica_94204	NC_091013.1	81079268	81089387	10120	69	19.6
RG	Aph_californica_94204	NC_091013.1	81184628	81203275	18648	103	27.0
RG	Aph_californica_94204	NC_091013.1	83234458	83250874	16417	112	71.4
RG	Aph_californica_94204	NC_091013.1	83408145	83413712	5568	57	41.8
RG	Aph_californica_94204	NC_091013.1	84227995	84231884	3890	39	18.9
RG	Aph_californica_94204	NC_091013.1	84253347	84262624	9278	75	62.5
RG	Aph_californica_94204	NC_091013.1	85529623	85535942	6320	46	12.4
RG	Aph_californica_94204	NC_091013.1	85625346	85629512	4167	29	6.9
RG	Aph_californica_94204	NC_091013.1	85712441	85715569	3129	32	26.6
RG	Aph_californica_94204	NC_091013.1	85944337	85950825	6489	53	48.8
RG	Aph_californica_94204	NC_091013.1	86020649	86024715	4067	48	48.1
RG	Aph_californica_94204	NC_091013.1	86219994	86228354	8361	61	14.0
RG	Aph_californica_94204	NC_091013.1	86231279	86237171	5893	53	17.5
RG	Aph_californica_94204	NC_091013.1	86454485	86466293	11809	101	68.9
RG	Aph_californica_94204	NC_091013.1	86639953	86643687	3735	31	16.1
RG	Aph_californica_94204	NC_091013.1	86774760	86798208	23449	148	51.5
RG	Aph_californica_94204	NC_091013.1	87025246	87031181	5936	45	51.4
RG	Aph_californica_94204	NC_091013.1	88422813	88429993	7181	40	25.9
RG	Aph_californica_94204	NC_091013.1	88577373	88583701	6329	68	13.7
RG	Aph_californica_94204	NC_091013.1	89002917	89015429	12513	106	65.4
RG	Aph_californica_94204	NC_091013.1	89286142	89293603	7462	99	76.8
RG	Aph_californica_94204	NC_091013.1	89695795	89708613	12819	95	50.6
