# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_woodhouseii_27904.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_woodhouseii_27904.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_woodhouseii_27904	NC_091013.1	20156332	20160303	3972	39	21.4
RG	Aph_woodhouseii_27904	NC_091013.1	20590846	20601206	10361	92	50.8
RG	Aph_woodhouseii_27904	NC_091013.1	20698261	20707691	9431	55	43.4
RG	Aph_woodhouseii_27904	NC_091013.1	20716047	20736949	20903	118	63.8
RG	Aph_woodhouseii_27904	NC_091013.1	20961639	20984177	22539	140	52.9
RG	Aph_woodhouseii_27904	NC_091013.1	21195178	21197535	2358	37	15.3
RG	Aph_woodhouseii_27904	NC_091013.1	21227141	21232344	5204	42	46.9
RG	Aph_woodhouseii_27904	NC_091013.1	21242567	21249118	6552	44	10.8
RG	Aph_woodhouseii_27904	NC_091013.1	21372109	21377082	4974	69	13.0
RG	Aph_woodhouseii_27904	NC_091013.1	21547241	21872983	325743	2256	94.8
RG	Aph_woodhouseii_27904	NC_091013.1	22011393	22015294	3902	48	49.2
RG	Aph_woodhouseii_27904	NC_091013.1	22032309	22037074	4766	43	45.8
RG	Aph_woodhouseii_27904	NC_091013.1	22262520	22270914	8395	66	29.2
RG	Aph_woodhouseii_27904	NC_091013.1	22337131	22356193	19063	83	44.4
RG	Aph_woodhouseii_27904	NC_091013.1	22414955	22423152	8198	55	21.6
RG	Aph_woodhouseii_27904	NC_091013.1	22427286	22492011	64726	339	69.2
RG	Aph_woodhouseii_27904	NC_091013.1	22507189	22520259	13071	77	63.8
RG	Aph_woodhouseii_27904	NC_091013.1	22688649	22695028	6380	54	21.6
RG	Aph_woodhouseii_27904	NC_091013.1	22703384	22743036	39653	313	86.6
RG	Aph_woodhouseii_27904	NC_091013.1	22746012	22754148	8137	76	9.1
RG	Aph_woodhouseii_27904	NC_091013.1	22784721	22787970	3250	37	8.3
RG	Aph_woodhouseii_27904	NC_091013.1	22788927	22833187	44261	387	85.2
RG	Aph_woodhouseii_27904	NC_091013.1	22853233	22856163	2931	40	18.6
RG	Aph_woodhouseii_27904	NC_091013.1	22866933	22875515	8583	41	26.6
RG	Aph_woodhouseii_27904	NC_091013.1	22977627	22993756	16130	80	44.9
RG	Aph_woodhouseii_27904	NC_091013.1	23094241	23102382	8142	101	15.1
RG	Aph_woodhouseii_27904	NC_091013.1	23258502	23273680	15179	105	62.2
RG	Aph_woodhouseii_27904	NC_091013.1	23486912	23490413	3502	49	44.7
RG	Aph_woodhouseii_27904	NC_091013.1	23996128	24020368	24241	215	73.5
RG	Aph_woodhouseii_27904	NC_091013.1	24098382	24115961	17580	123	67.2
RG	Aph_woodhouseii_27904	NC_091013.1	24258054	24262140	4087	64	21.1
RG	Aph_woodhouseii_27904	NC_091013.1	24463798	24475353	11556	63	22.1
RG	Aph_woodhouseii_27904	NC_091013.1	24828101	24837687	9587	67	63.3
RG	Aph_woodhouseii_27904	NC_091013.1	24855292	24869677	14386	126	69.5
RG	Aph_woodhouseii_27904	NC_091013.1	25086455	25091060	4606	39	26.0
RG	Aph_woodhouseii_27904	NC_091013.1	25406128	25423703	17576	110	56.9
RG	Aph_woodhouseii_27904	NC_091013.1	25696933	25708190	11258	72	63.8
RG	Aph_woodhouseii_27904	NC_091013.1	25816204	25827609	11406	55	19.6
RG	Aph_woodhouseii_27904	NC_091013.1	26116155	26119174	3020	58	26.5
RG	Aph_woodhouseii_27904	NC_091013.1	26136944	26166994	30051	155	72.0
RG	Aph_woodhouseii_27904	NC_091013.1	26271743	26275870	4128	55	38.1
RG	Aph_woodhouseii_27904	NC_091013.1	26590471	26603397	12927	60	33.2
RG	Aph_woodhouseii_27904	NC_091013.1	26652193	26663480	11288	74	50.8
RG	Aph_woodhouseii_27904	NC_091013.1	26913680	26918600	4921	47	16.3
RG	Aph_woodhouseii_27904	NC_091013.1	26996427	27001700	5274	31	22.0
RG	Aph_woodhouseii_27904	NC_091013.1	27031109	27175361	144253	804	94.1
RG	Aph_woodhouseii_27904	NC_091013.1	27176110	27203888	27779	185	76.3
RG	Aph_woodhouseii_27904	NC_091013.1	27595840	27743010	147171	829	94.1
RG	Aph_woodhouseii_27904	NC_091013.1	27748351	27751667	3317	36	7.4
RG	Aph_woodhouseii_27904	NC_091013.1	28010123	28015875	5753	33	23.8
RG	Aph_woodhouseii_27904	NC_091013.1	28346595	28355942	9348	48	28.1
RG	Aph_woodhouseii_27904	NC_091013.1	28371754	28381611	9858	65	43.9
RG	Aph_woodhouseii_27904	NC_091013.1	28519963	28527090	7128	97	46.2
RG	Aph_woodhouseii_27904	NC_091013.1	28616622	28620254	3633	45	16.4
RG	Aph_woodhouseii_27904	NC_091013.1	28743160	28746636	3477	36	12.8
RG	Aph_woodhouseii_27904	NC_091013.1	28986731	28993170	6440	53	33.7
RG	Aph_woodhouseii_27904	NC_091013.1	29074159	29092272	18114	116	69.2
RG	Aph_woodhouseii_27904	NC_091013.1	29341035	29363211	22177	84	45.7
RG	Aph_woodhouseii_27904	NC_091013.1	29512722	29521653	8932	77	55.6
RG	Aph_woodhouseii_27904	NC_091013.1	29523437	29557103	33667	155	63.9
RG	Aph_woodhouseii_27904	NC_091013.1	29860911	29866769	5859	51	8.6
RG	Aph_woodhouseii_27904	NC_091013.1	30367588	30371507	3920	29	11.5
RG	Aph_woodhouseii_27904	NC_091013.1	30506893	30549839	42947	246	73.5
RG	Aph_woodhouseii_27904	NC_091013.1	30690450	30694928	4479	34	29.2
RG	Aph_woodhouseii_27904	NC_091013.1	30871007	30877971	6965	52	14.5
RG	Aph_woodhouseii_27904	NC_091013.1	30928307	30941615	13309	75	71.2
RG	Aph_woodhouseii_27904	NC_091013.1	31650511	31656989	6479	91	65.8
RG	Aph_woodhouseii_27904	NC_091013.1	32194820	32211137	16318	140	53.3
RG	Aph_woodhouseii_27904	NC_091013.1	32239479	32242478	3000	32	19.3
RG	Aph_woodhouseii_27904	NC_091013.1	32336988	32342783	5796	46	36.8
RG	Aph_woodhouseii_27904	NC_091013.1	32735845	32743004	7160	49	24.2
RG	Aph_woodhouseii_27904	NC_091013.1	33074014	33080900	6887	63	44.7
RG	Aph_woodhouseii_27904	NC_091013.1	33366832	33375791	8960	61	25.8
RG	Aph_woodhouseii_27904	NC_091013.1	33392187	33399049	6863	52	41.5
RG	Aph_woodhouseii_27904	NC_091013.1	33399592	33483564	83973	440	91.7
RG	Aph_woodhouseii_27904	NC_091013.1	33540555	33549392	8838	56	40.1
RG	Aph_woodhouseii_27904	NC_091013.1	33691038	33696158	5121	37	32.1
RG	Aph_woodhouseii_27904	NC_091013.1	34092149	34106140	13992	69	52.5
RG	Aph_woodhouseii_27904	NC_091013.1	34216721	34221436	4716	60	53.8
RG	Aph_woodhouseii_27904	NC_091013.1	34227421	34235452	8032	55	37.9
RG	Aph_woodhouseii_27904	NC_091013.1	34461830	34467742	5913	48	45.3
RG	Aph_woodhouseii_27904	NC_091013.1	34479275	34483858	4584	52	15.4
RG	Aph_woodhouseii_27904	NC_091013.1	34507199	34515830	8632	41	40.3
RG	Aph_woodhouseii_27904	NC_091013.1	34735675	34739920	4246	37	14.9
RG	Aph_woodhouseii_27904	NC_091013.1	34842703	34851895	9193	35	7.8
RG	Aph_woodhouseii_27904	NC_091013.1	34856604	34865362	8759	58	39.3
RG	Aph_woodhouseii_27904	NC_091013.1	35061061	35088851	27791	175	66.5
RG	Aph_woodhouseii_27904	NC_091013.1	35182392	35191306	8915	91	52.6
RG	Aph_woodhouseii_27904	NC_091013.1	35377061	35382078	5018	37	11.7
RG	Aph_woodhouseii_27904	NC_091013.1	35471383	35484836	13454	86	54.5
RG	Aph_woodhouseii_27904	NC_091013.1	35597559	35603981	6423	62	55.0
RG	Aph_woodhouseii_27904	NC_091013.1	35612257	35624809	12553	102	67.8
RG	Aph_woodhouseii_27904	NC_091013.1	35671746	35691538	19793	100	77.5
RG	Aph_woodhouseii_27904	NC_091013.1	36036260	36038695	2436	30	18.0
RG	Aph_woodhouseii_27904	NC_091013.1	36270437	36313199	42763	275	86.0
RG	Aph_woodhouseii_27904	NC_091013.1	36322810	36342052	19243	127	79.9
RG	Aph_woodhouseii_27904	NC_091013.1	36440786	36621213	180428	1084	91.5
RG	Aph_woodhouseii_27904	NC_091013.1	37091027	37122259	31233	188	57.3
RG	Aph_woodhouseii_27904	NC_091013.1	37126044	37134807	8764	71	61.4
RG	Aph_woodhouseii_27904	NC_091013.1	37196455	37200252	3798	43	50.8
RG	Aph_woodhouseii_27904	NC_091013.1	37248397	37255050	6654	65	58.8
RG	Aph_woodhouseii_27904	NC_091013.1	37275670	37277117	1448	43	46.5
RG	Aph_woodhouseii_27904	NC_091013.1	37329097	37360644	31548	215	54.1
RG	Aph_woodhouseii_27904	NC_091013.1	37392727	37394864	2138	41	43.8
RG	Aph_woodhouseii_27904	NC_091013.1	37977443	37989576	12134	72	51.3
RG	Aph_woodhouseii_27904	NC_091013.1	38572720	38614843	42124	390	91.3
RG	Aph_woodhouseii_27904	NC_091013.1	39037556	39041340	3785	37	35.0
RG	Aph_woodhouseii_27904	NC_091013.1	39089113	39098040	8928	58	50.7
RG	Aph_woodhouseii_27904	NC_091013.1	39145344	39152735	7392	64	36.7
RG	Aph_woodhouseii_27904	NC_091013.1	39221509	39236080	14572	91	38.5
RG	Aph_woodhouseii_27904	NC_091013.1	39274101	39283292	9192	61	58.2
RG	Aph_woodhouseii_27904	NC_091013.1	39595970	39600787	4818	36	29.6
RG	Aph_woodhouseii_27904	NC_091013.1	39643011	39649478	6468	62	37.3
RG	Aph_woodhouseii_27904	NC_091013.1	40048687	40190457	141771	619	91.4
RG	Aph_woodhouseii_27904	NC_091013.1	40194090	40302441	108352	637	85.5
RG	Aph_woodhouseii_27904	NC_091013.1	40338073	40347988	9916	64	44.0
RG	Aph_woodhouseii_27904	NC_091013.1	40377263	40401582	24320	115	74.7
RG	Aph_woodhouseii_27904	NC_091013.1	40452960	40458316	5357	42	33.3
RG	Aph_woodhouseii_27904	NC_091013.1	40480358	40485732	5375	57	34.1
RG	Aph_woodhouseii_27904	NC_091013.1	40522834	40532331	9498	63	64.5
RG	Aph_woodhouseii_27904	NC_091013.1	40769146	40798195	29050	151	69.8
RG	Aph_woodhouseii_27904	NC_091013.1	40852253	40855098	2846	33	18.6
RG	Aph_woodhouseii_27904	NC_091013.1	40873009	40876324	3316	37	36.5
RG	Aph_woodhouseii_27904	NC_091013.1	41038247	41049090	10844	72	36.3
RG	Aph_woodhouseii_27904	NC_091013.1	41155563	41198267	42705	225	71.8
RG	Aph_woodhouseii_27904	NC_091013.1	41703359	41708208	4850	56	34.3
RG	Aph_woodhouseii_27904	NC_091013.1	41803244	41810262	7019	63	55.4
RG	Aph_woodhouseii_27904	NC_091013.1	41821656	41831343	9688	84	53.5
RG	Aph_woodhouseii_27904	NC_091013.1	41890451	41901509	11059	63	59.3
RG	Aph_woodhouseii_27904	NC_091013.1	42031970	42086781	54812	256	83.9
RG	Aph_woodhouseii_27904	NC_091013.1	42668529	42675433	6905	63	31.7
RG	Aph_woodhouseii_27904	NC_091013.1	42868660	42873976	5317	41	31.5
RG	Aph_woodhouseii_27904	NC_091013.1	42922624	42935280	12657	79	73.4
RG	Aph_woodhouseii_27904	NC_091013.1	43073556	43081855	8300	70	24.7
RG	Aph_woodhouseii_27904	NC_091013.1	43479147	43504243	25097	149	34.1
RG	Aph_woodhouseii_27904	NC_091013.1	43578078	43584247	6170	40	21.1
RG	Aph_woodhouseii_27904	NC_091013.1	43862215	43867248	5034	46	20.5
RG	Aph_woodhouseii_27904	NC_091013.1	43876731	43878439	1709	29	8.9
RG	Aph_woodhouseii_27904	NC_091013.1	44226202	44236215	10014	65	27.9
RG	Aph_woodhouseii_27904	NC_091013.1	44310872	44326659	15788	129	76.3
RG	Aph_woodhouseii_27904	NC_091013.1	44381112	44387649	6538	52	25.2
RG	Aph_woodhouseii_27904	NC_091013.1	44394278	44402647	8370	49	40.7
RG	Aph_woodhouseii_27904	NC_091013.1	44485722	44495484	9763	77	43.7
RG	Aph_woodhouseii_27904	NC_091013.1	44507312	44510365	3054	29	8.9
RG	Aph_woodhouseii_27904	NC_091013.1	44513976	44520446	6471	66	48.4
RG	Aph_woodhouseii_27904	NC_091013.1	44714888	44717323	2436	50	48.5
RG	Aph_woodhouseii_27904	NC_091013.1	44795037	44801423	6387	63	20.4
RG	Aph_woodhouseii_27904	NC_091013.1	44931151	44938309	7159	52	15.6
RG	Aph_woodhouseii_27904	NC_091013.1	45092040	45106697	14658	115	75.8
RG	Aph_woodhouseii_27904	NC_091013.1	45123947	45198297	74351	454	82.7
RG	Aph_woodhouseii_27904	NC_091013.1	45406655	45411743	5089	47	41.4
RG	Aph_woodhouseii_27904	NC_091013.1	45503280	45518938	15659	125	65.4
RG	Aph_woodhouseii_27904	NC_091013.1	45664294	45669907	5614	36	33.4
RG	Aph_woodhouseii_27904	NC_091013.1	45713856	45747370	33515	319	85.4
RG	Aph_woodhouseii_27904	NC_091013.1	46442994	46449231	6238	67	46.5
RG	Aph_woodhouseii_27904	NC_091013.1	46740257	46750821	10565	95	67.4
RG	Aph_woodhouseii_27904	NC_091013.1	46753584	46761278	7695	48	36.2
RG	Aph_woodhouseii_27904	NC_091013.1	46826802	46833457	6656	50	8.7
RG	Aph_woodhouseii_27904	NC_091013.1	47196710	47203116	6407	42	6.8
RG	Aph_woodhouseii_27904	NC_091013.1	47366892	47375513	8622	70	48.9
RG	Aph_woodhouseii_27904	NC_091013.1	47562523	47581080	18558	205	63.0
RG	Aph_woodhouseii_27904	NC_091013.1	47798316	47804965	6650	70	19.2
RG	Aph_woodhouseii_27904	NC_091013.1	48173952	48186304	12353	123	72.7
RG	Aph_woodhouseii_27904	NC_091013.1	48327449	48356029	28581	223	65.7
RG	Aph_woodhouseii_27904	NC_091013.1	48357119	48364116	6998	100	51.2
RG	Aph_woodhouseii_27904	NC_091013.1	48404475	48408339	3865	42	24.3
RG	Aph_woodhouseii_27904	NC_091013.1	48414636	48436297	21662	152	74.0
RG	Aph_woodhouseii_27904	NC_091013.1	48834696	48844470	9775	82	58.3
RG	Aph_woodhouseii_27904	NC_091013.1	49340406	49387554	47149	257	73.0
RG	Aph_woodhouseii_27904	NC_091013.1	49496758	49502239	5482	34	31.2
RG	Aph_woodhouseii_27904	NC_091013.1	49641996	49647648	5653	46	13.3
RG	Aph_woodhouseii_27904	NC_091013.1	49753558	49762766	9209	60	47.6
RG	Aph_woodhouseii_27904	NC_091013.1	49864800	49873668	8869	78	52.1
RG	Aph_woodhouseii_27904	NC_091013.1	49925458	49935433	9976	67	57.2
RG	Aph_woodhouseii_27904	NC_091013.1	49942985	49951715	8731	96	60.5
RG	Aph_woodhouseii_27904	NC_091013.1	50008809	50019515	10707	132	44.2
RG	Aph_woodhouseii_27904	NC_091013.1	50402199	50407961	5763	52	46.4
RG	Aph_woodhouseii_27904	NC_091013.1	50421203	50453403	32201	191	60.2
RG	Aph_woodhouseii_27904	NC_091013.1	50813819	50826689	12871	104	16.6
RG	Aph_woodhouseii_27904	NC_091013.1	50980406	50984875	4470	37	18.4
RG	Aph_woodhouseii_27904	NC_091013.1	51076544	51091578	15035	92	75.3
RG	Aph_woodhouseii_27904	NC_091013.1	51161092	51171006	9915	65	38.0
RG	Aph_woodhouseii_27904	NC_091013.1	51960217	52017445	57229	443	89.8
RG	Aph_woodhouseii_27904	NC_091013.1	52624168	52707299	83132	405	79.1
RG	Aph_woodhouseii_27904	NC_091013.1	52802522	52809207	6686	39	20.5
RG	Aph_woodhouseii_27904	NC_091013.1	52821744	52837294	15551	102	19.2
RG	Aph_woodhouseii_27904	NC_091013.1	52893253	52897415	4163	35	30.1
RG	Aph_woodhouseii_27904	NC_091013.1	52920089	52927460	7372	62	26.7
RG	Aph_woodhouseii_27904	NC_091013.1	53009930	53012540	2611	42	24.9
RG	Aph_woodhouseii_27904	NC_091013.1	53208424	53210990	2567	39	16.0
RG	Aph_woodhouseii_27904	NC_091013.1	53226168	53235764	9597	77	43.4
RG	Aph_woodhouseii_27904	NC_091013.1	53392469	53401976	9508	80	43.8
RG	Aph_woodhouseii_27904	NC_091013.1	53827422	53831283	3862	44	6.1
RG	Aph_woodhouseii_27904	NC_091013.1	53918155	54097751	179597	1244	96.0
RG	Aph_woodhouseii_27904	NC_091013.1	54275454	54303912	28459	145	65.7
RG	Aph_woodhouseii_27904	NC_091013.1	54573730	54589807	16078	75	64.5
RG	Aph_woodhouseii_27904	NC_091013.1	54726074	54738228	12155	86	48.6
RG	Aph_woodhouseii_27904	NC_091013.1	54925050	54951926	26877	220	62.7
RG	Aph_woodhouseii_27904	NC_091013.1	55033740	55040220	6481	66	36.2
RG	Aph_woodhouseii_27904	NC_091013.1	55048096	55060225	12130	110	40.3
RG	Aph_woodhouseii_27904	NC_091013.1	55090108	55112092	21985	277	84.5
RG	Aph_woodhouseii_27904	NC_091013.1	55137888	55142402	4515	46	13.3
RG	Aph_woodhouseii_27904	NC_091013.1	55192175	55226398	34224	229	78.3
RG	Aph_woodhouseii_27904	NC_091013.1	55287206	55298773	11568	79	67.3
RG	Aph_woodhouseii_27904	NC_091013.1	55377321	55380902	3582	43	47.1
RG	Aph_woodhouseii_27904	NC_091013.1	55457832	55467571	9740	86	19.9
RG	Aph_woodhouseii_27904	NC_091013.1	55488148	55529186	41039	215	74.0
RG	Aph_woodhouseii_27904	NC_091013.1	55594773	55599144	4372	47	15.4
RG	Aph_woodhouseii_27904	NC_091013.1	55601321	55645570	44250	245	65.2
RG	Aph_woodhouseii_27904	NC_091013.1	55881452	55888655	7204	62	17.2
RG	Aph_woodhouseii_27904	NC_091013.1	56132179	56138304	6126	71	39.7
RG	Aph_woodhouseii_27904	NC_091013.1	56157458	56183071	25614	231	81.6
RG	Aph_woodhouseii_27904	NC_091013.1	56275533	56286018	10486	106	54.3
RG	Aph_woodhouseii_27904	NC_091013.1	56302765	56310159	7395	51	26.4
RG	Aph_woodhouseii_27904	NC_091013.1	56314133	56319713	5581	67	11.7
RG	Aph_woodhouseii_27904	NC_091013.1	56355838	56360267	4430	38	18.3
RG	Aph_woodhouseii_27904	NC_091013.1	56400648	56406251	5604	65	28.6
RG	Aph_woodhouseii_27904	NC_091013.1	56509495	56516643	7149	53	51.3
RG	Aph_woodhouseii_27904	NC_091013.1	56551171	56554566	3396	42	23.7
RG	Aph_woodhouseii_27904	NC_091013.1	58641910	58652835	10926	47	53.5
RG	Aph_woodhouseii_27904	NC_091013.1	58866212	58894971	28760	154	58.2
RG	Aph_woodhouseii_27904	NC_091013.1	59339039	59345705	6667	44	43.4
RG	Aph_woodhouseii_27904	NC_091013.1	59346672	59363877	17206	138	74.3
RG	Aph_woodhouseii_27904	NC_091013.1	59367672	59373777	6106	33	30.0
RG	Aph_woodhouseii_27904	NC_091013.1	59481976	59513056	31081	170	59.5
RG	Aph_woodhouseii_27904	NC_091013.1	59790712	59796796	6085	46	36.7
RG	Aph_woodhouseii_27904	NC_091013.1	59843637	59848553	4917	56	41.8
RG	Aph_woodhouseii_27904	NC_091013.1	59921169	59946643	25475	148	57.9
RG	Aph_woodhouseii_27904	NC_091013.1	60227411	60230132	2722	28	9.3
RG	Aph_woodhouseii_27904	NC_091013.1	60351288	60353511	2224	33	18.5
RG	Aph_woodhouseii_27904	NC_091013.1	60630746	60747519	116774	872	94.2
RG	Aph_woodhouseii_27904	NC_091013.1	61196171	61203310	7140	43	32.9
RG	Aph_woodhouseii_27904	NC_091013.1	61242148	61292217	50070	419	78.6
RG	Aph_woodhouseii_27904	NC_091013.1	61352097	61389787	37691	242	72.5
RG	Aph_woodhouseii_27904	NC_091013.1	61529509	61533243	3735	29	14.7
RG	Aph_woodhouseii_27904	NC_091013.1	61720447	61727781	7335	56	39.9
RG	Aph_woodhouseii_27904	NC_091013.1	61911029	61916406	5378	46	43.8
RG	Aph_woodhouseii_27904	NC_091013.1	61928819	61945728	16910	104	29.1
RG	Aph_woodhouseii_27904	NC_091013.1	62267782	62281715	13934	84	36.8
RG	Aph_woodhouseii_27904	NC_091013.1	62523227	62528092	4866	56	28.9
RG	Aph_woodhouseii_27904	NC_091013.1	62724966	62729165	4200	29	11.7
RG	Aph_woodhouseii_27904	NC_091013.1	62865641	62922896	57256	302	76.4
RG	Aph_woodhouseii_27904	NC_091013.1	62985962	63006397	20436	144	75.5
RG	Aph_woodhouseii_27904	NC_091013.1	63248000	63257785	9786	44	14.4
RG	Aph_woodhouseii_27904	NC_091013.1	63427020	63447384	20365	132	77.9
RG	Aph_woodhouseii_27904	NC_091013.1	63461000	63511338	50339	324	90.1
RG	Aph_woodhouseii_27904	NC_091013.1	63776709	64025103	248395	1509	92.3
RG	Aph_woodhouseii_27904	NC_091013.1	64034792	64039667	4876	43	28.2
