# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_342022.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_342022.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_342022	NC_091013.1	28165783	28172640	6858	54	59.8
RG	Aph_californica_342022	NC_091013.1	28174182	28178972	4791	37	33.4
RG	Aph_californica_342022	NC_091013.1	28360211	28374270	14060	65	55.9
RG	Aph_californica_342022	NC_091013.1	28522587	28525827	3241	49	36.1
RG	Aph_californica_342022	NC_091013.1	28718803	28729584	10782	66	50.8
RG	Aph_californica_342022	NC_091013.1	28786418	28794992	8575	59	36.4
RG	Aph_californica_342022	NC_091013.1	28828356	28835656	7301	52	4.9
RG	Aph_californica_342022	NC_091013.1	28985887	29000918	15032	101	40.0
RG	Aph_californica_342022	NC_091013.1	29115838	29153530	37693	179	80.6
RG	Aph_californica_342022	NC_091013.1	29736657	29743408	6752	52	36.5
RG	Aph_californica_342022	NC_091013.1	29825387	29837065	11679	66	55.4
RG	Aph_californica_342022	NC_091013.1	30607677	30612137	4461	38	37.7
RG	Aph_californica_342022	NC_091013.1	30759748	30764826	5079	36	33.0
RG	Aph_californica_342022	NC_091013.1	31812332	31830464	18133	132	67.8
RG	Aph_californica_342022	NC_091013.1	31908284	31914860	6577	51	8.2
RG	Aph_californica_342022	NC_091013.1	32450249	32466215	15967	82	56.0
RG	Aph_californica_342022	NC_091013.1	33121364	33124578	3215	30	16.3
RG	Aph_californica_342022	NC_091013.1	33137992	33147659	9668	85	55.3
RG	Aph_californica_342022	NC_091013.1	33202488	33206310	3823	31	23.0
RG	Aph_californica_342022	NC_091013.1	33501177	33512979	11803	93	72.9
RG	Aph_californica_342022	NC_091013.1	33658448	33667779	9332	45	32.3
RG	Aph_californica_342022	NC_091013.1	33789141	33793520	4380	35	8.8
RG	Aph_californica_342022	NC_091013.1	34059681	34062400	2720	37	8.7
RG	Aph_californica_342022	NC_091013.1	34368386	34449131	80746	464	85.4
RG	Aph_californica_342022	NC_091013.1	34992445	35004505	12061	70	67.6
RG	Aph_californica_342022	NC_091013.1	35024177	35038878	14702	94	47.2
RG	Aph_californica_342022	NC_091013.1	35451282	35458347	7066	85	52.9
RG	Aph_californica_342022	NC_091013.1	35560293	35568872	8580	67	51.4
RG	Aph_californica_342022	NC_091013.1	35607384	35620681	13298	91	58.9
RG	Aph_californica_342022	NC_091013.1	35626623	35631298	4676	48	22.1
RG	Aph_californica_342022	NC_091013.1	35769991	35775320	5330	57	24.0
RG	Aph_californica_342022	NC_091013.1	35823821	35841971	18151	157	83.3
RG	Aph_californica_342022	NC_091013.1	35932244	35937785	5542	46	36.3
RG	Aph_californica_342022	NC_091013.1	36515826	36537624	21799	148	61.6
RG	Aph_californica_342022	NC_091013.1	36724312	36733167	8856	82	64.8
RG	Aph_californica_342022	NC_091013.1	36742326	36754680	12355	88	39.7
RG	Aph_californica_342022	NC_091013.1	37082215	37089440	7226	46	41.0
RG	Aph_californica_342022	NC_091013.1	37131187	37151162	19976	154	78.6
RG	Aph_californica_342022	NC_091013.1	37479253	37483399	4147	43	47.4
RG	Aph_californica_342022	NC_091013.1	37569696	37572959	3264	30	15.0
RG	Aph_californica_342022	NC_091013.1	37620869	37631984	11116	102	53.1
RG	Aph_californica_342022	NC_091013.1	37898541	37907861	9321	92	63.4
RG	Aph_californica_342022	NC_091013.1	37953161	37959139	5979	39	19.7
RG	Aph_californica_342022	NC_091013.1	38052741	38057074	4334	63	55.7
RG	Aph_californica_342022	NC_091013.1	38069918	38092230	22313	192	78.4
RG	Aph_californica_342022	NC_091013.1	38592986	38599600	6615	78	42.6
RG	Aph_californica_342022	NC_091013.1	38638929	38643780	4852	29	15.6
RG	Aph_californica_342022	NC_091013.1	39999518	40022796	23279	122	58.2
RG	Aph_californica_342022	NC_091013.1	40272746	40277068	4323	32	26.7
RG	Aph_californica_342022	NC_091013.1	40455211	40461567	6357	60	43.3
RG	Aph_californica_342022	NC_091013.1	40691420	40707437	16018	83	53.9
RG	Aph_californica_342022	NC_091013.1	40712537	40724125	11589	56	33.5
RG	Aph_californica_342022	NC_091013.1	41064418	41081916	17499	112	60.5
RG	Aph_californica_342022	NC_091013.1	41259419	41283650	24232	178	57.9
RG	Aph_californica_342022	NC_091013.1	42670480	42674527	4048	38	17.4
RG	Aph_californica_342022	NC_091013.1	42877042	42886093	9052	79	49.4
RG	Aph_californica_342022	NC_091013.1	43355372	43363208	7837	43	12.5
RG	Aph_californica_342022	NC_091013.1	43484662	43517162	32501	191	73.2
RG	Aph_californica_342022	NC_091013.1	43705131	43712582	7452	72	52.9
RG	Aph_californica_342022	NC_091013.1	43776225	43852598	76374	419	77.4
RG	Aph_californica_342022	NC_091013.1	43869358	43871461	2104	30	12.9
RG	Aph_californica_342022	NC_091013.1	43940766	43947600	6835	65	43.3
RG	Aph_californica_342022	NC_091013.1	43952613	43961391	8779	87	44.4
RG	Aph_californica_342022	NC_091013.1	44072134	44080800	8667	77	26.6
RG	Aph_californica_342022	NC_091013.1	44158179	44163728	5550	66	57.9
RG	Aph_californica_342022	NC_091013.1	44534464	44547104	12641	96	10.8
RG	Aph_californica_342022	NC_091013.1	44616114	44622413	6300	55	19.9
RG	Aph_californica_342022	NC_091013.1	44782231	44785027	2797	52	30.6
RG	Aph_californica_342022	NC_091013.1	44810990	44816922	5933	48	21.1
RG	Aph_californica_342022	NC_091013.1	45224024	45235165	11142	102	52.6
RG	Aph_californica_342022	NC_091013.1	45570763	45573703	2941	34	8.8
RG	Aph_californica_342022	NC_091013.1	45721180	45724636	3457	36	31.1
RG	Aph_californica_342022	NC_091013.1	45915087	45917720	2634	40	14.5
RG	Aph_californica_342022	NC_091013.1	46187226	46188963	1738	28	7.5
RG	Aph_californica_342022	NC_091013.1	46469216	46475840	6625	37	8.2
RG	Aph_californica_342022	NC_091013.1	46918817	46920907	2091	29	19.3
RG	Aph_californica_342022	NC_091013.1	47057508	47081396	23889	198	78.2
RG	Aph_californica_342022	NC_091013.1	48123311	48132711	9401	69	30.5
RG	Aph_californica_342022	NC_091013.1	48136216	48139391	3176	47	43.9
RG	Aph_californica_342022	NC_091013.1	49471481	49490694	19214	136	48.9
RG	Aph_californica_342022	NC_091013.1	49576245	49585333	9089	79	66.7
RG	Aph_californica_342022	NC_091013.1	49779052	49803069	24018	159	59.3
RG	Aph_californica_342022	NC_091013.1	49856872	49864306	7435	44	28.8
RG	Aph_californica_342022	NC_091013.1	49986359	49994105	7747	67	42.4
RG	Aph_californica_342022	NC_091013.1	50280407	50283337	2931	49	20.6
RG	Aph_californica_342022	NC_091013.1	50427811	50441887	14077	102	45.3
RG	Aph_californica_342022	NC_091013.1	50617090	50625338	8249	51	12.7
RG	Aph_californica_342022	NC_091013.1	50628934	50635273	6340	58	49.1
RG	Aph_californica_342022	NC_091013.1	51319936	51325659	5724	44	10.7
RG	Aph_californica_342022	NC_091013.1	51327248	51346690	19443	92	50.3
RG	Aph_californica_342022	NC_091013.1	51348874	51360590	11717	87	67.5
RG	Aph_californica_342022	NC_091013.1	51364333	51371560	7228	79	17.4
RG	Aph_californica_342022	NC_091013.1	51388793	51399048	10256	55	24.1
RG	Aph_californica_342022	NC_091013.1	51544342	51563988	19647	120	53.2
RG	Aph_californica_342022	NC_091013.1	51626543	51634059	7517	36	20.1
RG	Aph_californica_342022	NC_091013.1	51648772	51654630	5859	61	38.8
RG	Aph_californica_342022	NC_091013.1	51683169	51702699	19531	121	59.4
RG	Aph_californica_342022	NC_091013.1	51900820	51908121	7302	73	29.3
RG	Aph_californica_342022	NC_091013.1	51978523	51980267	1745	32	22.8
RG	Aph_californica_342022	NC_091013.1	52057938	52061703	3766	31	18.6
RG	Aph_californica_342022	NC_091013.1	52408344	52468247	59904	294	79.2
RG	Aph_californica_342022	NC_091013.1	52560900	52571313	10414	46	50.1
RG	Aph_californica_342022	NC_091013.1	52842991	52860653	17663	164	76.6
RG	Aph_californica_342022	NC_091013.1	52945195	52969968	24774	153	77.3
RG	Aph_californica_342022	NC_091013.1	53126215	53132408	6194	70	56.6
RG	Aph_californica_342022	NC_091013.1	53281405	53288646	7242	90	66.1
RG	Aph_californica_342022	NC_091013.1	53332290	53337473	5184	54	32.4
RG	Aph_californica_342022	NC_091013.1	53358888	53360623	1736	27	7.3
RG	Aph_californica_342022	NC_091013.1	53535657	53551187	15531	107	74.9
RG	Aph_californica_342022	NC_091013.1	53590462	53600445	9984	106	41.3
RG	Aph_californica_342022	NC_091013.1	53828944	53836067	7124	69	16.9
RG	Aph_californica_342022	NC_091013.1	54194936	54202199	7264	52	8.8
RG	Aph_californica_342022	NC_091013.1	54317178	54321022	3845	48	20.1
RG	Aph_californica_342022	NC_091013.1	54502251	54518853	16603	103	39.8
RG	Aph_californica_342022	NC_091013.1	55049280	55052376	3097	39	23.3
RG	Aph_californica_342022	NC_091013.1	55123940	55140290	16351	145	74.3
RG	Aph_californica_342022	NC_091013.1	55186661	55193369	6709	52	7.4
RG	Aph_californica_342022	NC_091013.1	55205784	55216550	10767	75	48.2
RG	Aph_californica_342022	NC_091013.1	55232857	55241695	8839	46	16.7
RG	Aph_californica_342022	NC_091013.1	55275402	55292644	17243	147	56.3
RG	Aph_californica_342022	NC_091013.1	55802292	55805688	3397	37	22.0
RG	Aph_californica_342022	NC_091013.1	56043679	56049440	5762	46	34.2
RG	Aph_californica_342022	NC_091013.1	56344172	56346816	2645	33	29.1
RG	Aph_californica_342022	NC_091013.1	56372866	56387372	14507	130	64.2
RG	Aph_californica_342022	NC_091013.1	57059520	57065679	6160	43	10.7
RG	Aph_californica_342022	NC_091013.1	57070212	57101314	31103	72	9.7
RG	Aph_californica_342022	NC_091013.1	58711227	58715343	4117	29	20.7
RG	Aph_californica_342022	NC_091013.1	58895562	58902118	6557	54	37.2
RG	Aph_californica_342022	NC_091013.1	58974571	58997160	22590	161	45.8
RG	Aph_californica_342022	NC_091013.1	59010246	59017487	7242	56	43.5
RG	Aph_californica_342022	NC_091013.1	59121989	59132951	10963	100	62.8
RG	Aph_californica_342022	NC_091013.1	59198778	59206026	7249	46	38.5
RG	Aph_californica_342022	NC_091013.1	59321457	59328508	7052	47	18.3
RG	Aph_californica_342022	NC_091013.1	59764539	59770062	5524	53	27.6
RG	Aph_californica_342022	NC_091013.1	59844075	59855787	11713	110	74.7
RG	Aph_californica_342022	NC_091013.1	59928120	59970542	42423	205	78.2
RG	Aph_californica_342022	NC_091013.1	60050542	60056441	5900	46	47.5
RG	Aph_californica_342022	NC_091013.1	60825254	60838921	13668	108	67.2
RG	Aph_californica_342022	NC_091013.1	60906176	60915322	9147	56	34.5
RG	Aph_californica_342022	NC_091013.1	61040790	61064004	23215	177	53.4
RG	Aph_californica_342022	NC_091013.1	61127318	61132269	4952	64	21.0
RG	Aph_californica_342022	NC_091013.1	61151477	61154430	2954	41	39.3
RG	Aph_californica_342022	NC_091013.1	61524879	61540442	15564	131	41.5
RG	Aph_californica_342022	NC_091013.1	61614930	61650712	35783	210	33.4
RG	Aph_californica_342022	NC_091013.1	61963523	61968096	4574	35	8.6
RG	Aph_californica_342022	NC_091013.1	61981232	61985072	3841	29	16.4
RG	Aph_californica_342022	NC_091013.1	62014559	62052572	38014	194	63.7
RG	Aph_californica_342022	NC_091013.1	62072101	62082401	10301	57	48.4
RG	Aph_californica_342022	NC_091013.1	62288134	62293730	5597	36	7.1
RG	Aph_californica_342022	NC_091013.1	62697493	62708990	11498	86	47.7
RG	Aph_californica_342022	NC_091013.1	62723395	62728052	4658	28	19.5
RG	Aph_californica_342022	NC_091013.1	62873104	62882628	9525	72	60.1
RG	Aph_californica_342022	NC_091013.1	63466098	63473868	7771	54	22.6
RG	Aph_californica_342022	NC_091013.1	63653451	63668285	14835	97	52.6
RG	Aph_californica_342022	NC_091013.1	64394680	64400828	6149	40	20.8
RG	Aph_californica_342022	NC_091013.1	64489648	64496095	6448	45	11.9
RG	Aph_californica_342022	NC_091013.1	64496911	64505019	8109	54	16.7
RG	Aph_californica_342022	NC_091013.1	64952365	64988439	36075	256	82.1
RG	Aph_californica_342022	NC_091013.1	65381490	65385318	3829	38	15.1
RG	Aph_californica_342022	NC_091013.1	65466424	65494390	27967	200	65.0
RG	Aph_californica_342022	NC_091013.1	65759426	65795170	35745	220	77.9
RG	Aph_californica_342022	NC_091013.1	66404732	66442631	37900	249	49.7
RG	Aph_californica_342022	NC_091013.1	66666870	66685800	18931	92	64.6
RG	Aph_californica_342022	NC_091013.1	66704533	66710761	6229	49	21.7
RG	Aph_californica_342022	NC_091013.1	66909927	66918324	8398	69	58.9
RG	Aph_californica_342022	NC_091013.1	67578155	67587306	9152	63	53.1
RG	Aph_californica_342022	NC_091013.1	67883689	67889822	6134	73	60.4
RG	Aph_californica_342022	NC_091013.1	67921421	67934135	12715	127	55.2
RG	Aph_californica_342022	NC_091013.1	67976143	67978899	2757	34	25.8
RG	Aph_californica_342022	NC_091013.1	68083399	68085863	2465	28	11.7
RG	Aph_californica_342022	NC_091013.1	68115652	68129279	13628	113	64.5
RG	Aph_californica_342022	NC_091013.1	68193250	68197416	4167	46	50.3
RG	Aph_californica_342022	NC_091013.1	68296667	68304933	8267	100	64.7
RG	Aph_californica_342022	NC_091013.1	68417240	68427072	9833	107	46.5
RG	Aph_californica_342022	NC_091013.1	68439050	68444399	5350	58	31.3
RG	Aph_californica_342022	NC_091013.1	68863437	68868403	4967	42	5.1
RG	Aph_californica_342022	NC_091013.1	68870288	68875367	5080	52	47.4
RG	Aph_californica_342022	NC_091013.1	69249402	69256865	7464	66	48.8
RG	Aph_californica_342022	NC_091013.1	69318672	69325337	6666	53	22.1
RG	Aph_californica_342022	NC_091013.1	69403793	69407309	3517	39	15.3
RG	Aph_californica_342022	NC_091013.1	69521822	69535151	13330	77	65.6
RG	Aph_californica_342022	NC_091013.1	69541477	69562720	21244	95	20.4
RG	Aph_californica_342022	NC_091013.1	69568821	69579112	10292	71	30.9
RG	Aph_californica_342022	NC_091013.1	69729888	69736103	6216	90	29.2
RG	Aph_californica_342022	NC_091013.1	70364957	70385782	20826	115	58.5
RG	Aph_californica_342022	NC_091013.1	70804571	70873039	68469	500	86.2
RG	Aph_californica_342022	NC_091013.1	71087764	71091848	4085	53	29.3
RG	Aph_californica_342022	NC_091013.1	71485843	71503871	18029	96	65.9
RG	Aph_californica_342022	NC_091013.1	71674458	71677271	2814	29	13.8
RG	Aph_californica_342022	NC_091013.1	72132096	72136116	4021	72	61.2
RG	Aph_californica_342022	NC_091013.1	72285891	72288391	2501	29	16.0
RG	Aph_californica_342022	NC_091013.1	72421625	72428446	6822	58	28.4
RG	Aph_californica_342022	NC_091013.1	72553645	72561039	7395	64	64.7
RG	Aph_californica_342022	NC_091013.1	73080667	73096040	15374	83	64.9
RG	Aph_californica_342022	NC_091013.1	73343218	73352650	9433	49	44.9
RG	Aph_californica_342022	NC_091013.1	74577014	74587475	10462	47	34.8
RG	Aph_californica_342022	NC_091013.1	75180788	75183390	2603	30	11.9
RG	Aph_californica_342022	NC_091013.1	75245147	75262043	16897	129	73.6
RG	Aph_californica_342022	NC_091013.1	76137923	76146344	8422	88	62.7
RG	Aph_californica_342022	NC_091013.1	76595854	76601556	5703	41	8.6
RG	Aph_californica_342022	NC_091013.1	76912882	76914774	1893	29	14.7
RG	Aph_californica_342022	NC_091013.1	77119960	77125967	6008	64	61.7
RG	Aph_californica_342022	NC_091013.1	77569470	77585091	15622	124	73.1
RG	Aph_californica_342022	NC_091013.1	77602974	77612162	9189	75	62.0
RG	Aph_californica_342022	NC_091013.1	77757941	77760035	2095	26	7.5
RG	Aph_californica_342022	NC_091013.1	77835635	77843370	7736	83	47.3
RG	Aph_californica_342022	NC_091013.1	77872986	77878177	5192	39	42.9
RG	Aph_californica_342022	NC_091013.1	78130045	78135108	5064	44	33.3
RG	Aph_californica_342022	NC_091013.1	78308480	78314071	5592	50	18.6
RG	Aph_californica_342022	NC_091013.1	78758926	78771364	12439	72	60.3
RG	Aph_californica_342022	NC_091013.1	78984489	78989214	4726	70	46.1
RG	Aph_californica_342022	NC_091013.1	79292978	79297643	4666	51	27.8
RG	Aph_californica_342022	NC_091013.1	79645100	79652687	7588	86	42.9
RG	Aph_californica_342022	NC_091013.1	80429594	80439420	9827	97	74.4
RG	Aph_californica_342022	NC_091013.1	80571626	80573854	2229	36	27.5
RG	Aph_californica_342022	NC_091013.1	81694603	81707108	12506	99	72.4
RG	Aph_californica_342022	NC_091013.1	81809957	81819585	9629	95	26.1
RG	Aph_californica_342022	NC_091013.1	82333037	82343383	10347	73	49.8
RG	Aph_californica_342022	NC_091013.1	82412896	82443069	30174	218	85.3
RG	Aph_californica_342022	NC_091013.1	82549492	82561400	11909	75	62.3
RG	Aph_californica_342022	NC_091013.1	82663287	82681603	18317	129	80.5
RG	Aph_californica_342022	NC_091013.1	82785404	82791649	6246	52	40.8
RG	Aph_californica_342022	NC_091013.1	82966584	82967879	1296	51	17.8
RG	Aph_californica_342022	NC_091013.1	83424941	83428655	3715	36	38.5
RG	Aph_californica_342022	NC_091013.1	83548328	83558543	10216	86	23.7
RG	Aph_californica_342022	NC_091013.1	84218432	84223086	4655	53	14.2
RG	Aph_californica_342022	NC_091013.1	84445632	84453392	7761	64	57.4
RG	Aph_californica_342022	NC_091013.1	84496287	84507051	10765	57	47.6
RG	Aph_californica_342022	NC_091013.1	84843824	84846590	2767	32	16.9
RG	Aph_californica_342022	NC_091013.1	84958952	84965440	6489	55	31.4
RG	Aph_californica_342022	NC_091013.1	85958095	85962721	4627	53	39.0
RG	Aph_californica_342022	NC_091013.1	86507807	86511994	4188	54	59.9
RG	Aph_californica_342022	NC_091013.1	86759043	86772132	13090	101	68.6
RG	Aph_californica_342022	NC_091013.1	86797652	86811439	13788	110	74.6
RG	Aph_californica_342022	NC_091013.1	86955270	86961673	6404	49	36.1
RG	Aph_californica_342022	NC_091013.1	86988780	86991119	2340	33	25.2
RG	Aph_californica_342022	NC_091013.1	87128798	87145639	16842	121	71.3
RG	Aph_californica_342022	NC_091013.1	87153667	87157959	4293	36	7.5
RG	Aph_californica_342022	NC_091013.1	87423119	87426326	3208	38	17.7
RG	Aph_californica_342022	NC_091013.1	87489287	87492788	3502	36	10.9
RG	Aph_californica_342022	NC_091013.1	87670367	87684891	14525	122	54.5
RG	Aph_californica_342022	NC_091013.1	87776355	87791143	14789	39	40.5
RG	Aph_californica_342022	NC_091013.1	87815169	87818396	3228	44	27.6
RG	Aph_californica_342022	NC_091013.1	87884879	87891687	6809	54	47.6
RG	Aph_californica_342022	NC_091013.1	88637787	88639610	1824	37	9.5
RG	Aph_californica_342022	NC_091013.1	88731285	88741710	10426	62	59.8
RG	Aph_californica_342022	NC_091013.1	88887161	88895110	7950	57	29.4
RG	Aph_californica_342022	NC_091013.1	88963544	88971775	8232	94	45.0
RG	Aph_californica_342022	NC_091013.1	89844994	89852837	7844	75	60.7
RG	Aph_californica_342022	NC_091013.1	90055214	90068794	13581	66	46.3
RG	Aph_californica_342022	NC_091013.1	90529151	90533833	4683	50	17.3
RG	Aph_californica_342022	NC_091013.1	91623746	91627002	3257	28	7.0
RG	Aph_californica_342022	NC_091013.1	92597471	92602392	4922	30	18.9
RG	Aph_californica_342022	NC_091013.1	93154448	93161601	7154	48	52.3
RG	Aph_californica_342022	NC_091013.1	93171535	93183995	12461	86	54.6
RG	Aph_californica_342022	NC_091013.1	95085472	95088015	2544	37	7.0
RG	Aph_californica_342022	NC_091013.1	95783726	95785489	1764	32	19.8
RG	Aph_californica_342022	NC_091013.1	95900174	95902134	1961	40	16.1
RG	Aph_californica_342022	NC_091013.1	97599441	97604074	4634	32	23.9
RG	Aph_californica_342022	NC_091013.1	98353842	98358180	4339	109	48.9
RG	Aph_californica_342022	NC_091013.1	99704498	99718848	14351	90	64.5
RG	Aph_californica_342022	NC_091013.1	99809230	99814649	5420	41	22.7
RG	Aph_californica_342022	NC_091013.1	100386447	100392674	6228	38	11.9
RG	Aph_californica_342022	NC_091013.1	100698353	100704196	5844	64	54.7
RG	Aph_californica_342022	NC_091013.1	101204221	101207548	3328	40	42.0
RG	Aph_californica_342022	NC_091013.1	101861846	101864197	2352	33	24.0
RG	Aph_californica_342022	NC_091013.1	102167103	102174299	7197	48	47.6
RG	Aph_californica_342022	NC_091013.1	102672768	102674174	1407	30	12.0
RG	Aph_californica_342022	NC_091013.1	103348375	103379968	31594	202	74.7
RG	Aph_californica_342022	NC_091013.1	103449501	103578149	128649	855	94.9
RG	Aph_californica_342022	NC_091013.1	103580342	103612732	32391	189	86.4
RG	Aph_californica_342022	NC_091013.1	103651847	103664351	12505	112	67.6
RG	Aph_californica_342022	NC_091013.1	103686753	103705410	18658	105	76.4
RG	Aph_californica_342022	NC_091013.1	103815860	103824341	8482	43	18.7
