# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_334041.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_334041.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_334041	NC_091013.1	19935044	19942434	7391	70	46.4
RG	Aph_californica_334041	NC_091013.1	21078915	21082905	3991	58	42.2
RG	Aph_californica_334041	NC_091013.1	21372072	21375149	3078	54	29.4
RG	Aph_californica_334041	NC_091013.1	21673829	21683787	9959	97	9.2
RG	Aph_californica_334041	NC_091013.1	22041386	22069406	28021	169	42.7
RG	Aph_californica_334041	NC_091013.1	22246232	22266573	20342	160	79.7
RG	Aph_californica_334041	NC_091013.1	24571188	24573319	2132	29	14.5
RG	Aph_californica_334041	NC_091013.1	24693330	24695624	2295	31	20.8
RG	Aph_californica_334041	NC_091013.1	25954584	25970298	15715	108	39.2
RG	Aph_californica_334041	NC_091013.1	26838851	26843311	4461	54	18.2
RG	Aph_californica_334041	NC_091013.1	26975389	27000575	25187	141	64.0
RG	Aph_californica_334041	NC_091013.1	27192726	27204868	12143	81	7.5
RG	Aph_californica_334041	NC_091013.1	27481730	27498366	16637	113	73.6
RG	Aph_californica_334041	NC_091013.1	27616683	27624588	7906	68	44.1
RG	Aph_californica_334041	NC_091013.1	27715539	27726714	11176	88	47.0
RG	Aph_californica_334041	NC_091013.1	28016370	28026680	10311	77	58.5
RG	Aph_californica_334041	NC_091013.1	28107331	28113067	5737	66	8.3
RG	Aph_californica_334041	NC_091013.1	28383159	28388516	5358	54	18.6
RG	Aph_californica_334041	NC_091013.1	28450593	28456575	5983	57	64.4
RG	Aph_californica_334041	NC_091013.1	28587497	28593594	6098	42	32.8
RG	Aph_californica_334041	NC_091013.1	28677501	28683112	5612	65	22.7
RG	Aph_californica_334041	NC_091013.1	28805911	28839446	33536	241	79.6
RG	Aph_californica_334041	NC_091013.1	29613670	29626999	13330	83	12.4
RG	Aph_californica_334041	NC_091013.1	29834565	29843462	8898	72	59.5
RG	Aph_californica_334041	NC_091013.1	30349775	30353886	4112	46	15.7
RG	Aph_californica_334041	NC_091013.1	30373270	30378845	5576	49	8.0
RG	Aph_californica_334041	NC_091013.1	30480226	30492513	12288	83	64.5
RG	Aph_californica_334041	NC_091013.1	30927946	30932293	4348	27	10.2
RG	Aph_californica_334041	NC_091013.1	31019289	31029609	10321	83	25.6
RG	Aph_californica_334041	NC_091013.1	31948080	31955408	7329	55	52.3
RG	Aph_californica_334041	NC_091013.1	32282343	32288707	6365	60	41.2
RG	Aph_californica_334041	NC_091013.1	32307993	32317742	9750	44	32.4
RG	Aph_californica_334041	NC_091013.1	32505808	32509689	3882	29	15.1
RG	Aph_californica_334041	NC_091013.1	33075567	33077563	1997	38	9.2
RG	Aph_californica_334041	NC_091013.1	33117363	33125559	8197	76	42.0
RG	Aph_californica_334041	NC_091013.1	33192180	33205963	13784	122	49.7
RG	Aph_californica_334041	NC_091013.1	33209332	33235331	26000	160	75.7
RG	Aph_californica_334041	NC_091013.1	33484005	33506973	22969	85	16.6
RG	Aph_californica_334041	NC_091013.1	34058653	34073462	14810	128	66.6
RG	Aph_californica_334041	NC_091013.1	34626630	34629260	2631	29	10.5
RG	Aph_californica_334041	NC_091013.1	34652800	34687539	34740	172	41.7
RG	Aph_californica_334041	NC_091013.1	35116421	35120345	3925	47	38.3
RG	Aph_californica_334041	NC_091013.1	35125067	35132068	7002	66	44.4
RG	Aph_californica_334041	NC_091013.1	35360498	35385592	25095	213	58.8
RG	Aph_californica_334041	NC_091013.1	35451282	35458347	7066	88	24.7
RG	Aph_californica_334041	NC_091013.1	35759028	35770620	11593	88	55.0
RG	Aph_californica_334041	NC_091013.1	35778235	35784764	6530	31	20.8
RG	Aph_californica_334041	NC_091013.1	35807931	35815995	8065	62	17.0
RG	Aph_californica_334041	NC_091013.1	36174592	36179534	4943	42	12.4
RG	Aph_californica_334041	NC_091013.1	36209385	36267573	58189	373	81.8
RG	Aph_californica_334041	NC_091013.1	36267817	36335172	67356	440	84.6
RG	Aph_californica_334041	NC_091013.1	36555358	36568421	13064	100	71.2
RG	Aph_californica_334041	NC_091013.1	37193894	37207743	13850	109	20.9
RG	Aph_californica_334041	NC_091013.1	37274835	37276830	1996	55	33.1
RG	Aph_californica_334041	NC_091013.1	37293851	37305997	12147	85	47.6
RG	Aph_californica_334041	NC_091013.1	37428728	37434491	5764	65	59.8
RG	Aph_californica_334041	NC_091013.1	37878489	37882703	4215	38	28.3
RG	Aph_californica_334041	NC_091013.1	37996980	38013096	16117	120	56.5
RG	Aph_californica_334041	NC_091013.1	38234226	38237738	3513	26	9.6
RG	Aph_californica_334041	NC_091013.1	38310126	38329830	19705	132	22.9
RG	Aph_californica_334041	NC_091013.1	38562674	38567588	4915	52	10.6
RG	Aph_californica_334041	NC_091013.1	38592986	38595541	2556	48	17.7
RG	Aph_californica_334041	NC_091013.1	38970232	38979926	9695	46	19.4
RG	Aph_californica_334041	NC_091013.1	38983220	38989914	6695	62	14.0
RG	Aph_californica_334041	NC_091013.1	39336224	39370504	34281	258	70.6
RG	Aph_californica_334041	NC_091013.1	39380230	39395203	14974	97	67.9
RG	Aph_californica_334041	NC_091013.1	39408088	39421455	13368	60	24.1
RG	Aph_californica_334041	NC_091013.1	39635794	39641650	5857	60	11.4
RG	Aph_californica_334041	NC_091013.1	40722164	40726933	4770	32	23.1
RG	Aph_californica_334041	NC_091013.1	40866211	40872371	6161	31	18.5
RG	Aph_californica_334041	NC_091013.1	41604680	41628281	23602	154	44.1
RG	Aph_californica_334041	NC_091013.1	41937907	41941245	3339	30	14.5
RG	Aph_californica_334041	NC_091013.1	42047138	42076087	28950	133	48.7
RG	Aph_californica_334041	NC_091013.1	42193637	42201568	7932	43	19.1
RG	Aph_californica_334041	NC_091013.1	42284611	42292785	8175	75	22.6
RG	Aph_californica_334041	NC_091013.1	42536027	42540954	4928	38	15.1
RG	Aph_californica_334041	NC_091013.1	42861737	42867301	5565	41	40.1
RG	Aph_californica_334041	NC_091013.1	43285964	43300119	14156	157	74.2
RG	Aph_californica_334041	NC_091013.1	43350538	43365338	14801	88	40.3
RG	Aph_californica_334041	NC_091013.1	43524351	43537576	13226	113	74.8
RG	Aph_californica_334041	NC_091013.1	43538627	43802394	263768	1772	89.1
RG	Aph_californica_334041	NC_091013.1	43953200	43964573	11374	128	38.3
RG	Aph_californica_334041	NC_091013.1	44004318	44015468	11151	68	55.3
RG	Aph_californica_334041	NC_091013.1	44021872	44030457	8586	82	58.2
RG	Aph_californica_334041	NC_091013.1	44106634	44111322	4689	34	6.2
RG	Aph_californica_334041	NC_091013.1	44320833	44323939	3107	31	17.0
RG	Aph_californica_334041	NC_091013.1	44505743	44509976	4234	49	58.9
RG	Aph_californica_334041	NC_091013.1	45071046	45074321	3276	63	52.9
RG	Aph_californica_334041	NC_091013.1	45339544	45342775	3232	46	30.1
RG	Aph_californica_334041	NC_091013.1	45464538	45467183	2646	28	17.2
RG	Aph_californica_334041	NC_091013.1	45572641	45578338	5698	57	46.3
RG	Aph_californica_334041	NC_091013.1	45788664	45796841	8178	92	62.1
RG	Aph_californica_334041	NC_091013.1	45806113	45812077	5965	78	34.2
RG	Aph_californica_334041	NC_091013.1	45892948	45909492	16545	118	31.1
RG	Aph_californica_334041	NC_091013.1	45912103	45921379	9277	86	62.7
RG	Aph_californica_334041	NC_091013.1	46144042	46160093	16052	146	82.2
RG	Aph_californica_334041	NC_091013.1	46437124	46444936	7813	118	57.6
RG	Aph_californica_334041	NC_091013.1	46615638	46620121	4484	45	9.4
RG	Aph_californica_334041	NC_091013.1	46779548	46785492	5945	57	39.6
RG	Aph_californica_334041	NC_091013.1	47362726	47365811	3086	39	42.3
RG	Aph_californica_334041	NC_091013.1	47837677	47842299	4623	52	59.4
RG	Aph_californica_334041	NC_091013.1	47960871	47963549	2679	56	25.2
RG	Aph_californica_334041	NC_091013.1	48151033	48158520	7488	51	12.9
RG	Aph_californica_334041	NC_091013.1	48296641	48307036	10396	114	43.3
RG	Aph_californica_334041	NC_091013.1	48340948	48345898	4951	74	45.9
RG	Aph_californica_334041	NC_091013.1	48356534	48358259	1726	80	56.0
RG	Aph_californica_334041	NC_091013.1	48405179	48415375	10197	68	40.0
RG	Aph_californica_334041	NC_091013.1	48840943	48846550	5608	47	23.9
RG	Aph_californica_334041	NC_091013.1	48956714	48962429	5716	48	56.1
RG	Aph_californica_334041	NC_091013.1	49007040	49013236	6197	37	13.9
RG	Aph_californica_334041	NC_091013.1	49064618	49071019	6402	43	35.4
RG	Aph_californica_334041	NC_091013.1	49762537	49782921	20385	127	63.9
RG	Aph_californica_334041	NC_091013.1	50021838	50029029	7192	44	15.2
RG	Aph_californica_334041	NC_091013.1	50288127	50293730	5604	58	55.6
RG	Aph_californica_334041	NC_091013.1	51118766	51125009	6244	53	13.8
RG	Aph_californica_334041	NC_091013.1	51364537	51370512	5976	71	49.2
RG	Aph_californica_334041	NC_091013.1	51409919	51418475	8557	64	66.0
RG	Aph_californica_334041	NC_091013.1	51567909	51581172	13264	80	63.7
RG	Aph_californica_334041	NC_091013.1	51649007	51652288	3282	38	20.1
RG	Aph_californica_334041	NC_091013.1	51878174	51888273	10100	67	37.0
RG	Aph_californica_334041	NC_091013.1	52145035	52157055	12021	70	21.3
RG	Aph_californica_334041	NC_091013.1	52205255	52218461	13207	90	58.7
RG	Aph_californica_334041	NC_091013.1	52284273	52288142	3870	48	37.0
RG	Aph_californica_334041	NC_091013.1	52735833	52745128	9296	36	12.8
RG	Aph_californica_334041	NC_091013.1	52754224	52768750	14527	107	69.0
RG	Aph_californica_334041	NC_091013.1	52794846	52798043	3198	50	56.5
RG	Aph_californica_334041	NC_091013.1	52838579	52849090	10512	93	32.0
RG	Aph_californica_334041	NC_091013.1	52920002	52926823	6822	56	41.8
RG	Aph_californica_334041	NC_091013.1	53049280	53109816	60537	372	64.2
RG	Aph_californica_334041	NC_091013.1	53125583	53135226	9644	88	75.5
RG	Aph_californica_334041	NC_091013.1	53294747	53297438	2692	41	42.0
RG	Aph_californica_334041	NC_091013.1	54078865	54082850	3986	38	15.0
RG	Aph_californica_334041	NC_091013.1	55633897	55638818	4922	37	15.6
RG	Aph_californica_334041	NC_091013.1	56814945	56828049	13105	98	37.2
RG	Aph_californica_334041	NC_091013.1	56873337	56877197	3861	51	40.6
RG	Aph_californica_334041	NC_091013.1	56986485	56996620	10136	92	17.6
RG	Aph_californica_334041	NC_091013.1	58993896	59016096	22201	156	45.3
RG	Aph_californica_334041	NC_091013.1	59097318	59118106	20789	133	40.5
RG	Aph_californica_334041	NC_091013.1	59341000	59350356	9357	90	59.3
RG	Aph_californica_334041	NC_091013.1	59558011	59560566	2556	28	9.4
RG	Aph_californica_334041	NC_091013.1	59644937	59657798	12862	89	71.3
RG	Aph_californica_334041	NC_091013.1	59790226	59794190	3965	32	22.9
RG	Aph_californica_334041	NC_091013.1	59879610	59889351	9742	83	48.5
RG	Aph_californica_334041	NC_091013.1	60071448	60084310	12863	58	35.4
RG	Aph_californica_334041	NC_091013.1	60237079	60240713	3635	29	8.6
RG	Aph_californica_334041	NC_091013.1	60274200	60286801	12602	120	80.3
RG	Aph_californica_334041	NC_091013.1	60291845	60299947	8103	45	16.6
RG	Aph_californica_334041	NC_091013.1	60494180	60502502	8323	89	30.2
RG	Aph_californica_334041	NC_091013.1	60557989	60562583	4595	56	42.7
RG	Aph_californica_334041	NC_091013.1	60671409	60685060	13652	87	38.6
RG	Aph_californica_334041	NC_091013.1	61068999	61074252	5254	53	6.7
RG	Aph_californica_334041	NC_091013.1	61204364	61215563	11200	81	49.3
RG	Aph_californica_334041	NC_091013.1	61260987	61264782	3796	27	9.0
RG	Aph_californica_334041	NC_091013.1	61487912	61502773	14862	88	29.1
RG	Aph_californica_334041	NC_091013.1	62141739	62165683	23945	163	72.4
RG	Aph_californica_334041	NC_091013.1	62278069	62286407	8339	64	56.0
RG	Aph_californica_334041	NC_091013.1	62294671	62299012	4342	32	25.2
RG	Aph_californica_334041	NC_091013.1	62569754	62589456	19703	112	57.8
RG	Aph_californica_334041	NC_091013.1	62850701	62855734	5034	45	10.9
RG	Aph_californica_334041	NC_091013.1	62873104	62878663	5560	36	22.8
RG	Aph_californica_334041	NC_091013.1	63621594	63626969	5376	61	52.6
RG	Aph_californica_334041	NC_091013.1	64051975	64059463	7489	59	56.1
RG	Aph_californica_334041	NC_091013.1	65062698	65067115	4418	55	20.5
RG	Aph_californica_334041	NC_091013.1	65606011	65615544	9534	47	51.9
RG	Aph_californica_334041	NC_091013.1	66109807	66115148	5342	66	52.5
RG	Aph_californica_334041	NC_091013.1	66416619	66446251	29633	208	42.5
RG	Aph_californica_334041	NC_091013.1	66560891	66564673	3783	30	11.0
RG	Aph_californica_334041	NC_091013.1	67091118	67100834	9717	67	62.8
RG	Aph_californica_334041	NC_091013.1	67120426	67137670	17245	100	13.3
RG	Aph_californica_334041	NC_091013.1	67558157	67567589	9433	60	51.2
RG	Aph_californica_334041	NC_091013.1	67882469	67886467	3999	36	5.5
RG	Aph_californica_334041	NC_091013.1	67896436	67900967	4532	29	16.9
RG	Aph_californica_334041	NC_091013.1	67925425	67929174	3750	47	35.9
RG	Aph_californica_334041	NC_091013.1	67973757	67980057	6301	70	15.7
RG	Aph_californica_334041	NC_091013.1	68068601	68073249	4649	61	33.2
RG	Aph_californica_334041	NC_091013.1	68311666	68314022	2357	33	29.0
RG	Aph_californica_334041	NC_091013.1	68328474	68349209	20736	121	74.6
RG	Aph_californica_334041	NC_091013.1	68352308	68362029	9722	78	60.7
RG	Aph_californica_334041	NC_091013.1	68366274	68470974	104701	799	81.0
RG	Aph_californica_334041	NC_091013.1	68480398	68501312	20915	173	87.7
RG	Aph_californica_334041	NC_091013.1	68576928	68581469	4542	91	26.3
RG	Aph_californica_334041	NC_091013.1	68706604	68712317	5714	50	30.2
RG	Aph_californica_334041	NC_091013.1	69396737	69399237	2501	49	49.4
RG	Aph_californica_334041	NC_091013.1	69590454	69609264	18811	110	27.7
RG	Aph_californica_334041	NC_091013.1	69758632	69765552	6921	55	45.7
RG	Aph_californica_334041	NC_091013.1	69784897	69787508	2612	47	18.1
RG	Aph_californica_334041	NC_091013.1	69832419	69839935	7517	61	44.6
RG	Aph_californica_334041	NC_091013.1	70170037	70176526	6490	33	31.3
RG	Aph_californica_334041	NC_091013.1	70226368	70229704	3337	35	7.5
RG	Aph_californica_334041	NC_091013.1	70607948	70632554	24607	137	47.9
RG	Aph_californica_334041	NC_091013.1	70815888	70818450	2563	35	16.8
RG	Aph_californica_334041	NC_091013.1	70952914	70962180	9267	45	38.0
RG	Aph_californica_334041	NC_091013.1	71295821	71300604	4784	46	15.8
RG	Aph_californica_334041	NC_091013.1	71329927	71336867	6941	70	33.7
RG	Aph_californica_334041	NC_091013.1	71706131	71716262	10132	75	9.5
RG	Aph_californica_334041	NC_091013.1	72005257	72009221	3965	46	18.7
RG	Aph_californica_334041	NC_091013.1	72132608	72135558	2951	57	18.1
RG	Aph_californica_334041	NC_091013.1	72188260	72193282	5023	44	7.4
RG	Aph_californica_334041	NC_091013.1	72330253	72350298	20046	105	66.1
RG	Aph_californica_334041	NC_091013.1	72374442	72381173	6732	36	33.8
RG	Aph_californica_334041	NC_091013.1	72419624	72520222	100599	716	75.1
RG	Aph_californica_334041	NC_091013.1	72528538	72582960	54423	386	77.7
RG	Aph_californica_334041	NC_091013.1	74577014	74593291	16278	62	34.8
RG	Aph_californica_334041	NC_091013.1	74918747	74930519	11773	81	65.3
RG	Aph_californica_334041	NC_091013.1	74997765	75008929	11165	64	19.0
RG	Aph_californica_334041	NC_091013.1	75013658	75022749	9092	65	62.9
RG	Aph_californica_334041	NC_091013.1	75515259	75519767	4509	27	13.2
RG	Aph_californica_334041	NC_091013.1	75552889	75567850	14962	121	53.1
RG	Aph_californica_334041	NC_091013.1	76267388	76280532	13145	72	67.7
RG	Aph_californica_334041	NC_091013.1	77121603	77125384	3782	39	22.7
RG	Aph_californica_334041	NC_091013.1	77542122	77546014	3893	29	16.3
RG	Aph_californica_334041	NC_091013.1	77547335	77551711	4377	40	41.2
RG	Aph_californica_334041	NC_091013.1	77845977	77850728	4752	43	31.8
RG	Aph_californica_334041	NC_091013.1	78012902	78016341	3440	35	26.5
RG	Aph_californica_334041	NC_091013.1	78142160	78145369	3210	34	28.5
RG	Aph_californica_334041	NC_091013.1	78504142	78514109	9968	53	14.4
RG	Aph_californica_334041	NC_091013.1	79243805	79259708	15904	122	55.5
RG	Aph_californica_334041	NC_091013.1	79517896	79522094	4199	37	11.5
RG	Aph_californica_334041	NC_091013.1	79643427	79647189	3763	59	42.6
RG	Aph_californica_334041	NC_091013.1	80336287	80340107	3821	43	44.5
RG	Aph_californica_334041	NC_091013.1	80497237	80499854	2618	32	20.6
RG	Aph_californica_334041	NC_091013.1	80565691	80573036	7346	62	60.7
RG	Aph_californica_334041	NC_091013.1	80964320	80973491	9172	89	23.5
RG	Aph_californica_334041	NC_091013.1	81026844	81038504	11661	98	59.2
RG	Aph_californica_334041	NC_091013.1	81044623	81077738	33116	221	76.4
RG	Aph_californica_334041	NC_091013.1	81295370	81319843	24474	238	68.6
RG	Aph_californica_334041	NC_091013.1	81464083	81488148	24066	156	84.7
RG	Aph_californica_334041	NC_091013.1	81655656	81661849	6194	56	24.2
RG	Aph_californica_334041	NC_091013.1	81806411	81810477	4067	42	28.2
RG	Aph_californica_334041	NC_091013.1	82368305	82376151	7847	47	17.2
RG	Aph_californica_334041	NC_091013.1	84357412	84363536	6125	62	50.0
RG	Aph_californica_334041	NC_091013.1	84448359	84453392	5034	44	33.8
RG	Aph_californica_334041	NC_091013.1	84617354	84623096	5743	54	19.8
RG	Aph_californica_334041	NC_091013.1	85208571	85222477	13907	102	63.0
RG	Aph_californica_334041	NC_091013.1	85298943	85301554	2612	29	13.1
RG	Aph_californica_334041	NC_091013.1	85324165	85330679	6515	43	34.5
RG	Aph_californica_334041	NC_091013.1	85474526	85483600	9075	66	31.5
RG	Aph_californica_334041	NC_091013.1	85490560	85494552	3993	39	20.8
RG	Aph_californica_334041	NC_091013.1	85719061	85722124	3064	29	6.8
RG	Aph_californica_334041	NC_091013.1	85882298	85887756	5459	45	28.4
RG	Aph_californica_334041	NC_091013.1	86248481	86253896	5416	55	38.9
RG	Aph_californica_334041	NC_091013.1	86508613	86511994	3382	47	25.0
RG	Aph_californica_334041	NC_091013.1	86603841	86607455	3615	45	13.4
RG	Aph_californica_334041	NC_091013.1	86751312	86754094	2783	35	6.3
RG	Aph_californica_334041	NC_091013.1	87758191	87767002	8812	75	35.1
RG	Aph_californica_334041	NC_091013.1	87815169	87823239	8071	85	45.1
RG	Aph_californica_334041	NC_091013.1	87880120	87888601	8482	53	12.2
RG	Aph_californica_334041	NC_091013.1	88108696	88288730	180035	1186	76.4
RG	Aph_californica_334041	NC_091013.1	88289939	88327841	37903	337	76.7
RG	Aph_californica_334041	NC_091013.1	88424088	88428546	4459	32	23.0
RG	Aph_californica_334041	NC_091013.1	88658221	88669924	11704	89	59.2
RG	Aph_californica_334041	NC_091013.1	88969842	88973251	3410	46	17.4
RG	Aph_californica_334041	NC_091013.1	89208801	89216998	8198	73	57.0
RG	Aph_californica_334041	NC_091013.1	89285379	89290478	5100	59	43.4
RG	Aph_californica_334041	NC_091013.1	89418723	89454144	35422	272	65.0
RG	Aph_californica_334041	NC_091013.1	90873861	90881716	7856	53	32.1
RG	Aph_californica_334041	NC_091013.1	91717441	91722790	5350	44	14.5
RG	Aph_californica_334041	NC_091013.1	92385351	92392262	6912	55	35.1
RG	Aph_californica_334041	NC_091013.1	93033529	93040743	7215	31	14.0
RG	Aph_californica_334041	NC_091013.1	93447468	93451369	3902	37	34.3
RG	Aph_californica_334041	NC_091013.1	94482241	94491999	9759	53	57.1
RG	Aph_californica_334041	NC_091013.1	94741570	94745655	4086	41	46.2
RG	Aph_californica_334041	NC_091013.1	95162302	95169956	7655	63	64.1
RG	Aph_californica_334041	NC_091013.1	95946659	95954708	8050	93	52.5
RG	Aph_californica_334041	NC_091013.1	96301849	96305965	4117	42	51.3
RG	Aph_californica_334041	NC_091013.1	96473169	96476135	2967	33	24.5
RG	Aph_californica_334041	NC_091013.1	96762072	96769035	6964	57	43.5
RG	Aph_californica_334041	NC_091013.1	98818926	98830169	11244	58	29.6
RG	Aph_californica_334041	NC_091013.1	99242097	99250450	8354	53	18.0
RG	Aph_californica_334041	NC_091013.1	99536347	99548178	11832	79	30.0
RG	Aph_californica_334041	NC_091013.1	100429335	100437146	7812	66	66.1
RG	Aph_californica_334041	NC_091013.1	100463834	100468698	4865	47	18.2
RG	Aph_californica_334041	NC_091013.1	100796919	100806677	9759	89	74.2
RG	Aph_californica_334041	NC_091013.1	101144849	101147262	2414	29	13.6
RG	Aph_californica_334041	NC_091013.1	101351270	101357278	6009	55	54.6
RG	Aph_californica_334041	NC_091013.1	101834994	101841005	6012	48	54.0
RG	Aph_californica_334041	NC_091013.1	101980332	101991613	11282	80	23.0
RG	Aph_californica_334041	NC_091013.1	102008056	102013397	5342	35	13.6
RG	Aph_californica_334041	NC_091013.1	102061762	102065790	4029	25	11.4
RG	Aph_californica_334041	NC_091013.1	102249561	102255088	5528	49	28.6
RG	Aph_californica_334041	NC_091013.1	102552386	102557113	4728	60	34.7
RG	Aph_californica_334041	NC_091013.1	102559901	102575493	15593	97	66.1
RG	Aph_californica_334041	NC_091013.1	103054119	103062932	8814	85	67.8
RG	Aph_californica_334041	NC_091013.1	103456982	103470434	13453	105	50.1
RG	Aph_californica_334041	NC_091013.1	103634730	103663918	29189	160	76.7
RG	Aph_californica_334041	NC_091013.1	103722706	103755541	32836	248	84.8
RG	Aph_californica_334041	NC_091013.1	103756096	103790866	34771	197	70.7
RG	Aph_californica_334041	NC_091013.1	103799337	103887392	88056	451	78.2
RG	Aph_californica_334041	NC_091013.1	103889169	104087387	198219	1073	83.8
RG	Aph_californica_334041	NC_091013.1	104401089	104429440	28352	176	62.0
RG	Aph_californica_334041	NC_091013.1	104493077	104519815	26739	197	51.5
RG	Aph_californica_334041	NC_091013.1	104604385	104736980	132596	706	81.0
RG	Aph_californica_334041	NC_091013.1	104737526	104804301	66776	330	82.5
RG	Aph_californica_334041	NC_091013.1	104839450	104932945	93496	439	68.9
RG	Aph_californica_334041	NC_091013.1	104934522	104977793	43272	262	80.7
RG	Aph_californica_334041	NC_091013.1	104978916	105249902	270987	1419	84.0
RG	Aph_californica_334041	NC_091013.1	105250330	105276513	26184	146	61.2
RG	Aph_californica_334041	NC_091013.1	105278167	105307986	29820	127	56.1
RG	Aph_californica_334041	NC_091013.1	105310852	105360438	49587	121	80.1
RG	Aph_californica_334041	NC_091013.1	105377438	105533015	155578	693	71.6
