# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_woodhouseii_19203.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_woodhouseii_19203.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_woodhouseii_19203	NC_091013.1	11217532	11221461	3930	34	29.1
RG	Aph_woodhouseii_19203	NC_091013.1	11372526	11378358	5833	46	55.0
RG	Aph_woodhouseii_19203	NC_091013.1	11386310	11389714	3405	41	20.2
RG	Aph_woodhouseii_19203	NC_091013.1	11705156	11707575	2420	28	8.5
RG	Aph_woodhouseii_19203	NC_091013.1	11741461	11748135	6675	47	35.1
RG	Aph_woodhouseii_19203	NC_091013.1	12201553	12205627	4075	28	6.2
RG	Aph_woodhouseii_19203	NC_091013.1	12457301	12463383	6083	69	53.3
RG	Aph_woodhouseii_19203	NC_091013.1	12887644	12892758	5115	41	41.3
RG	Aph_woodhouseii_19203	NC_091013.1	13143395	13152698	9304	67	61.8
RG	Aph_woodhouseii_19203	NC_091013.1	13387933	13396680	8748	36	10.8
RG	Aph_woodhouseii_19203	NC_091013.1	13567576	13573826	6251	57	43.4
RG	Aph_woodhouseii_19203	NC_091013.1	14457496	14467744	10249	90	40.8
RG	Aph_woodhouseii_19203	NC_091013.1	14522520	14530521	8002	49	53.3
RG	Aph_woodhouseii_19203	NC_091013.1	14732688	14737071	4384	62	16.5
RG	Aph_woodhouseii_19203	NC_091013.1	15222659	15226821	4163	25	8.0
RG	Aph_woodhouseii_19203	NC_091013.1	15280717	15287577	6861	46	11.7
RG	Aph_woodhouseii_19203	NC_091013.1	15475996	15482565	6570	53	37.5
RG	Aph_woodhouseii_19203	NC_091013.1	15659426	15663658	4233	37	12.2
RG	Aph_woodhouseii_19203	NC_091013.1	16095193	16136664	41472	186	86.0
RG	Aph_woodhouseii_19203	NC_091013.1	16411678	16420325	8648	95	62.2
RG	Aph_woodhouseii_19203	NC_091013.1	16431066	16439653	8588	76	64.6
RG	Aph_woodhouseii_19203	NC_091013.1	16440658	16447820	7163	43	16.2
RG	Aph_woodhouseii_19203	NC_091013.1	16558566	16582417	23852	131	72.6
RG	Aph_woodhouseii_19203	NC_091013.1	16605886	16615013	9128	41	46.6
RG	Aph_woodhouseii_19203	NC_091013.1	16651408	16653387	1980	27	10.6
RG	Aph_woodhouseii_19203	NC_091013.1	16722732	16727019	4288	27	8.5
RG	Aph_woodhouseii_19203	NC_091013.1	16773979	16789285	15307	110	75.2
RG	Aph_woodhouseii_19203	NC_091013.1	17439213	17463776	24564	148	84.2
RG	Aph_woodhouseii_19203	NC_091013.1	17485658	17513983	28326	215	87.8
RG	Aph_woodhouseii_19203	NC_091013.1	17890836	17898331	7496	52	32.1
RG	Aph_woodhouseii_19203	NC_091013.1	17901487	17909814	8328	68	58.5
RG	Aph_woodhouseii_19203	NC_091013.1	18215164	18220654	5491	38	16.0
RG	Aph_woodhouseii_19203	NC_091013.1	18811378	18822927	11550	69	42.7
RG	Aph_woodhouseii_19203	NC_091013.1	19134222	19139620	5399	48	53.0
RG	Aph_woodhouseii_19203	NC_091013.1	19350602	19361263	10662	84	55.7
RG	Aph_woodhouseii_19203	NC_091013.1	19639572	19650318	10747	76	11.3
RG	Aph_woodhouseii_19203	NC_091013.1	20027828	20063854	36027	222	79.9
RG	Aph_woodhouseii_19203	NC_091013.1	20155891	20177692	21802	198	53.8
RG	Aph_woodhouseii_19203	NC_091013.1	20476533	20484518	7986	84	47.1
RG	Aph_woodhouseii_19203	NC_091013.1	21015049	21020150	5102	39	25.2
RG	Aph_woodhouseii_19203	NC_091013.1	21076626	21079783	3158	36	13.2
RG	Aph_woodhouseii_19203	NC_091013.1	21129974	21137312	7339	59	13.6
RG	Aph_woodhouseii_19203	NC_091013.1	21252217	21254794	2578	31	19.1
RG	Aph_woodhouseii_19203	NC_091013.1	21298772	21306229	7458	44	37.1
RG	Aph_woodhouseii_19203	NC_091013.1	21372072	21384156	12085	117	43.6
RG	Aph_woodhouseii_19203	NC_091013.1	21403001	21412397	9397	47	50.8
RG	Aph_woodhouseii_19203	NC_091013.1	21500538	21502922	2385	32	26.5
RG	Aph_woodhouseii_19203	NC_091013.1	21537699	21545141	7443	78	25.4
RG	Aph_woodhouseii_19203	NC_091013.1	22194385	22200801	6417	52	33.5
RG	Aph_woodhouseii_19203	NC_091013.1	22256169	22266611	10443	69	29.8
RG	Aph_woodhouseii_19203	NC_091013.1	22511187	22519176	7990	61	21.6
RG	Aph_woodhouseii_19203	NC_091013.1	22814404	22825902	11499	92	64.1
RG	Aph_woodhouseii_19203	NC_091013.1	22879708	22886847	7140	82	11.9
RG	Aph_woodhouseii_19203	NC_091013.1	22940137	22953048	12912	93	64.9
RG	Aph_woodhouseii_19203	NC_091013.1	23087408	23106269	18862	187	44.5
RG	Aph_woodhouseii_19203	NC_091013.1	23481712	23484970	3259	37	11.4
RG	Aph_woodhouseii_19203	NC_091013.1	23545352	23554298	8947	68	55.2
RG	Aph_woodhouseii_19203	NC_091013.1	23606392	23618901	12510	87	36.4
RG	Aph_woodhouseii_19203	NC_091013.1	23780079	23783828	3750	44	8.1
RG	Aph_woodhouseii_19203	NC_091013.1	24012740	24016129	3390	46	37.9
RG	Aph_woodhouseii_19203	NC_091013.1	24103362	24110575	7214	48	52.7
RG	Aph_woodhouseii_19203	NC_091013.1	24298183	24302906	4724	54	12.7
RG	Aph_woodhouseii_19203	NC_091013.1	24378816	24399790	20975	111	64.0
RG	Aph_woodhouseii_19203	NC_091013.1	24525703	24532961	7259	31	20.6
RG	Aph_woodhouseii_19203	NC_091013.1	24579883	24583775	3893	31	16.8
RG	Aph_woodhouseii_19203	NC_091013.1	24672391	24682348	9958	51	29.1
RG	Aph_woodhouseii_19203	NC_091013.1	24687027	24699431	12405	98	48.0
RG	Aph_woodhouseii_19203	NC_091013.1	25703103	25728864	25762	162	81.7
RG	Aph_woodhouseii_19203	NC_091013.1	25843403	25886365	42963	209	81.3
RG	Aph_woodhouseii_19203	NC_091013.1	26114862	26118244	3383	68	43.7
RG	Aph_woodhouseii_19203	NC_091013.1	26135898	26162167	26270	151	72.9
RG	Aph_woodhouseii_19203	NC_091013.1	26272683	26277467	4785	67	30.3
RG	Aph_woodhouseii_19203	NC_091013.1	26453981	26457164	3184	33	24.6
RG	Aph_woodhouseii_19203	NC_091013.1	26627411	26629494	2084	35	26.8
RG	Aph_woodhouseii_19203	NC_091013.1	27360342	27370019	9678	39	43.1
RG	Aph_woodhouseii_19203	NC_091013.1	27746337	27750305	3969	44	13.6
RG	Aph_woodhouseii_19203	NC_091013.1	28059919	28069194	9276	45	13.6
RG	Aph_woodhouseii_19203	NC_091013.1	28098386	28117092	18707	152	80.5
RG	Aph_woodhouseii_19203	NC_091013.1	28191854	28211626	19773	157	84.8
RG	Aph_woodhouseii_19203	NC_091013.1	28372483	28384733	12251	79	41.0
RG	Aph_woodhouseii_19203	NC_091013.1	28474965	28480822	5858	73	44.3
RG	Aph_woodhouseii_19203	NC_091013.1	28541622	28547807	6186	44	13.0
RG	Aph_woodhouseii_19203	NC_091013.1	28820294	28827520	7227	67	54.5
RG	Aph_woodhouseii_19203	NC_091013.1	28982974	28992375	9402	83	52.9
RG	Aph_woodhouseii_19203	NC_091013.1	29080044	29105685	25642	126	65.9
RG	Aph_woodhouseii_19203	NC_091013.1	29359767	29368397	8631	49	28.8
RG	Aph_woodhouseii_19203	NC_091013.1	29556460	29596520	40061	203	67.6
RG	Aph_woodhouseii_19203	NC_091013.1	29680299	29685899	5601	34	8.8
RG	Aph_woodhouseii_19203	NC_091013.1	29859369	29865742	6374	50	11.0
RG	Aph_woodhouseii_19203	NC_091013.1	30178303	30182288	3986	34	6.0
RG	Aph_woodhouseii_19203	NC_091013.1	30556035	30579187	23153	152	73.3
RG	Aph_woodhouseii_19203	NC_091013.1	30935167	30956605	21439	134	73.7
RG	Aph_woodhouseii_19203	NC_091013.1	30995245	31095328	100084	578	79.0
RG	Aph_woodhouseii_19203	NC_091013.1	31489163	31543653	54491	254	78.7
RG	Aph_woodhouseii_19203	NC_091013.1	31555584	31693416	137833	838	94.8
RG	Aph_woodhouseii_19203	NC_091013.1	31726490	31761051	34562	204	82.1
RG	Aph_woodhouseii_19203	NC_091013.1	31913787	32097529	183743	1069	92.2
RG	Aph_woodhouseii_19203	NC_091013.1	32154785	32175900	21116	88	55.2
RG	Aph_woodhouseii_19203	NC_091013.1	32193644	32204741	11098	104	34.2
RG	Aph_woodhouseii_19203	NC_091013.1	32223310	32227741	4432	40	18.9
RG	Aph_woodhouseii_19203	NC_091013.1	32373572	32475834	102263	529	85.6
RG	Aph_woodhouseii_19203	NC_091013.1	32521083	32533085	12003	75	12.4
RG	Aph_woodhouseii_19203	NC_091013.1	32775073	32780567	5495	44	11.3
RG	Aph_woodhouseii_19203	NC_091013.1	33439431	33494761	55331	302	75.4
RG	Aph_woodhouseii_19203	NC_091013.1	34154007	34157924	3918	34	27.6
RG	Aph_woodhouseii_19203	NC_091013.1	34704249	34721624	17376	88	32.1
RG	Aph_woodhouseii_19203	NC_091013.1	35070059	35074141	4083	37	20.2
RG	Aph_woodhouseii_19203	NC_091013.1	35094938	35099362	4425	45	44.4
RG	Aph_woodhouseii_19203	NC_091013.1	35302308	35450505	148198	976	90.1
RG	Aph_woodhouseii_19203	NC_091013.1	35647799	35653076	5278	54	61.3
RG	Aph_woodhouseii_19203	NC_091013.1	35696426	35701424	4999	52	7.8
RG	Aph_woodhouseii_19203	NC_091013.1	35883006	35888520	5515	30	17.7
RG	Aph_woodhouseii_19203	NC_091013.1	36230541	36236954	6414	46	22.2
RG	Aph_woodhouseii_19203	NC_091013.1	36280657	36296244	15588	113	52.5
RG	Aph_woodhouseii_19203	NC_091013.1	36399596	36421389	21794	173	74.4
RG	Aph_woodhouseii_19203	NC_091013.1	36513749	36520242	6494	42	30.4
RG	Aph_woodhouseii_19203	NC_091013.1	36583210	36662696	79487	473	74.5
RG	Aph_woodhouseii_19203	NC_091013.1	36664060	36672296	8237	48	20.5
RG	Aph_woodhouseii_19203	NC_091013.1	37149700	37171153	21454	156	42.8
RG	Aph_woodhouseii_19203	NC_091013.1	37262006	37301202	39197	298	59.8
RG	Aph_woodhouseii_19203	NC_091013.1	37389024	37396317	7294	93	51.3
RG	Aph_woodhouseii_19203	NC_091013.1	37416120	37433635	17516	129	67.6
RG	Aph_woodhouseii_19203	NC_091013.1	37439674	37448915	9242	91	47.3
RG	Aph_woodhouseii_19203	NC_091013.1	37461715	37484456	22742	191	82.5
RG	Aph_woodhouseii_19203	NC_091013.1	37543435	37755209	211775	1397	94.0
RG	Aph_woodhouseii_19203	NC_091013.1	37882204	37905549	23346	150	80.5
RG	Aph_woodhouseii_19203	NC_091013.1	37925939	37937445	11507	64	51.2
RG	Aph_woodhouseii_19203	NC_091013.1	38051393	38055044	3652	51	25.7
RG	Aph_woodhouseii_19203	NC_091013.1	38119896	38124803	4908	43	45.8
RG	Aph_woodhouseii_19203	NC_091013.1	39327857	39339127	11271	64	51.4
RG	Aph_woodhouseii_19203	NC_091013.1	39564123	39566504	2382	28	20.4
RG	Aph_woodhouseii_19203	NC_091013.1	39644123	39651726	7604	62	36.7
RG	Aph_woodhouseii_19203	NC_091013.1	39681157	39687427	6271	28	8.8
RG	Aph_woodhouseii_19203	NC_091013.1	39784980	39800481	15502	97	75.3
RG	Aph_woodhouseii_19203	NC_091013.1	40011695	40023287	11593	77	59.0
RG	Aph_woodhouseii_19203	NC_091013.1	40110534	40128916	18383	77	25.3
RG	Aph_woodhouseii_19203	NC_091013.1	40339144	40351884	12741	84	53.9
RG	Aph_woodhouseii_19203	NC_091013.1	40448735	40459701	10967	79	47.5
RG	Aph_woodhouseii_19203	NC_091013.1	40491056	40516264	25209	156	84.7
RG	Aph_woodhouseii_19203	NC_091013.1	40618194	40641988	23795	158	67.7
RG	Aph_woodhouseii_19203	NC_091013.1	40889761	40903701	13941	65	51.3
RG	Aph_woodhouseii_19203	NC_091013.1	41159670	41165712	6043	27	11.7
RG	Aph_woodhouseii_19203	NC_091013.1	41350115	41355099	4985	38	14.1
RG	Aph_woodhouseii_19203	NC_091013.1	41568639	41580329	11691	87	35.5
RG	Aph_woodhouseii_19203	NC_091013.1	41589049	41595172	6124	42	9.9
RG	Aph_woodhouseii_19203	NC_091013.1	41599626	41610653	11028	83	52.8
RG	Aph_woodhouseii_19203	NC_091013.1	42104622	42114430	9809	70	18.4
RG	Aph_woodhouseii_19203	NC_091013.1	42423089	42434042	10954	76	42.0
RG	Aph_woodhouseii_19203	NC_091013.1	42732064	42747543	15480	120	74.8
RG	Aph_woodhouseii_19203	NC_091013.1	42831987	42848032	16046	110	56.8
RG	Aph_woodhouseii_19203	NC_091013.1	42990141	42994452	4312	37	22.5
RG	Aph_woodhouseii_19203	NC_091013.1	43132535	43138368	5834	46	14.4
RG	Aph_woodhouseii_19203	NC_091013.1	43230751	43247701	16951	121	8.8
RG	Aph_woodhouseii_19203	NC_091013.1	43270565	43279410	8846	61	21.6
RG	Aph_woodhouseii_19203	NC_091013.1	43363208	43373198	9991	87	57.7
RG	Aph_woodhouseii_19203	NC_091013.1	43757714	43766479	8766	53	34.6
RG	Aph_woodhouseii_19203	NC_091013.1	43876731	43887964	11234	80	60.3
RG	Aph_woodhouseii_19203	NC_091013.1	43918928	43924613	5686	45	34.6
RG	Aph_woodhouseii_19203	NC_091013.1	43980108	43992959	12852	121	71.8
RG	Aph_woodhouseii_19203	NC_091013.1	44013945	44029973	16029	146	43.0
RG	Aph_woodhouseii_19203	NC_091013.1	44319901	44331628	11728	95	63.9
RG	Aph_woodhouseii_19203	NC_091013.1	44356313	44357856	1544	32	14.1
RG	Aph_woodhouseii_19203	NC_091013.1	44378746	44388616	9871	81	52.0
RG	Aph_woodhouseii_19203	NC_091013.1	44391760	44399702	7943	76	27.3
RG	Aph_woodhouseii_19203	NC_091013.1	44418289	44425331	7043	70	58.3
RG	Aph_woodhouseii_19203	NC_091013.1	44456710	44458639	1930	31	18.6
RG	Aph_woodhouseii_19203	NC_091013.1	44518038	44530727	12690	112	52.7
RG	Aph_woodhouseii_19203	NC_091013.1	44960544	44966050	5507	69	17.6
RG	Aph_woodhouseii_19203	NC_091013.1	44972043	44976699	4657	47	34.2
RG	Aph_woodhouseii_19203	NC_091013.1	45129575	45142498	12924	100	53.9
RG	Aph_woodhouseii_19203	NC_091013.1	45267174	45271128	3955	29	16.3
RG	Aph_woodhouseii_19203	NC_091013.1	45445598	45455484	9887	64	56.4
RG	Aph_woodhouseii_19203	NC_091013.1	45780658	45792753	12096	152	33.4
RG	Aph_woodhouseii_19203	NC_091013.1	45851067	45852703	1637	37	8.7
RG	Aph_woodhouseii_19203	NC_091013.1	45957003	45962636	5634	53	13.8
RG	Aph_woodhouseii_19203	NC_091013.1	46126348	46154316	27969	241	78.3
RG	Aph_woodhouseii_19203	NC_091013.1	46198101	46202015	3915	50	43.9
RG	Aph_woodhouseii_19203	NC_091013.1	46291860	46307901	16042	106	53.5
RG	Aph_woodhouseii_19203	NC_091013.1	46591269	46600950	9682	61	53.8
RG	Aph_woodhouseii_19203	NC_091013.1	46623743	46635764	12022	101	37.6
RG	Aph_woodhouseii_19203	NC_091013.1	46838407	46844762	6356	44	40.3
RG	Aph_woodhouseii_19203	NC_091013.1	46868946	46873228	4283	35	28.4
RG	Aph_woodhouseii_19203	NC_091013.1	46879354	46882791	3438	38	15.5
RG	Aph_woodhouseii_19203	NC_091013.1	47068684	47088721	20038	167	74.0
RG	Aph_woodhouseii_19203	NC_091013.1	47405330	47411884	6555	60	31.1
RG	Aph_woodhouseii_19203	NC_091013.1	47587686	47596292	8607	77	35.7
RG	Aph_woodhouseii_19203	NC_091013.1	47857550	47861261	3712	31	22.0
RG	Aph_woodhouseii_19203	NC_091013.1	48079342	48085784	6443	64	35.3
RG	Aph_woodhouseii_19203	NC_091013.1	48095107	48100736	5630	50	23.5
RG	Aph_woodhouseii_19203	NC_091013.1	48209933	48214088	4156	32	20.6
RG	Aph_woodhouseii_19203	NC_091013.1	48342029	48346749	4721	66	6.1
RG	Aph_woodhouseii_19203	NC_091013.1	48501598	48507426	5829	46	36.9
RG	Aph_woodhouseii_19203	NC_091013.1	48508860	48527363	18504	122	62.3
RG	Aph_woodhouseii_19203	NC_091013.1	48712635	48772225	59591	267	66.4
RG	Aph_woodhouseii_19203	NC_091013.1	48892802	48895915	3114	31	23.1
RG	Aph_woodhouseii_19203	NC_091013.1	48948836	48954748	5913	38	34.2
RG	Aph_woodhouseii_19203	NC_091013.1	49174570	49203412	28843	171	80.5
RG	Aph_woodhouseii_19203	NC_091013.1	49212230	49286655	74426	380	87.1
RG	Aph_woodhouseii_19203	NC_091013.1	49387310	49395405	8096	84	67.5
RG	Aph_woodhouseii_19203	NC_091013.1	49422663	49428410	5748	47	22.2
RG	Aph_woodhouseii_19203	NC_091013.1	49545704	49559595	13892	99	11.7
RG	Aph_woodhouseii_19203	NC_091013.1	49624719	49632583	7865	60	26.5
RG	Aph_woodhouseii_19203	NC_091013.1	49681617	49707110	25494	178	49.8
RG	Aph_woodhouseii_19203	NC_091013.1	49764255	49773660	9406	61	18.5
RG	Aph_woodhouseii_19203	NC_091013.1	50497662	50504140	6479	41	9.0
RG	Aph_woodhouseii_19203	NC_091013.1	51117122	51132824	15703	104	48.9
RG	Aph_woodhouseii_19203	NC_091013.1	51159829	51163207	3379	34	24.1
RG	Aph_woodhouseii_19203	NC_091013.1	51188119	51200934	12816	73	53.9
RG	Aph_woodhouseii_19203	NC_091013.1	51358404	51471956	113553	678	92.5
RG	Aph_woodhouseii_19203	NC_091013.1	51623762	51638141	14380	62	20.6
RG	Aph_woodhouseii_19203	NC_091013.1	51925442	51980500	55059	365	81.7
RG	Aph_woodhouseii_19203	NC_091013.1	52053196	52105260	52065	313	85.5
RG	Aph_woodhouseii_19203	NC_091013.1	52191075	52195434	4360	28	10.2
RG	Aph_woodhouseii_19203	NC_091013.1	52199008	52204388	5381	43	39.0
RG	Aph_woodhouseii_19203	NC_091013.1	52326127	52344088	17962	127	62.4
RG	Aph_woodhouseii_19203	NC_091013.1	52607395	52614546	7152	47	53.7
RG	Aph_woodhouseii_19203	NC_091013.1	52735833	52780500	44668	274	86.7
RG	Aph_woodhouseii_19203	NC_091013.1	53009930	53012561	2632	46	52.4
RG	Aph_woodhouseii_19203	NC_091013.1	53075842	53100583	24742	127	13.0
RG	Aph_woodhouseii_19203	NC_091013.1	53339382	53342341	2960	40	18.0
RG	Aph_woodhouseii_19203	NC_091013.1	53514265	53542364	28100	187	85.0
RG	Aph_woodhouseii_19203	NC_091013.1	53646794	53667252	20459	182	63.1
RG	Aph_woodhouseii_19203	NC_091013.1	53757642	53762206	4565	40	37.0
RG	Aph_woodhouseii_19203	NC_091013.1	53866124	53875550	9427	84	24.9
RG	Aph_woodhouseii_19203	NC_091013.1	54499737	54529135	29399	184	78.1
RG	Aph_woodhouseii_19203	NC_091013.1	54727824	54743867	16044	102	77.9
RG	Aph_woodhouseii_19203	NC_091013.1	54948448	54951951	3504	44	11.7
RG	Aph_woodhouseii_19203	NC_091013.1	55118334	55128105	9772	92	54.6
RG	Aph_woodhouseii_19203	NC_091013.1	55306263	55323841	17579	158	84.8
RG	Aph_woodhouseii_19203	NC_091013.1	55378796	55380091	1296	31	13.3
RG	Aph_woodhouseii_19203	NC_091013.1	55456947	55489555	32609	243	48.7
RG	Aph_woodhouseii_19203	NC_091013.1	55587178	55599249	12072	100	39.6
RG	Aph_woodhouseii_19203	NC_091013.1	55850892	55854917	4026	45	38.9
RG	Aph_woodhouseii_19203	NC_091013.1	56326761	56333164	6404	72	20.2
RG	Aph_woodhouseii_19203	NC_091013.1	56655991	56660526	4536	36	31.8
RG	Aph_woodhouseii_19203	NC_091013.1	56963154	56967177	4024	31	21.0
RG	Aph_woodhouseii_19203	NC_091013.1	56984480	56997943	13464	115	51.1
RG	Aph_woodhouseii_19203	NC_091013.1	58610645	58625481	14837	98	11.5
RG	Aph_woodhouseii_19203	NC_091013.1	58774640	58781252	6613	63	16.6
RG	Aph_woodhouseii_19203	NC_091013.1	58860995	59096631	235637	1320	90.8
RG	Aph_woodhouseii_19203	NC_091013.1	59099011	59230956	131946	712	88.0
RG	Aph_woodhouseii_19203	NC_091013.1	59310696	59325827	15132	108	78.6
RG	Aph_woodhouseii_19203	NC_091013.1	59410813	59417910	7098	58	25.9
RG	Aph_woodhouseii_19203	NC_091013.1	59597220	59615793	18574	136	70.9
RG	Aph_woodhouseii_19203	NC_091013.1	59752265	59789853	37589	238	89.6
RG	Aph_woodhouseii_19203	NC_091013.1	59975742	59978962	3221	39	21.1
RG	Aph_woodhouseii_19203	NC_091013.1	60021460	60040925	19466	116	56.4
RG	Aph_woodhouseii_19203	NC_091013.1	60330445	60341137	10693	99	62.9
RG	Aph_woodhouseii_19203	NC_091013.1	60458111	60466756	8646	57	12.6
RG	Aph_woodhouseii_19203	NC_091013.1	60620585	60630746	10162	89	42.8
RG	Aph_woodhouseii_19203	NC_091013.1	60970439	60988198	17760	112	51.9
RG	Aph_woodhouseii_19203	NC_091013.1	61142196	61147640	5445	36	11.4
RG	Aph_woodhouseii_19203	NC_091013.1	61151091	61152982	1892	28	11.3
RG	Aph_woodhouseii_19203	NC_091013.1	61289137	61305070	15934	130	37.4
RG	Aph_woodhouseii_19203	NC_091013.1	61451866	61455912	4047	38	20.7
RG	Aph_woodhouseii_19203	NC_091013.1	61878691	61898648	19958	80	52.0
RG	Aph_woodhouseii_19203	NC_091013.1	61920141	61926594	6454	37	36.7
RG	Aph_woodhouseii_19203	NC_091013.1	62018147	62042305	24159	118	65.9
RG	Aph_woodhouseii_19203	NC_091013.1	62058918	62071330	12413	68	32.3
RG	Aph_woodhouseii_19203	NC_091013.1	62157851	62166067	8217	50	29.2
RG	Aph_woodhouseii_19203	NC_091013.1	62304556	62341747	37192	273	76.0
RG	Aph_woodhouseii_19203	NC_091013.1	62346118	62460535	114418	793	92.1
RG	Aph_woodhouseii_19203	NC_091013.1	62461764	62564852	103089	657	92.9
RG	Aph_woodhouseii_19203	NC_091013.1	62811246	62826872	15627	80	60.1
RG	Aph_woodhouseii_19203	NC_091013.1	62926909	62936075	9167	51	8.6
RG	Aph_woodhouseii_19203	NC_091013.1	63054330	63063616	9287	71	48.8
RG	Aph_woodhouseii_19203	NC_091013.1	63513363	63544282	30920	172	63.0
RG	Aph_woodhouseii_19203	NC_091013.1	63641361	63656659	15299	82	67.4
RG	Aph_woodhouseii_19203	NC_091013.1	63802656	63815553	12898	116	65.2
RG	Aph_woodhouseii_19203	NC_091013.1	63890893	63988081	97189	513	88.8
RG	Aph_woodhouseii_19203	NC_091013.1	64242620	64244909	2290	39	17.1
RG	Aph_woodhouseii_19203	NC_091013.1	64249774	64264850	15077	88	61.8
RG	Aph_woodhouseii_19203	NC_091013.1	64383013	64391679	8667	65	44.7
RG	Aph_woodhouseii_19203	NC_091013.1	65535128	65544153	9026	65	27.6
RG	Aph_woodhouseii_19203	NC_091013.1	65931708	66000893	69186	442	81.0
RG	Aph_woodhouseii_19203	NC_091013.1	66398696	66408414	9719	54	37.2
RG	Aph_woodhouseii_19203	NC_091013.1	66599334	66611729	12396	54	19.1
RG	Aph_woodhouseii_19203	NC_091013.1	66703353	66707621	4269	32	28.2
RG	Aph_woodhouseii_19203	NC_091013.1	66820841	66826866	6026	59	49.9
RG	Aph_woodhouseii_19203	NC_091013.1	67068293	67080028	11736	57	57.7
RG	Aph_woodhouseii_19203	NC_091013.1	67549117	67589687	40571	230	80.7
RG	Aph_woodhouseii_19203	NC_091013.1	67866186	67870925	4740	43	27.6
RG	Aph_woodhouseii_19203	NC_091013.1	67946579	67948888	2310	41	24.3
RG	Aph_woodhouseii_19203	NC_091013.1	68098545	68106286	7742	52	46.7
RG	Aph_woodhouseii_19203	NC_091013.1	68189223	68194897	5675	61	41.6
RG	Aph_woodhouseii_19203	NC_091013.1	68231760	68265222	33463	182	72.3
RG	Aph_woodhouseii_19203	NC_091013.1	68303387	68316958	13572	107	72.0
RG	Aph_woodhouseii_19203	NC_091013.1	68330387	68397385	66999	455	90.7
RG	Aph_woodhouseii_19203	NC_091013.1	68545623	68552204	6582	72	65.4
RG	Aph_woodhouseii_19203	NC_091013.1	68637441	68674316	36876	326	81.8
RG	Aph_woodhouseii_19203	NC_091013.1	68732662	68735359	2698	33	23.6
RG	Aph_woodhouseii_19203	NC_091013.1	68739914	68746557	6644	56	46.6
RG	Aph_woodhouseii_19203	NC_091013.1	68788256	68817181	28926	191	86.2
RG	Aph_woodhouseii_19203	NC_091013.1	68837300	68849855	12556	61	25.3
RG	Aph_woodhouseii_19203	NC_091013.1	68867259	68872346	5088	43	47.6
