# This file was produced by: bcftools roh(1.11+htslib-1.11)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 -o Aph_californica_65019.roh.txt /u/home/d/dderaad/project-aguillon/eagle.mountain.scrubjays/bwa.mem/vcf/Aph_californica_65019.depth.filtered.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
# ST	[2]Sample	[3]Chromosome	[4]Position	[5]State (0:HW, 1:AZ)	[6]Quality (fwd-bwd phred score)
RG	Aph_californica_65019	NC_091013.1	23933366	23942084	8719	83	48.2
RG	Aph_californica_65019	NC_091013.1	23968128	23976087	7960	96	69.9
RG	Aph_californica_65019	NC_091013.1	24275392	24287229	11838	74	63.6
RG	Aph_californica_65019	NC_091013.1	24683701	24687224	3524	40	22.5
RG	Aph_californica_65019	NC_091013.1	25664782	25680587	15806	96	61.6
RG	Aph_californica_65019	NC_091013.1	25946998	25954336	7339	37	19.2
RG	Aph_californica_65019	NC_091013.1	26045875	26049798	3924	35	30.2
RG	Aph_californica_65019	NC_091013.1	26194190	26197706	3517	30	14.2
RG	Aph_californica_65019	NC_091013.1	26346804	26364761	17958	75	45.8
RG	Aph_californica_65019	NC_091013.1	26764507	26777467	12961	86	53.4
RG	Aph_californica_65019	NC_091013.1	26932734	26940297	7564	29	19.6
RG	Aph_californica_65019	NC_091013.1	28137238	28142353	5116	44	47.3
RG	Aph_californica_65019	NC_091013.1	28317661	28324531	6871	39	15.8
RG	Aph_californica_65019	NC_091013.1	28657120	28665380	8261	59	9.8
RG	Aph_californica_65019	NC_091013.1	28790985	28802220	11236	67	32.4
RG	Aph_californica_65019	NC_091013.1	28956980	28960229	3250	42	31.2
RG	Aph_californica_65019	NC_091013.1	29073577	29077096	3520	29	9.6
RG	Aph_californica_65019	NC_091013.1	29124207	29176348	52142	198	83.3
RG	Aph_californica_65019	NC_091013.1	29326763	29336392	9630	39	22.9
RG	Aph_californica_65019	NC_091013.1	29418000	29426110	8111	61	51.8
RG	Aph_californica_65019	NC_091013.1	29571423	29583025	11603	74	21.5
RG	Aph_californica_65019	NC_091013.1	29772802	29790742	17941	83	27.8
RG	Aph_californica_65019	NC_091013.1	29819626	29840042	20417	118	66.1
RG	Aph_californica_65019	NC_091013.1	29900849	29907105	6257	35	30.4
RG	Aph_californica_65019	NC_091013.1	29918668	29930608	11941	76	59.7
RG	Aph_californica_65019	NC_091013.1	29933865	29942248	8384	37	34.5
RG	Aph_californica_65019	NC_091013.1	30484966	30492281	7316	54	53.6
RG	Aph_californica_65019	NC_091013.1	30564654	30571898	7245	54	40.8
RG	Aph_californica_65019	NC_091013.1	30579151	30585035	5885	45	13.0
RG	Aph_californica_65019	NC_091013.1	30622108	30636840	14733	83	28.1
RG	Aph_californica_65019	NC_091013.1	30735513	30785804	50292	237	86.5
RG	Aph_californica_65019	NC_091013.1	30970931	30986526	15596	86	67.1
RG	Aph_californica_65019	NC_091013.1	31036000	31038676	2677	43	24.8
RG	Aph_californica_65019	NC_091013.1	31369306	31375377	6072	38	40.4
RG	Aph_californica_65019	NC_091013.1	31380617	31385966	5350	27	9.7
RG	Aph_californica_65019	NC_091013.1	31552856	31557513	4658	45	11.8
RG	Aph_californica_65019	NC_091013.1	31628769	31633240	4472	36	37.7
RG	Aph_californica_65019	NC_091013.1	31925759	31933298	7540	28	11.9
RG	Aph_californica_65019	NC_091013.1	32193766	32202517	8752	80	29.9
RG	Aph_californica_65019	NC_091013.1	32373572	32431498	57927	311	78.4
RG	Aph_californica_65019	NC_091013.1	32739498	32749838	10341	56	34.8
RG	Aph_californica_65019	NC_091013.1	33776297	33795634	19338	118	34.8
RG	Aph_californica_65019	NC_091013.1	34934853	34941382	6530	63	11.2
RG	Aph_californica_65019	NC_091013.1	35036906	35047768	10863	72	25.6
RG	Aph_californica_65019	NC_091013.1	35574062	35579817	5756	37	10.8
RG	Aph_californica_65019	NC_091013.1	35673541	35693878	20338	111	64.9
RG	Aph_californica_65019	NC_091013.1	35767030	35779603	12574	115	63.6
RG	Aph_californica_65019	NC_091013.1	35886739	35903753	17015	92	64.9
RG	Aph_californica_65019	NC_091013.1	36077102	36082407	5306	45	34.1
RG	Aph_californica_65019	NC_091013.1	36128834	36133772	4939	39	20.6
RG	Aph_californica_65019	NC_091013.1	36347650	36360566	12917	101	57.2
RG	Aph_californica_65019	NC_091013.1	36990503	36996274	5772	42	20.5
RG	Aph_californica_65019	NC_091013.1	37131187	37138081	6895	44	30.0
RG	Aph_californica_65019	NC_091013.1	37270667	37277052	6386	90	42.8
RG	Aph_californica_65019	NC_091013.1	37308111	37315283	7173	57	36.5
RG	Aph_californica_65019	NC_091013.1	37403056	37407839	4784	42	23.6
RG	Aph_californica_65019	NC_091013.1	37429610	37432950	3341	42	26.7
RG	Aph_californica_65019	NC_091013.1	37492422	37501740	9319	69	48.7
RG	Aph_californica_65019	NC_091013.1	37613410	37630294	16885	152	40.9
RG	Aph_californica_65019	NC_091013.1	37639843	37646792	6950	49	55.9
RG	Aph_californica_65019	NC_091013.1	37667119	37670267	3149	28	12.6
RG	Aph_californica_65019	NC_091013.1	37905614	37908211	2598	32	21.4
RG	Aph_californica_65019	NC_091013.1	38536724	38540045	3322	31	17.6
RG	Aph_californica_65019	NC_091013.1	38553254	38565925	12672	118	16.2
RG	Aph_californica_65019	NC_091013.1	38717449	38725396	7948	77	19.6
RG	Aph_californica_65019	NC_091013.1	38986262	38992353	6092	58	36.3
RG	Aph_californica_65019	NC_091013.1	39480838	39494318	13481	71	59.5
RG	Aph_californica_65019	NC_091013.1	39983575	39993845	10271	44	11.2
RG	Aph_californica_65019	NC_091013.1	40055317	40071587	16271	52	57.3
RG	Aph_californica_65019	NC_091013.1	40246385	40250890	4506	39	23.4
RG	Aph_californica_65019	NC_091013.1	40362709	40374867	12159	65	61.1
RG	Aph_californica_65019	NC_091013.1	40835603	40842684	7082	52	37.5
RG	Aph_californica_65019	NC_091013.1	40999543	41002812	3270	30	15.2
RG	Aph_californica_65019	NC_091013.1	41929304	41958087	28784	178	79.3
RG	Aph_californica_65019	NC_091013.1	42193637	42211733	18097	98	25.2
RG	Aph_californica_65019	NC_091013.1	42263458	42266801	3344	29	17.6
RG	Aph_californica_65019	NC_091013.1	42512752	42525556	12805	103	58.8
RG	Aph_californica_65019	NC_091013.1	42536027	42541898	5872	50	36.6
RG	Aph_californica_65019	NC_091013.1	42830712	42837845	7134	50	24.6
RG	Aph_californica_65019	NC_091013.1	42864660	42874665	10006	97	13.5
RG	Aph_californica_65019	NC_091013.1	42907041	42916453	9413	90	31.6
RG	Aph_californica_65019	NC_091013.1	43492082	43501186	9105	60	14.3
RG	Aph_californica_65019	NC_091013.1	43524351	43532222	7872	63	69.3
RG	Aph_californica_65019	NC_091013.1	43678142	43683796	5655	43	44.6
RG	Aph_californica_65019	NC_091013.1	43818296	43830349	12054	53	45.4
RG	Aph_californica_65019	NC_091013.1	44161936	44170291	8356	72	46.8
RG	Aph_californica_65019	NC_091013.1	44179444	44202923	23480	171	79.7
RG	Aph_californica_65019	NC_091013.1	44284095	44292518	8424	113	73.9
RG	Aph_californica_65019	NC_091013.1	44356592	44359216	2625	41	20.8
RG	Aph_californica_65019	NC_091013.1	44418417	44423287	4871	49	42.9
RG	Aph_californica_65019	NC_091013.1	44493512	44511594	18083	150	69.9
RG	Aph_californica_65019	NC_091013.1	44647915	44651084	3170	29	9.9
RG	Aph_californica_65019	NC_091013.1	44941078	44951238	10161	60	36.8
RG	Aph_californica_65019	NC_091013.1	45144176	45147248	3073	40	43.8
RG	Aph_californica_65019	NC_091013.1	45267174	45271488	4315	37	12.8
RG	Aph_californica_65019	NC_091013.1	45363115	45373750	10636	56	15.5
RG	Aph_californica_65019	NC_091013.1	45557497	45560699	3203	44	32.7
RG	Aph_californica_65019	NC_091013.1	45780703	45783963	3261	36	13.3
RG	Aph_californica_65019	NC_091013.1	45984099	45988546	4448	43	6.8
RG	Aph_californica_65019	NC_091013.1	46146675	46153147	6473	55	47.4
RG	Aph_californica_65019	NC_091013.1	46187048	46191932	4885	58	45.9
RG	Aph_californica_65019	NC_091013.1	46197978	46199873	1896	29	14.1
RG	Aph_californica_65019	NC_091013.1	46326426	46355525	29100	240	87.9
RG	Aph_californica_65019	NC_091013.1	46423564	46431655	8092	81	42.5
RG	Aph_californica_65019	NC_091013.1	46462269	46477878	15610	59	28.4
RG	Aph_californica_65019	NC_091013.1	46489348	46495840	6493	39	21.8
RG	Aph_californica_65019	NC_091013.1	46555744	46558704	2961	34	9.1
RG	Aph_californica_65019	NC_091013.1	46782903	46788229	5327	52	11.6
RG	Aph_californica_65019	NC_091013.1	46875229	46881193	5965	45	30.1
RG	Aph_californica_65019	NC_091013.1	47748319	47751829	3511	42	28.5
RG	Aph_californica_65019	NC_091013.1	47925168	47933476	8309	68	11.1
RG	Aph_californica_65019	NC_091013.1	48219092	48239379	20288	157	84.3
RG	Aph_californica_65019	NC_091013.1	48342815	48348505	5691	73	38.8
RG	Aph_californica_65019	NC_091013.1	48552656	48556395	3740	29	7.3
RG	Aph_californica_65019	NC_091013.1	48577473	48581165	3693	47	41.1
RG	Aph_californica_65019	NC_091013.1	48838075	48844241	6167	58	57.5
RG	Aph_californica_65019	NC_091013.1	49019281	49035356	16076	63	31.2
RG	Aph_californica_65019	NC_091013.1	49499604	49512176	12573	79	47.7
RG	Aph_californica_65019	NC_091013.1	49563023	49578882	15860	105	36.1
RG	Aph_californica_65019	NC_091013.1	49940418	49948031	7614	75	49.1
RG	Aph_californica_65019	NC_091013.1	50001444	50007900	6457	82	68.6
RG	Aph_californica_65019	NC_091013.1	50226007	50232660	6654	59	27.1
RG	Aph_californica_65019	NC_091013.1	50282309	50284810	2502	30	10.3
RG	Aph_californica_65019	NC_091013.1	50288117	50290657	2541	31	21.0
RG	Aph_californica_65019	NC_091013.1	50354609	50366482	11874	63	55.1
RG	Aph_californica_65019	NC_091013.1	50788187	50800070	11884	59	41.3
RG	Aph_californica_65019	NC_091013.1	51353592	51363603	10012	66	34.4
RG	Aph_californica_65019	NC_091013.1	51538788	51542041	3254	38	16.2
RG	Aph_californica_65019	NC_091013.1	51649007	51652554	3548	39	20.5
RG	Aph_californica_65019	NC_091013.1	51750309	51760454	10146	67	34.2
RG	Aph_californica_65019	NC_091013.1	52229216	52238316	9101	50	14.2
RG	Aph_californica_65019	NC_091013.1	52277723	52287258	9536	77	61.3
RG	Aph_californica_65019	NC_091013.1	52289873	52307973	18101	98	72.8
RG	Aph_californica_65019	NC_091013.1	52536847	52543181	6335	42	11.2
RG	Aph_californica_65019	NC_091013.1	52924571	52929645	5075	42	42.8
RG	Aph_californica_65019	NC_091013.1	53309016	53310655	1640	30	11.0
RG	Aph_californica_65019	NC_091013.1	53318338	53320704	2367	35	15.5
RG	Aph_californica_65019	NC_091013.1	53328523	53335138	6616	54	15.9
RG	Aph_californica_65019	NC_091013.1	53482241	53497306	15066	128	44.1
RG	Aph_californica_65019	NC_091013.1	53953820	53958991	5172	46	10.6
RG	Aph_californica_65019	NC_091013.1	54000560	54010351	9792	54	29.8
RG	Aph_californica_65019	NC_091013.1	54347434	54394483	47050	273	80.3
RG	Aph_californica_65019	NC_091013.1	54733611	54736509	2899	38	10.8
RG	Aph_californica_65019	NC_091013.1	55081105	55133077	51973	569	90.5
RG	Aph_californica_65019	NC_091013.1	55143725	55149502	5778	44	9.7
RG	Aph_californica_65019	NC_091013.1	55237942	55246441	8500	39	14.2
RG	Aph_californica_65019	NC_091013.1	55287307	55296108	8802	58	39.0
RG	Aph_californica_65019	NC_091013.1	55340127	55345394	5268	51	47.5
RG	Aph_californica_65019	NC_091013.1	56053727	56060562	6836	53	14.9
RG	Aph_californica_65019	NC_091013.1	56072139	56077031	4893	60	38.2
RG	Aph_californica_65019	NC_091013.1	56140397	56145624	5228	54	57.3
RG	Aph_californica_65019	NC_091013.1	56368927	56376668	7742	56	53.8
RG	Aph_californica_65019	NC_091013.1	56405630	56411006	5377	64	60.0
RG	Aph_californica_65019	NC_091013.1	56571147	56576286	5140	31	12.1
RG	Aph_californica_65019	NC_091013.1	56674533	56712062	37530	216	69.1
RG	Aph_californica_65019	NC_091013.1	56835850	56842241	6392	45	41.0
RG	Aph_californica_65019	NC_091013.1	56938793	56943230	4438	45	33.8
RG	Aph_californica_65019	NC_091013.1	57008679	57019581	10903	78	47.3
RG	Aph_californica_65019	NC_091013.1	57028378	57036711	8334	66	31.7
RG	Aph_californica_65019	NC_091013.1	57068903	57079257	10355	80	64.1
RG	Aph_californica_65019	NC_091013.1	59059063	59086838	27776	148	19.5
RG	Aph_californica_65019	NC_091013.1	59102835	59115582	12748	68	52.5
RG	Aph_californica_65019	NC_091013.1	59347043	59349110	2068	33	32.1
RG	Aph_californica_65019	NC_091013.1	60268200	60275181	6982	39	34.1
RG	Aph_californica_65019	NC_091013.1	60351482	60354862	3381	45	27.5
RG	Aph_californica_65019	NC_091013.1	61068472	61074344	5873	59	11.7
RG	Aph_californica_65019	NC_091013.1	61213299	61229719	16421	122	65.1
RG	Aph_californica_65019	NC_091013.1	61499786	61507472	7687	56	51.9
RG	Aph_californica_65019	NC_091013.1	61628964	61648520	19557	117	76.0
RG	Aph_californica_65019	NC_091013.1	61679987	61685328	5342	42	41.4
RG	Aph_californica_65019	NC_091013.1	61722987	61727722	4736	36	28.6
RG	Aph_californica_65019	NC_091013.1	61784781	61793129	8349	53	32.4
RG	Aph_californica_65019	NC_091013.1	61898720	61901895	3176	30	16.3
RG	Aph_californica_65019	NC_091013.1	61973633	61980260	6628	42	40.8
RG	Aph_californica_65019	NC_091013.1	62159662	62164261	4600	42	26.5
RG	Aph_californica_65019	NC_091013.1	62209024	62216417	7394	62	33.4
RG	Aph_californica_65019	NC_091013.1	62235694	62243864	8171	55	48.0
RG	Aph_californica_65019	NC_091013.1	62534787	62547003	12217	82	58.9
RG	Aph_californica_65019	NC_091013.1	62573497	62585794	12298	74	39.3
RG	Aph_californica_65019	NC_091013.1	62591801	62630392	38592	265	82.7
RG	Aph_californica_65019	NC_091013.1	62756309	62760389	4081	37	11.8
RG	Aph_californica_65019	NC_091013.1	62820727	62847943	27217	157	84.0
RG	Aph_californica_65019	NC_091013.1	62870245	62875456	5212	40	23.7
RG	Aph_californica_65019	NC_091013.1	62895080	62897637	2558	37	14.6
RG	Aph_californica_65019	NC_091013.1	63087629	63090878	3250	38	38.6
RG	Aph_californica_65019	NC_091013.1	63140971	63153115	12145	63	57.9
RG	Aph_californica_65019	NC_091013.1	63622926	63626775	3850	48	40.6
RG	Aph_californica_65019	NC_091013.1	63879711	63886933	7223	45	34.2
RG	Aph_californica_65019	NC_091013.1	64046639	64056121	9483	51	42.3
RG	Aph_californica_65019	NC_091013.1	64583555	64604001	20447	106	77.5
RG	Aph_californica_65019	NC_091013.1	64660510	64667227	6718	57	33.3
RG	Aph_californica_65019	NC_091013.1	64866843	64886273	19431	69	58.5
RG	Aph_californica_65019	NC_091013.1	64938011	64940945	2935	38	35.7
RG	Aph_californica_65019	NC_091013.1	65715954	65723739	7786	48	40.5
RG	Aph_californica_65019	NC_091013.1	65803275	65808700	5426	45	15.3
RG	Aph_californica_65019	NC_091013.1	65958848	65972039	13192	76	65.5
RG	Aph_californica_65019	NC_091013.1	66111114	66113570	2457	33	25.0
RG	Aph_californica_65019	NC_091013.1	66245080	66259477	14398	106	47.6
RG	Aph_californica_65019	NC_091013.1	66402654	66419920	17267	110	58.3
RG	Aph_californica_65019	NC_091013.1	66445721	66449584	3864	35	12.3
RG	Aph_californica_65019	NC_091013.1	67718846	67720708	1863	35	22.8
RG	Aph_californica_65019	NC_091013.1	68390029	68427066	37038	258	88.4
RG	Aph_californica_65019	NC_091013.1	68674137	68686211	12075	125	54.1
RG	Aph_californica_65019	NC_091013.1	68880604	68902895	22292	119	64.1
RG	Aph_californica_65019	NC_091013.1	68973139	68975444	2306	35	30.1
RG	Aph_californica_65019	NC_091013.1	69125085	69130139	5055	44	31.9
RG	Aph_californica_65019	NC_091013.1	69497570	69501927	4358	44	17.1
RG	Aph_californica_65019	NC_091013.1	69516062	69521236	5175	32	21.5
RG	Aph_californica_65019	NC_091013.1	69568887	69575845	6959	50	24.3
RG	Aph_californica_65019	NC_091013.1	69604603	69626023	21421	126	40.4
RG	Aph_californica_65019	NC_091013.1	69701596	69710937	9342	91	23.7
RG	Aph_californica_65019	NC_091013.1	69722796	69727377	4582	39	36.4
RG	Aph_californica_65019	NC_091013.1	69857864	69874543	16680	105	57.9
RG	Aph_californica_65019	NC_091013.1	70498537	70530234	31698	181	80.7
RG	Aph_californica_65019	NC_091013.1	70652800	70668514	15715	112	68.6
RG	Aph_californica_65019	NC_091013.1	70677691	70689423	11733	84	12.6
RG	Aph_californica_65019	NC_091013.1	70744853	70751543	6691	59	44.7
RG	Aph_californica_65019	NC_091013.1	70800318	70805269	4952	32	22.0
RG	Aph_californica_65019	NC_091013.1	70828084	70848398	20315	113	70.9
RG	Aph_californica_65019	NC_091013.1	71441707	71451144	9438	69	64.4
RG	Aph_californica_65019	NC_091013.1	71934977	71941708	6732	61	36.6
RG	Aph_californica_65019	NC_091013.1	72089703	72097560	7858	60	23.8
RG	Aph_californica_65019	NC_091013.1	72339737	72345457	5721	39	43.5
RG	Aph_californica_65019	NC_091013.1	72382838	72391238	8401	53	33.1
RG	Aph_californica_65019	NC_091013.1	72850432	72853992	3561	49	26.6
RG	Aph_californica_65019	NC_091013.1	73320037	73342063	22027	120	75.1
RG	Aph_californica_65019	NC_091013.1	73415619	73421954	6336	39	20.8
RG	Aph_californica_65019	NC_091013.1	74820638	74828846	8209	62	56.5
RG	Aph_californica_65019	NC_091013.1	74977278	74979990	2713	30	16.2
RG	Aph_californica_65019	NC_091013.1	75136420	75139169	2750	33	20.0
RG	Aph_californica_65019	NC_091013.1	75406793	75413351	6559	49	54.0
RG	Aph_californica_65019	NC_091013.1	75453285	75461756	8472	60	62.9
RG	Aph_californica_65019	NC_091013.1	75721743	75728776	7034	90	33.7
RG	Aph_californica_65019	NC_091013.1	75827128	75837714	10587	71	38.7
RG	Aph_californica_65019	NC_091013.1	76209224	76214543	5320	38	38.6
RG	Aph_californica_65019	NC_091013.1	76422904	76427185	4282	42	44.7
RG	Aph_californica_65019	NC_091013.1	76495220	76592043	96824	492	92.0
RG	Aph_californica_65019	NC_091013.1	77395636	77403929	8294	56	18.7
RG	Aph_californica_65019	NC_091013.1	77421229	77440708	19480	130	79.4
RG	Aph_californica_65019	NC_091013.1	77846499	77850341	3843	38	38.4
RG	Aph_californica_65019	NC_091013.1	77942750	77947481	4732	35	10.9
RG	Aph_californica_65019	NC_091013.1	78366950	78375029	8080	62	23.8
RG	Aph_californica_65019	NC_091013.1	78535195	78541777	6583	38	38.0
RG	Aph_californica_65019	NC_091013.1	78548469	78561887	13419	116	71.8
RG	Aph_californica_65019	NC_091013.1	79123638	79162459	38822	284	85.0
RG	Aph_californica_65019	NC_091013.1	79173232	79184785	11554	75	34.3
RG	Aph_californica_65019	NC_091013.1	79197201	79210913	13713	132	71.0
RG	Aph_californica_65019	NC_091013.1	79787014	79814146	27133	207	72.2
RG	Aph_californica_65019	NC_091013.1	80144359	80167200	22842	113	65.0
RG	Aph_californica_65019	NC_091013.1	80285691	80291757	6067	54	25.4
RG	Aph_californica_65019	NC_091013.1	80489713	80492602	2890	54	8.8
RG	Aph_californica_65019	NC_091013.1	80652509	80656271	3763	35	7.3
RG	Aph_californica_65019	NC_091013.1	80692778	80709761	16984	131	73.3
RG	Aph_californica_65019	NC_091013.1	80964979	80990220	25242	187	64.7
RG	Aph_californica_65019	NC_091013.1	81026818	81030784	3967	27	10.8
RG	Aph_californica_65019	NC_091013.1	81357067	81367598	10532	57	39.1
RG	Aph_californica_65019	NC_091013.1	81649999	81686959	36961	253	65.7
RG	Aph_californica_65019	NC_091013.1	81849290	81858729	9440	111	68.3
RG	Aph_californica_65019	NC_091013.1	82099813	82103163	3351	38	15.4
RG	Aph_californica_65019	NC_091013.1	82405411	82429223	23813	152	68.0
RG	Aph_californica_65019	NC_091013.1	82970986	82982355	11370	64	62.0
RG	Aph_californica_65019	NC_091013.1	83011698	83021740	10043	73	39.3
RG	Aph_californica_65019	NC_091013.1	83038461	83046536	8076	63	62.8
RG	Aph_californica_65019	NC_091013.1	83365287	83399197	33911	199	87.8
RG	Aph_californica_65019	NC_091013.1	83467423	83472993	5571	47	47.6
RG	Aph_californica_65019	NC_091013.1	83480632	83495318	14687	105	73.7
RG	Aph_californica_65019	NC_091013.1	83551301	83559049	7749	67	49.1
RG	Aph_californica_65019	NC_091013.1	84193501	84209573	16073	60	45.4
RG	Aph_californica_65019	NC_091013.1	84292981	84295880	2900	41	22.0
RG	Aph_californica_65019	NC_091013.1	84390559	84393868	3310	30	20.8
RG	Aph_californica_65019	NC_091013.1	84650495	84654752	4258	44	7.1
RG	Aph_californica_65019	NC_091013.1	84926508	84940606	14099	105	72.4
RG	Aph_californica_65019	NC_091013.1	85000140	85005743	5604	45	9.1
RG	Aph_californica_65019	NC_091013.1	85217542	85227201	9660	54	57.6
RG	Aph_californica_65019	NC_091013.1	85231923	85243669	11747	83	73.7
RG	Aph_californica_65019	NC_091013.1	85375707	85378456	2750	33	17.9
RG	Aph_californica_65019	NC_091013.1	85423565	85426409	2845	37	30.8
RG	Aph_californica_65019	NC_091013.1	85798235	85802360	4126	41	29.7
RG	Aph_californica_65019	NC_091013.1	85860984	85879694	18711	118	65.1
RG	Aph_californica_65019	NC_091013.1	85887026	85890221	3196	40	39.2
RG	Aph_californica_65019	NC_091013.1	86072439	86077441	5003	36	33.7
RG	Aph_californica_65019	NC_091013.1	86401512	86408072	6561	79	62.3
RG	Aph_californica_65019	NC_091013.1	86416287	86420085	3799	39	15.9
